;WEEK;ADMIN1;FATALITIES;CENTROID_LATITUDE;CENTROID_LONGITUDE;YEAR;MONTH;DAY
0;31-dicembre-2016;Badakhshan;15;36,966;73,3417;2016;12;31
1;07-gennaio-2017;Badakhshan;28;36,966;73,3417;2017;1;7
2;21-gennaio-2017;Badakhshan;4;36,966;73,3417;2017;1;21
3;04-febbraio-2017;Badakhshan;4;36,966;73,3417;2017;2;4
4;11-febbraio-2017;Badakhshan;41;36,966;73,3417;2017;2;11
5;25-marzo-2017;Badakhshan;2;36,966;73,3417;2017;3;25
6;01-aprile-2017;Badakhshan;0;36,966;73,3417;2017;4;1
7;08-aprile-2017;Badakhshan;12;36,966;73,3417;2017;4;8
8;22-aprile-2017;Badakhshan;2;36,966;73,3417;2017;4;22
9;29-aprile-2017;Badakhshan;80;36,966;73,3417;2017;4;29
10;06-maggio-2017;Badakhshan;121;36,966;73,3417;2017;5;6
11;13-maggio-2017;Badakhshan;0;36,966;73,3417;2017;5;13
12;20-maggio-2017;Badakhshan;10;36,966;73,3417;2017;5;20
13;27-maggio-2017;Badakhshan;0;36,966;73,3417;2017;5;27
14;03-giugno-2017;Badakhshan;22;36,966;73,3417;2017;6;3
15;10-giugno-2017;Badakhshan;1;36,966;73,3417;2017;6;10
16;17-giugno-2017;Badakhshan;4;36,966;73,3417;2017;6;17
17;24-giugno-2017;Badakhshan;6;36,966;73,3417;2017;6;24
18;15-luglio-2017;Badakhshan;70;36,966;73,3417;2017;7;15
19;22-luglio-2017;Badakhshan;71;36,966;73,3417;2017;7;22
20;29-luglio-2017;Badakhshan;11;36,966;73,3417;2017;7;29
21;05-agosto-2017;Badakhshan;24;36,966;73,3417;2017;8;5
22;12-agosto-2017;Badakhshan;13;36,966;73,3417;2017;8;12
23;19-agosto-2017;Badakhshan;0;36,966;73,3417;2017;8;19
24;09-settembre-2017;Badakhshan;0;36,966;73,3417;2017;9;9
25;16-settembre-2017;Badakhshan;18;36,966;73,3417;2017;9;16
26;23-settembre-2017;Badakhshan;0;36,966;73,3417;2017;9;23
27;30-settembre-2017;Badakhshan;6;36,966;73,3417;2017;9;30
28;07-ottobre-2017;Badakhshan;34;36,966;73,3417;2017;10;7
29;14-ottobre-2017;Badakhshan;0;36,966;73,3417;2017;10;14
30;21-ottobre-2017;Badakhshan;3;36,966;73,3417;2017;10;21
31;11-novembre-2017;Badakhshan;0;36,966;73,3417;2017;11;11
32;25-novembre-2017;Badakhshan;0;36,966;73,3417;2017;11;25
33;13-gennaio-2018;Badakhshan;10;36,966;73,3417;2018;1;13
34;10-febbraio-2018;Badakhshan;9;36,966;73,3417;2018;2;10
35;24-marzo-2018;Badakhshan;5;36,966;73,3417;2018;3;24
36;31-marzo-2018;Badakhshan;12;36,966;73,3417;2018;3;31
37;07-aprile-2018;Badakhshan;0;36,966;73,3417;2018;4;7
38;14-aprile-2018;Badakhshan;1;36,966;73,3417;2018;4;14
39;21-aprile-2018;Badakhshan;0;36,966;73,3417;2018;4;21
40;28-aprile-2018;Badakhshan;93;36,966;73,3417;2018;4;28
41;05-maggio-2018;Badakhshan;32;36,966;73,3417;2018;5;5
42;12-maggio-2018;Badakhshan;15;36,966;73,3417;2018;5;12
43;19-maggio-2018;Badakhshan;0;36,966;73,3417;2018;5;19
44;26-maggio-2018;Badakhshan;41;36,966;73,3417;2018;5;26
45;02-giugno-2018;Badakhshan;14;36,966;73,3417;2018;6;2
46;09-giugno-2018;Badakhshan;33;36,966;73,3417;2018;6;9
47;16-giugno-2018;Badakhshan;31;36,966;73,3417;2018;6;16
48;30-giugno-2018;Badakhshan;9;36,966;73,3417;2018;6;30
49;07-luglio-2018;Badakhshan;4;36,966;73,3417;2018;7;7
50;14-luglio-2018;Badakhshan;106;36,966;73,3417;2018;7;14
51;04-agosto-2018;Badakhshan;4;36,966;73,3417;2018;8;4
52;11-agosto-2018;Badakhshan;5;36,966;73,3417;2018;8;11
53;18-agosto-2018;Badakhshan;5;36,966;73,3417;2018;8;18
54;25-agosto-2018;Badakhshan;6;36,966;73,3417;2018;8;25
55;01-settembre-2018;Badakhshan;6;36,966;73,3417;2018;9;1
56;08-settembre-2018;Badakhshan;7;36,966;73,3417;2018;9;8
57;15-settembre-2018;Badakhshan;0;36,966;73,3417;2018;9;15
58;22-settembre-2018;Badakhshan;0;36,966;73,3417;2018;9;22
59;29-settembre-2018;Badakhshan;21;36,966;73,3417;2018;9;29
60;06-ottobre-2018;Badakhshan;0;36,966;73,3417;2018;10;6
61;13-ottobre-2018;Badakhshan;0;36,966;73,3417;2018;10;13
62;20-ottobre-2018;Badakhshan;26;36,966;73,3417;2018;10;20
63;27-ottobre-2018;Badakhshan;23;36,966;73,3417;2018;10;27
64;03-novembre-2018;Badakhshan;24;36,966;73,3417;2018;11;3
65;01-dicembre-2018;Badakhshan;0;36,966;73,3417;2018;12;1
66;08-dicembre-2018;Badakhshan;10;36,966;73,3417;2018;12;8
67;15-dicembre-2018;Badakhshan;0;36,966;73,3417;2018;12;15
68;22-dicembre-2018;Badakhshan;0;36,966;73,3417;2018;12;22
69;29-dicembre-2018;Badakhshan;8;36,966;73,3417;2018;12;29
70;26-gennaio-2019;Badakhshan;0;36,966;73,3417;2019;1;26
71;23-febbraio-2019;Badakhshan;2;36,966;73,3417;2019;2;23
72;02-marzo-2019;Badakhshan;8;36,966;73,3417;2019;3;2
73;23-marzo-2019;Badakhshan;0;36,966;73,3417;2019;3;23
74;30-marzo-2019;Badakhshan;0;36,966;73,3417;2019;3;30
75;06-aprile-2019;Badakhshan;0;36,966;73,3417;2019;4;6
76;13-aprile-2019;Badakhshan;31;36,966;73,3417;2019;4;13
77;20-aprile-2019;Badakhshan;17;36,966;73,3417;2019;4;20
78;27-aprile-2019;Badakhshan;0;36,966;73,3417;2019;4;27
79;04-maggio-2019;Badakhshan;2;36,966;73,3417;2019;5;4
80;11-maggio-2019;Badakhshan;0;36,966;73,3417;2019;5;11
81;15-giugno-2019;Badakhshan;5;36,966;73,3417;2019;6;15
82;22-giugno-2019;Badakhshan;0;36,966;73,3417;2019;6;22
83;29-giugno-2019;Badakhshan;2;36,966;73,3417;2019;6;29
84;06-luglio-2019;Badakhshan;4;36,966;73,3417;2019;7;6
85;13-luglio-2019;Badakhshan;14;36,966;73,3417;2019;7;13
86;20-luglio-2019;Badakhshan;4;36,966;73,3417;2019;7;20
87;27-luglio-2019;Badakhshan;5;36,966;73,3417;2019;7;27
88;03-agosto-2019;Badakhshan;0;36,966;73,3417;2019;8;3
89;10-agosto-2019;Badakhshan;0;36,966;73,3417;2019;8;10
90;17-agosto-2019;Badakhshan;0;36,966;73,3417;2019;8;17
91;24-agosto-2019;Badakhshan;11;36,966;73,3417;2019;8;24
92;31-agosto-2019;Badakhshan;27;36,966;73,3417;2019;8;31
93;07-settembre-2019;Badakhshan;95;36,966;73,3417;2019;9;7
94;14-settembre-2019;Badakhshan;6;36,966;73,3417;2019;9;14
95;21-settembre-2019;Badakhshan;2;36,966;73,3417;2019;9;21
96;28-settembre-2019;Badakhshan;0;36,966;73,3417;2019;9;28
97;05-ottobre-2019;Badakhshan;1;36,966;73,3417;2019;10;5
98;12-ottobre-2019;Badakhshan;13;36,966;73,3417;2019;10;12
99;19-ottobre-2019;Badakhshan;0;36,966;73,3417;2019;10;19
100;26-ottobre-2019;Badakhshan;0;36,966;73,3417;2019;10;26
101;02-novembre-2019;Badakhshan;0;36,966;73,3417;2019;11;2
102;09-novembre-2019;Badakhshan;0;36,966;73,3417;2019;11;9
103;16-novembre-2019;Badakhshan;0;36,966;73,3417;2019;11;16
104;23-novembre-2019;Badakhshan;0;36,966;73,3417;2019;11;23
105;07-dicembre-2019;Badakhshan;0;36,966;73,3417;2019;12;7
106;14-dicembre-2019;Badakhshan;0;36,966;73,3417;2019;12;14
107;21-dicembre-2019;Badakhshan;1;36,966;73,3417;2019;12;21
108;28-dicembre-2019;Badakhshan;0;36,966;73,3417;2019;12;28
109;18-gennaio-2020;Badakhshan;7;36,966;73,3417;2020;1;18
110;25-gennaio-2020;Badakhshan;2;36,966;73,3417;2020;1;25
111;01-febbraio-2020;Badakhshan;8;36,966;73,3417;2020;2;1
112;08-febbraio-2020;Badakhshan;1;36,966;73,3417;2020;2;8
113;15-febbraio-2020;Badakhshan;4;36,966;73,3417;2020;2;15
114;29-febbraio-2020;Badakhshan;0;36,966;73,3417;2020;2;29
115;14-marzo-2020;Badakhshan;1;36,966;73,3417;2020;3;14
116;21-marzo-2020;Badakhshan;22;36,966;73,3417;2020;3;21
117;28-marzo-2020;Badakhshan;14;36,966;73,3417;2020;3;28
118;04-aprile-2020;Badakhshan;46;36,966;73,3417;2020;4;4
119;11-aprile-2020;Badakhshan;0;36,966;73,3417;2020;4;11
120;18-aprile-2020;Badakhshan;0;36,966;73,3417;2020;4;18
121;25-aprile-2020;Badakhshan;17;36,966;73,3417;2020;4;25
122;02-maggio-2020;Badakhshan;18;36,966;73,3417;2020;5;2
123;09-maggio-2020;Badakhshan;0;36,966;73,3417;2020;5;9
124;16-maggio-2020;Badakhshan;28;36,966;73,3417;2020;5;16
125;23-maggio-2020;Badakhshan;11;36,966;73,3417;2020;5;23
126;30-maggio-2020;Badakhshan;20;36,966;73,3417;2020;5;30
127;06-giugno-2020;Badakhshan;12;36,966;73,3417;2020;6;6
128;13-giugno-2020;Badakhshan;7;36,966;73,3417;2020;6;13
129;20-giugno-2020;Badakhshan;11;36,966;73,3417;2020;6;20
130;27-giugno-2020;Badakhshan;19;36,966;73,3417;2020;6;27
131;04-luglio-2020;Badakhshan;14;36,966;73,3417;2020;7;4
132;11-luglio-2020;Badakhshan;16;36,966;73,3417;2020;7;11
133;18-luglio-2020;Badakhshan;2;36,966;73,3417;2020;7;18
134;25-luglio-2020;Badakhshan;9;36,966;73,3417;2020;7;25
135;01-agosto-2020;Badakhshan;1;36,966;73,3417;2020;8;1
136;08-agosto-2020;Badakhshan;10;36,966;73,3417;2020;8;8
137;15-agosto-2020;Badakhshan;18;36,966;73,3417;2020;8;15
138;22-agosto-2020;Badakhshan;26;36,966;73,3417;2020;8;22
139;29-agosto-2020;Badakhshan;4;36,966;73,3417;2020;8;29
140;05-settembre-2020;Badakhshan;21;36,966;73,3417;2020;9;5
141;12-settembre-2020;Badakhshan;25;36,966;73,3417;2020;9;12
142;19-settembre-2020;Badakhshan;29;36,966;73,3417;2020;9;19
143;26-settembre-2020;Badakhshan;8;36,966;73,3417;2020;9;26
144;03-ottobre-2020;Badakhshan;13;36,966;73,3417;2020;10;3
145;10-ottobre-2020;Badakhshan;23;36,966;73,3417;2020;10;10
146;17-ottobre-2020;Badakhshan;24;36,966;73,3417;2020;10;17
147;24-ottobre-2020;Badakhshan;7;36,966;73,3417;2020;10;24
148;31-ottobre-2020;Badakhshan;9;36,966;73,3417;2020;10;31
149;07-novembre-2020;Badakhshan;0;36,966;73,3417;2020;11;7
150;14-novembre-2020;Badakhshan;24;36,966;73,3417;2020;11;14
151;21-novembre-2020;Badakhshan;0;36,966;73,3417;2020;11;21
152;28-novembre-2020;Badakhshan;5;36,966;73,3417;2020;11;28
153;05-dicembre-2020;Badakhshan;0;36,966;73,3417;2020;12;5
154;12-dicembre-2020;Badakhshan;6;36,966;73,3417;2020;12;12
155;19-dicembre-2020;Badakhshan;7;36,966;73,3417;2020;12;19
156;26-dicembre-2020;Badakhshan;41;36,966;73,3417;2020;12;26
157;02-gennaio-2021;Badakhshan;1;36,966;73,3417;2021;1;2
158;09-gennaio-2021;Badakhshan;4;36,966;73,3417;2021;1;9
159;16-gennaio-2021;Badakhshan;16;36,966;73,3417;2021;1;16
160;23-gennaio-2021;Badakhshan;6;36,966;73,3417;2021;1;23
161;30-gennaio-2021;Badakhshan;4;36,966;73,3417;2021;1;30
162;06-febbraio-2021;Badakhshan;6;36,966;73,3417;2021;2;6
163;20-febbraio-2021;Badakhshan;16;36,966;73,3417;2021;2;20
164;27-febbraio-2021;Badakhshan;0;36,966;73,3417;2021;2;27
165;06-marzo-2021;Badakhshan;6;36,966;73,3417;2021;3;6
166;13-marzo-2021;Badakhshan;13;36,966;73,3417;2021;3;13
167;20-marzo-2021;Badakhshan;11;36,966;73,3417;2021;3;20
168;27-marzo-2021;Badakhshan;20;36,966;73,3417;2021;3;27
169;03-aprile-2021;Badakhshan;83;36,966;73,3417;2021;4;3
170;10-aprile-2021;Badakhshan;10;36,966;73,3417;2021;4;10
171;17-aprile-2021;Badakhshan;8;36,966;73,3417;2021;4;17
172;24-aprile-2021;Badakhshan;10;36,966;73,3417;2021;4;24
173;01-maggio-2021;Badakhshan;42;36,966;73,3417;2021;5;1
174;08-maggio-2021;Badakhshan;27;36,966;73,3417;2021;5;8
175;15-maggio-2021;Badakhshan;9;36,966;73,3417;2021;5;15
176;22-maggio-2021;Badakhshan;71;36,966;73,3417;2021;5;22
177;29-maggio-2021;Badakhshan;13;36,966;73,3417;2021;5;29
178;05-giugno-2021;Badakhshan;13;36,966;73,3417;2021;6;5
179;12-giugno-2021;Badakhshan;32;36,966;73,3417;2021;6;12
180;19-giugno-2021;Badakhshan;18;36,966;73,3417;2021;6;19
181;26-giugno-2021;Badakhshan;66;36,966;73,3417;2021;6;26
182;03-luglio-2021;Badakhshan;42;36,966;73,3417;2021;7;3
183;10-luglio-2021;Badakhshan;86;36,966;73,3417;2021;7;10
184;24-luglio-2021;Badakhshan;9;36,966;73,3417;2021;7;24
185;31-luglio-2021;Badakhshan;47;36,966;73,3417;2021;7;31
186;07-agosto-2021;Badakhshan;56;36,966;73,3417;2021;8;7
187;09-ottobre-2021;Badakhshan;3;36,966;73,3417;2021;10;9
188;23-ottobre-2021;Badakhshan;5;36,966;73,3417;2021;10;23
189;06-novembre-2021;Badakhshan;3;36,966;73,3417;2021;11;6
190;13-novembre-2021;Badakhshan;3;36,966;73,3417;2021;11;13
191;20-novembre-2021;Badakhshan;2;36,966;73,3417;2021;11;20
192;04-dicembre-2021;Badakhshan;1;36,966;73,3417;2021;12;4
193;25-dicembre-2021;Badakhshan;3;36,966;73,3417;2021;12;25
194;01-gennaio-2022;Badakhshan;14;36,966;73,3417;2022;1;1
195;08-gennaio-2022;Badakhshan;9;36,966;73,3417;2022;1;8
196;26-febbraio-2022;Badakhshan;8;36,966;73,3417;2022;2;26
197;05-marzo-2022;Badakhshan;3;36,966;73,3417;2022;3;5
198;12-marzo-2022;Badakhshan;0;36,966;73,3417;2022;3;12
199;19-marzo-2022;Badakhshan;0;36,966;73,3417;2022;3;19
200;26-marzo-2022;Badakhshan;3;36,966;73,3417;2022;3;26
201;02-aprile-2022;Badakhshan;1;36,966;73,3417;2022;4;2
202;09-aprile-2022;Badakhshan;14;36,966;73,3417;2022;4;9
203;16-aprile-2022;Badakhshan;3;36,966;73,3417;2022;4;16
204;30-aprile-2022;Badakhshan;0;36,966;73,3417;2022;4;30
205;07-maggio-2022;Badakhshan;6;36,966;73,3417;2022;5;7
206;28-maggio-2022;Badakhshan;4;36,966;73,3417;2022;5;28
207;04-giugno-2022;Badakhshan;7;36,966;73,3417;2022;6;4
208;11-giugno-2022;Badakhshan;2;36,966;73,3417;2022;6;11
209;18-giugno-2022;Badakhshan;4;36,966;73,3417;2022;6;18
210;25-giugno-2022;Badakhshan;0;36,966;73,3417;2022;6;25
211;13-agosto-2022;Badakhshan;3;36,966;73,3417;2022;8;13
212;03-settembre-2022;Badakhshan;23;36,966;73,3417;2022;9;3
213;17-settembre-2022;Badakhshan;15;36,966;73,3417;2022;9;17
214;24-settembre-2022;Badakhshan;9;36,966;73,3417;2022;9;24
215;01-ottobre-2022;Badakhshan;2;36,966;73,3417;2022;10;1
216;15-ottobre-2022;Badakhshan;74;36,966;73,3417;2022;10;15
217;22-ottobre-2022;Badakhshan;2;36,966;73,3417;2022;10;22
218;31-dicembre-2022;Badakhshan;1;36,966;73,3417;2022;12;31
219;14-gennaio-2023;Badakhshan;1;36,966;73,3417;2023;1;14
220;18-febbraio-2023;Badakhshan;1;36,966;73,3417;2023;2;18
221;20-maggio-2023;Badakhshan;1;36,966;73,3417;2023;5;20
222;15-luglio-2023;Badakhshan;0;36,966;73,3417;2023;7;15
223;05-agosto-2023;Badakhshan;7;36,966;73,3417;2023;8;5
224;12-agosto-2023;Badakhshan;38;36,966;73,3417;2023;8;12
225;02-settembre-2023;Badakhshan;0;36,966;73,3417;2023;9;2
226;23-settembre-2023;Badakhshan;2;36,966;73,3417;2023;9;23
227;14-ottobre-2023;Badakhshan;1;36,966;73,3417;2023;10;14
228;09-dicembre-2023;Badakhshan;1;36,966;73,3417;2023;12;9
229;30-dicembre-2023;Badakhshan;0;36,966;73,3417;2023;12;30
230;16-marzo-2024;Badakhshan;1;36,966;73,3417;2024;3;16
231;06-luglio-2024;Badakhshan;3;36,966;73,3417;2024;7;6
232;28-settembre-2024;Badakhshan;0;36,966;73,3417;2024;9;28
233;19-ottobre-2024;Badakhshan;0;36,966;73,3417;2024;10;19
234;02-novembre-2024;Badakhshan;1;36,966;73,3417;2024;11;2
235;09-novembre-2024;Badakhshan;1;36,966;73,3417;2024;11;9
236;15-febbraio-2025;Badakhshan;0;36,966;73,3417;2025;2;15
237;22-febbraio-2025;Badakhshan;0;36,966;73,3417;2025;2;22
238;05-aprile-2025;Badakhshan;1;36,966;73,3417;2025;4;5
239;10-maggio-2025;Badakhshan;2;36,966;73,3417;2025;5;10
240;24-maggio-2025;Badakhshan;3;36,966;73,3417;2025;5;24
241;31-maggio-2025;Badakhshan;2;36,966;73,3417;2025;5;31
242;23-agosto-2025;Badakhshan;1;36,966;73,3417;2025;8;23
243;13-settembre-2025;Badakhshan;1;36,966;73,3417;2025;9;13
244;11-ottobre-2025;Badakhshan;10;36,966;73,3417;2025;10;11
702;31-dicembre-2016;Badghis;93;35,2572;63,5813;2016;12;31
703;07-gennaio-2017;Badghis;0;35,2572;63,5813;2017;1;7
704;14-gennaio-2017;Badghis;0;35,2572;63,5813;2017;1;14
705;21-gennaio-2017;Badghis;0;35,2572;63,5813;2017;1;21
706;11-febbraio-2017;Badghis;0;35,2572;63,5813;2017;2;11
707;18-febbraio-2017;Badghis;0;35,2572;63,5813;2017;2;18
708;25-febbraio-2017;Badghis;10;35,2572;63,5813;2017;2;25
709;04-marzo-2017;Badghis;8;35,2572;63,5813;2017;3;4
710;11-marzo-2017;Badghis;13;35,2572;63,5813;2017;3;11
711;18-marzo-2017;Badghis;7;35,2572;63,5813;2017;3;18
712;25-marzo-2017;Badghis;11;35,2572;63,5813;2017;3;25
713;01-aprile-2017;Badghis;7;35,2572;63,5813;2017;4;1
714;08-aprile-2017;Badghis;3;35,2572;63,5813;2017;4;8
715;15-aprile-2017;Badghis;43;35,2572;63,5813;2017;4;15
716;22-aprile-2017;Badghis;10;35,2572;63,5813;2017;4;22
717;29-aprile-2017;Badghis;2;35,2572;63,5813;2017;4;29
718;06-maggio-2017;Badghis;0;35,2572;63,5813;2017;5;6
719;13-maggio-2017;Badghis;5;35,2572;63,5813;2017;5;13
720;20-maggio-2017;Badghis;58;35,2572;63,5813;2017;5;20
721;27-maggio-2017;Badghis;3;35,2572;63,5813;2017;5;27
722;03-giugno-2017;Badghis;0;35,2572;63,5813;2017;6;3
723;10-giugno-2017;Badghis;0;35,2572;63,5813;2017;6;10
724;17-giugno-2017;Badghis;10;35,2572;63,5813;2017;6;17
725;24-giugno-2017;Badghis;0;35,2572;63,5813;2017;6;24
726;01-luglio-2017;Badghis;7;35,2572;63,5813;2017;7;1
727;08-luglio-2017;Badghis;7;35,2572;63,5813;2017;7;8
728;15-luglio-2017;Badghis;0;35,2572;63,5813;2017;7;15
729;22-luglio-2017;Badghis;13;35,2572;63,5813;2017;7;22
730;29-luglio-2017;Badghis;12;35,2572;63,5813;2017;7;29
731;05-agosto-2017;Badghis;34;35,2572;63,5813;2017;8;5
732;12-agosto-2017;Badghis;13;35,2572;63,5813;2017;8;12
733;19-agosto-2017;Badghis;5;35,2572;63,5813;2017;8;19
734;26-agosto-2017;Badghis;15;35,2572;63,5813;2017;8;26
735;02-settembre-2017;Badghis;16;35,2572;63,5813;2017;9;2
736;09-settembre-2017;Badghis;9;35,2572;63,5813;2017;9;9
737;16-settembre-2017;Badghis;8;35,2572;63,5813;2017;9;16
738;23-settembre-2017;Badghis;3;35,2572;63,5813;2017;9;23
739;30-settembre-2017;Badghis;7;35,2572;63,5813;2017;9;30
740;07-ottobre-2017;Badghis;39;35,2572;63,5813;2017;10;7
741;14-ottobre-2017;Badghis;4;35,2572;63,5813;2017;10;14
742;21-ottobre-2017;Badghis;8;35,2572;63,5813;2017;10;21
743;28-ottobre-2017;Badghis;0;35,2572;63,5813;2017;10;28
744;04-novembre-2017;Badghis;0;35,2572;63,5813;2017;11;4
745;11-novembre-2017;Badghis;0;35,2572;63,5813;2017;11;11
746;18-novembre-2017;Badghis;0;35,2572;63,5813;2017;11;18
747;25-novembre-2017;Badghis;0;35,2572;63,5813;2017;11;25
748;02-dicembre-2017;Badghis;3;35,2572;63,5813;2017;12;2
749;09-dicembre-2017;Badghis;0;35,2572;63,5813;2017;12;9
750;16-dicembre-2017;Badghis;2;35,2572;63,5813;2017;12;16
751;23-dicembre-2017;Badghis;0;35,2572;63,5813;2017;12;23
752;30-dicembre-2017;Badghis;0;35,2572;63,5813;2017;12;30
753;06-gennaio-2018;Badghis;0;35,2572;63,5813;2018;1;6
754;13-gennaio-2018;Badghis;11;35,2572;63,5813;2018;1;13
755;20-gennaio-2018;Badghis;2;35,2572;63,5813;2018;1;20
756;27-gennaio-2018;Badghis;0;35,2572;63,5813;2018;1;27
757;03-febbraio-2018;Badghis;81;35,2572;63,5813;2018;2;3
758;10-febbraio-2018;Badghis;2;35,2572;63,5813;2018;2;10
759;17-febbraio-2018;Badghis;0;35,2572;63,5813;2018;2;17
760;24-febbraio-2018;Badghis;3;35,2572;63,5813;2018;2;24
761;03-marzo-2018;Badghis;5;35,2572;63,5813;2018;3;3
762;10-marzo-2018;Badghis;0;35,2572;63,5813;2018;3;10
763;17-marzo-2018;Badghis;0;35,2572;63,5813;2018;3;17
764;24-marzo-2018;Badghis;3;35,2572;63,5813;2018;3;24
765;31-marzo-2018;Badghis;7;35,2572;63,5813;2018;3;31
766;07-aprile-2018;Badghis;10;35,2572;63,5813;2018;4;7
767;14-aprile-2018;Badghis;5;35,2572;63,5813;2018;4;14
768;21-aprile-2018;Badghis;32;35,2572;63,5813;2018;4;21
769;28-aprile-2018;Badghis;0;35,2572;63,5813;2018;4;28
770;05-maggio-2018;Badghis;12;35,2572;63,5813;2018;5;5
771;12-maggio-2018;Badghis;0;35,2572;63,5813;2018;5;12
772;19-maggio-2018;Badghis;2;35,2572;63,5813;2018;5;19
773;26-maggio-2018;Badghis;0;35,2572;63,5813;2018;5;26
774;02-giugno-2018;Badghis;0;35,2572;63,5813;2018;6;2
775;09-giugno-2018;Badghis;13;35,2572;63,5813;2018;6;9
776;16-giugno-2018;Badghis;45;35,2572;63,5813;2018;6;16
777;23-giugno-2018;Badghis;75;35,2572;63,5813;2018;6;23
778;30-giugno-2018;Badghis;15;35,2572;63,5813;2018;6;30
779;07-luglio-2018;Badghis;15;35,2572;63,5813;2018;7;7
780;14-luglio-2018;Badghis;11;35,2572;63,5813;2018;7;14
781;21-luglio-2018;Badghis;0;35,2572;63,5813;2018;7;21
782;28-luglio-2018;Badghis;0;35,2572;63,5813;2018;7;28
783;04-agosto-2018;Badghis;32;35,2572;63,5813;2018;8;4
784;11-agosto-2018;Badghis;85;35,2572;63,5813;2018;8;11
785;18-agosto-2018;Badghis;16;35,2572;63,5813;2018;8;18
786;25-agosto-2018;Badghis;29;35,2572;63,5813;2018;8;25
787;01-settembre-2018;Badghis;46;35,2572;63,5813;2018;9;1
788;08-settembre-2018;Badghis;65;35,2572;63,5813;2018;9;8
789;15-settembre-2018;Badghis;50;35,2572;63,5813;2018;9;15
790;22-settembre-2018;Badghis;1;35,2572;63,5813;2018;9;22
791;29-settembre-2018;Badghis;24;35,2572;63,5813;2018;9;29
792;06-ottobre-2018;Badghis;24;35,2572;63,5813;2018;10;6
793;13-ottobre-2018;Badghis;0;35,2572;63,5813;2018;10;13
794;20-ottobre-2018;Badghis;8;35,2572;63,5813;2018;10;20
795;27-ottobre-2018;Badghis;0;35,2572;63,5813;2018;10;27
796;03-novembre-2018;Badghis;13;35,2572;63,5813;2018;11;3
797;10-novembre-2018;Badghis;17;35,2572;63,5813;2018;11;10
798;17-novembre-2018;Badghis;12;35,2572;63,5813;2018;11;17
799;24-novembre-2018;Badghis;10;35,2572;63,5813;2018;11;24
800;01-dicembre-2018;Badghis;0;35,2572;63,5813;2018;12;1
801;08-dicembre-2018;Badghis;27;35,2572;63,5813;2018;12;8
802;15-dicembre-2018;Badghis;11;35,2572;63,5813;2018;12;15
803;22-dicembre-2018;Badghis;2;35,2572;63,5813;2018;12;22
804;29-dicembre-2018;Badghis;22;35,2572;63,5813;2018;12;29
805;05-gennaio-2019;Badghis;72;35,2572;63,5813;2019;1;5
806;12-gennaio-2019;Badghis;109;35,2572;63,5813;2019;1;12
807;19-gennaio-2019;Badghis;32;35,2572;63,5813;2019;1;19
808;26-gennaio-2019;Badghis;16;35,2572;63,5813;2019;1;26
809;02-febbraio-2019;Badghis;6;35,2572;63,5813;2019;2;2
810;09-febbraio-2019;Badghis;36;35,2572;63,5813;2019;2;9
811;23-febbraio-2019;Badghis;28;35,2572;63,5813;2019;2;23
812;02-marzo-2019;Badghis;31;35,2572;63,5813;2019;3;2
813;09-marzo-2019;Badghis;108;35,2572;63,5813;2019;3;9
814;16-marzo-2019;Badghis;0;35,2572;63,5813;2019;3;16
815;23-marzo-2019;Badghis;1;35,2572;63,5813;2019;3;23
816;30-marzo-2019;Badghis;68;35,2572;63,5813;2019;3;30
817;06-aprile-2019;Badghis;39;35,2572;63,5813;2019;4;6
818;13-aprile-2019;Badghis;73;35,2572;63,5813;2019;4;13
819;20-aprile-2019;Badghis;9;35,2572;63,5813;2019;4;20
820;27-aprile-2019;Badghis;7;35,2572;63,5813;2019;4;27
821;04-maggio-2019;Badghis;15;35,2572;63,5813;2019;5;4
822;11-maggio-2019;Badghis;0;35,2572;63,5813;2019;5;11
823;18-maggio-2019;Badghis;32;35,2572;63,5813;2019;5;18
824;25-maggio-2019;Badghis;5;35,2572;63,5813;2019;5;25
825;01-giugno-2019;Badghis;18;35,2572;63,5813;2019;6;1
826;08-giugno-2019;Badghis;32;35,2572;63,5813;2019;6;8
827;15-giugno-2019;Badghis;14;35,2572;63,5813;2019;6;15
828;22-giugno-2019;Badghis;1;35,2572;63,5813;2019;6;22
829;29-giugno-2019;Badghis;58;35,2572;63,5813;2019;6;29
830;06-luglio-2019;Badghis;39;35,2572;63,5813;2019;7;6
831;13-luglio-2019;Badghis;62;35,2572;63,5813;2019;7;13
832;20-luglio-2019;Badghis;0;35,2572;63,5813;2019;7;20
833;27-luglio-2019;Badghis;32;35,2572;63,5813;2019;7;27
834;03-agosto-2019;Badghis;39;35,2572;63,5813;2019;8;3
835;17-agosto-2019;Badghis;3;35,2572;63,5813;2019;8;17
836;24-agosto-2019;Badghis;25;35,2572;63,5813;2019;8;24
837;31-agosto-2019;Badghis;5;35,2572;63,5813;2019;8;31
838;07-settembre-2019;Badghis;21;35,2572;63,5813;2019;9;7
839;14-settembre-2019;Badghis;4;35,2572;63,5813;2019;9;14
840;21-settembre-2019;Badghis;0;35,2572;63,5813;2019;9;21
841;28-settembre-2019;Badghis;2;35,2572;63,5813;2019;9;28
842;05-ottobre-2019;Badghis;47;35,2572;63,5813;2019;10;5
843;12-ottobre-2019;Badghis;0;35,2572;63,5813;2019;10;12
