;WEEK;ADMIN1;FATALITIES;CENTROID_LATITUDE;CENTROID_LONGITUDE;YEAR;MONTH;DAY
4475;29-giugno-2019;Faryab;83;36,2086;64,7689;2019;6;29
4476;06-luglio-2019;Faryab;25;36,2086;64,7689;2019;7;6
4477;13-luglio-2019;Faryab;7;36,2086;64,7689;2019;7;13
4478;20-luglio-2019;Faryab;62;36,2086;64,7689;2019;7;20
4479;27-luglio-2019;Faryab;57;36,2086;64,7689;2019;7;27
4480;03-agosto-2019;Faryab;48;36,2086;64,7689;2019;8;3
4481;10-agosto-2019;Faryab;37;36,2086;64,7689;2019;8;10
4482;17-agosto-2019;Faryab;55;36,2086;64,7689;2019;8;17
4483;24-agosto-2019;Faryab;25;36,2086;64,7689;2019;8;24
4484;31-agosto-2019;Faryab;139;36,2086;64,7689;2019;8;31
4485;07-settembre-2019;Faryab;4;36,2086;64,7689;2019;9;7
4486;14-settembre-2019;Faryab;18;36,2086;64,7689;2019;9;14
4487;21-settembre-2019;Faryab;39;36,2086;64,7689;2019;9;21
4488;28-settembre-2019;Faryab;106;36,2086;64,7689;2019;9;28
4489;05-ottobre-2019;Faryab;3;36,2086;64,7689;2019;10;5
4490;12-ottobre-2019;Faryab;22;36,2086;64,7689;2019;10;12
4491;19-ottobre-2019;Faryab;9;36,2086;64,7689;2019;10;19
4492;26-ottobre-2019;Faryab;14;36,2086;64,7689;2019;10;26
4493;02-novembre-2019;Faryab;3;36,2086;64,7689;2019;11;2
4494;09-novembre-2019;Faryab;7;36,2086;64,7689;2019;11;9
4495;16-novembre-2019;Faryab;6;36,2086;64,7689;2019;11;16
4496;23-novembre-2019;Faryab;8;36,2086;64,7689;2019;11;23
4497;30-novembre-2019;Faryab;16;36,2086;64,7689;2019;11;30
4498;07-dicembre-2019;Faryab;7;36,2086;64,7689;2019;12;7
4499;14-dicembre-2019;Faryab;7;36,2086;64,7689;2019;12;14
4500;21-dicembre-2019;Faryab;4;36,2086;64,7689;2019;12;21
4501;28-dicembre-2019;Faryab;56;36,2086;64,7689;2019;12;28
4502;04-gennaio-2020;Faryab;37;36,2086;64,7689;2020;1;4
4503;11-gennaio-2020;Faryab;1;36,2086;64,7689;2020;1;11
4504;18-gennaio-2020;Faryab;3;36,2086;64,7689;2020;1;18
4505;25-gennaio-2020;Faryab;24;36,2086;64,7689;2020;1;25
4506;01-febbraio-2020;Faryab;11;36,2086;64,7689;2020;2;1
4507;08-febbraio-2020;Faryab;10;36,2086;64,7689;2020;2;8
4508;15-febbraio-2020;Faryab;15;36,2086;64,7689;2020;2;15
4509;29-febbraio-2020;Faryab;12;36,2086;64,7689;2020;2;29
4510;07-marzo-2020;Faryab;0;36,2086;64,7689;2020;3;7
4511;14-marzo-2020;Faryab;14;36,2086;64,7689;2020;3;14
4512;21-marzo-2020;Faryab;16;36,2086;64,7689;2020;3;21
4513;28-marzo-2020;Faryab;12;36,2086;64,7689;2020;3;28
4514;04-aprile-2020;Faryab;33;36,2086;64,7689;2020;4;4
4515;11-aprile-2020;Faryab;0;36,2086;64,7689;2020;4;11
4516;18-aprile-2020;Faryab;33;36,2086;64,7689;2020;4;18
4517;25-aprile-2020;Faryab;22;36,2086;64,7689;2020;4;25
4518;02-maggio-2020;Faryab;8;36,2086;64,7689;2020;5;2
4519;09-maggio-2020;Faryab;21;36,2086;64,7689;2020;5;9
4520;16-maggio-2020;Faryab;6;36,2086;64,7689;2020;5;16
4521;23-maggio-2020;Faryab;4;36,2086;64,7689;2020;5;23
4522;30-maggio-2020;Faryab;8;36,2086;64,7689;2020;5;30
4523;06-giugno-2020;Faryab;0;36,2086;64,7689;2020;6;6
4524;13-giugno-2020;Faryab;34;36,2086;64,7689;2020;6;13
4525;20-giugno-2020;Faryab;16;36,2086;64,7689;2020;6;20
4526;27-giugno-2020;Faryab;28;36,2086;64,7689;2020;6;27
4527;04-luglio-2020;Faryab;12;36,2086;64,7689;2020;7;4
4528;11-luglio-2020;Faryab;40;36,2086;64,7689;2020;7;11
4529;18-luglio-2020;Faryab;73;36,2086;64,7689;2020;7;18
4530;25-luglio-2020;Faryab;32;36,2086;64,7689;2020;7;25
4531;01-agosto-2020;Faryab;7;36,2086;64,7689;2020;8;1
4532;08-agosto-2020;Faryab;20;36,2086;64,7689;2020;8;8
4533;15-agosto-2020;Faryab;69;36,2086;64,7689;2020;8;15
4534;22-agosto-2020;Faryab;61;36,2086;64,7689;2020;8;22
4535;29-agosto-2020;Faryab;75;36,2086;64,7689;2020;8;29
4536;05-settembre-2020;Faryab;53;36,2086;64,7689;2020;9;5
4537;12-settembre-2020;Faryab;12;36,2086;64,7689;2020;9;12
4538;19-settembre-2020;Faryab;9;36,2086;64,7689;2020;9;19
4539;26-settembre-2020;Faryab;7;36,2086;64,7689;2020;9;26
4540;03-ottobre-2020;Faryab;39;36,2086;64,7689;2020;10;3
4541;10-ottobre-2020;Faryab;66;36,2086;64,7689;2020;10;10
4542;17-ottobre-2020;Faryab;20;36,2086;64,7689;2020;10;17
4543;24-ottobre-2020;Faryab;20;36,2086;64,7689;2020;10;24
4544;31-ottobre-2020;Faryab;26;36,2086;64,7689;2020;10;31
4545;07-novembre-2020;Faryab;30;36,2086;64,7689;2020;11;7
4546;14-novembre-2020;Faryab;56;36,2086;64,7689;2020;11;14
4547;21-novembre-2020;Faryab;15;36,2086;64,7689;2020;11;21
4548;28-novembre-2020;Faryab;8;36,2086;64,7689;2020;11;28
4549;05-dicembre-2020;Faryab;19;36,2086;64,7689;2020;12;5
4550;12-dicembre-2020;Faryab;1;36,2086;64,7689;2020;12;12
4551;19-dicembre-2020;Faryab;29;36,2086;64,7689;2020;12;19
4552;26-dicembre-2020;Faryab;2;36,2086;64,7689;2020;12;26
4553;02-gennaio-2021;Faryab;11;36,2086;64,7689;2021;1;2
4554;09-gennaio-2021;Faryab;48;36,2086;64,7689;2021;1;9
4555;16-gennaio-2021;Faryab;14;36,2086;64,7689;2021;1;16
4556;23-gennaio-2021;Faryab;5;36,2086;64,7689;2021;1;23
4557;30-gennaio-2021;Faryab;15;36,2086;64,7689;2021;1;30
4558;06-febbraio-2021;Faryab;16;36,2086;64,7689;2021;2;6
4559;13-febbraio-2021;Faryab;16;36,2086;64,7689;2021;2;13
4560;20-febbraio-2021;Faryab;25;36,2086;64,7689;2021;2;20
4561;27-febbraio-2021;Faryab;22;36,2086;64,7689;2021;2;27
4562;06-marzo-2021;Faryab;29;36,2086;64,7689;2021;3;6
4563;13-marzo-2021;Faryab;3;36,2086;64,7689;2021;3;13
4564;20-marzo-2021;Faryab;36;36,2086;64,7689;2021;3;20
4565;27-marzo-2021;Faryab;14;36,2086;64,7689;2021;3;27
4566;03-aprile-2021;Faryab;21;36,2086;64,7689;2021;4;3
4567;10-aprile-2021;Faryab;16;36,2086;64,7689;2021;4;10
4568;17-aprile-2021;Faryab;3;36,2086;64,7689;2021;4;17
4569;24-aprile-2021;Faryab;38;36,2086;64,7689;2021;4;24
4570;01-maggio-2021;Faryab;25;36,2086;64,7689;2021;5;1
4571;15-maggio-2021;Faryab;19;36,2086;64,7689;2021;5;15
4572;22-maggio-2021;Faryab;28;36,2086;64,7689;2021;5;22
4573;29-maggio-2021;Faryab;21;36,2086;64,7689;2021;5;29
4574;05-giugno-2021;Faryab;45;36,2086;64,7689;2021;6;5
4575;12-giugno-2021;Faryab;26;36,2086;64,7689;2021;6;12
4576;19-giugno-2021;Faryab;49;36,2086;64,7689;2021;6;19
4577;26-giugno-2021;Faryab;22;36,2086;64,7689;2021;6;26
4578;03-luglio-2021;Faryab;11;36,2086;64,7689;2021;7;3
4579;10-luglio-2021;Faryab;30;36,2086;64,7689;2021;7;10
4580;17-luglio-2021;Faryab;30;36,2086;64,7689;2021;7;17
4581;24-luglio-2021;Faryab;31;36,2086;64,7689;2021;7;24
4582;31-luglio-2021;Faryab;96;36,2086;64,7689;2021;7;31
4583;07-agosto-2021;Faryab;74;36,2086;64,7689;2021;8;7
4584;16-ottobre-2021;Faryab;1;36,2086;64,7689;2021;10;16
4585;23-ottobre-2021;Faryab;6;36,2086;64,7689;2021;10;23
4586;30-ottobre-2021;Faryab;6;36,2086;64,7689;2021;10;30
4587;08-gennaio-2022;Faryab;7;36,2086;64,7689;2022;1;8
4588;19-febbraio-2022;Faryab;3;36,2086;64,7689;2022;2;19
4589;26-marzo-2022;Faryab;1;36,2086;64,7689;2022;3;26
4590;16-aprile-2022;Faryab;0;36,2086;64,7689;2022;4;16
4591;07-maggio-2022;Faryab;1;36,2086;64,7689;2022;5;7
4592;28-maggio-2022;Faryab;1;36,2086;64,7689;2022;5;28
4593;04-giugno-2022;Faryab;0;36,2086;64,7689;2022;6;4
4594;18-giugno-2022;Faryab;3;36,2086;64,7689;2022;6;18
4595;27-agosto-2022;Faryab;1;36,2086;64,7689;2022;8;27
4596;01-ottobre-2022;Faryab;1;36,2086;64,7689;2022;10;1
4597;29-ottobre-2022;Faryab;3;36,2086;64,7689;2022;10;29
4598;19-novembre-2022;Faryab;1;36,2086;64,7689;2022;11;19
4599;11-marzo-2023;Faryab;0;36,2086;64,7689;2023;3;11
4600;18-marzo-2023;Faryab;2;36,2086;64,7689;2023;3;18
4601;03-giugno-2023;Faryab;3;36,2086;64,7689;2023;6;3
4602;07-ottobre-2023;Faryab;1;36,2086;64,7689;2023;10;7
4603;25-novembre-2023;Faryab;1;36,2086;64,7689;2023;11;25
4604;15-giugno-2024;Faryab;2;36,2086;64,7689;2024;6;15
4605;27-luglio-2024;Faryab;1;36,2086;64,7689;2024;7;27
4606;28-settembre-2024;Faryab;1;36,2086;64,7689;2024;9;28
4607;19-ottobre-2024;Faryab;2;36,2086;64,7689;2024;10;19
4608;09-novembre-2024;Faryab;1;36,2086;64,7689;2024;11;9
4609;16-novembre-2024;Faryab;1;36,2086;64,7689;2024;11;16
4610;30-novembre-2024;Faryab;2;36,2086;64,7689;2024;11;30
4611;07-dicembre-2024;Faryab;1;36,2086;64,7689;2024;12;7
4612;22-febbraio-2025;Faryab;1;36,2086;64,7689;2025;2;22
4613;26-aprile-2025;Faryab;2;36,2086;64,7689;2025;4;26
4614;12-luglio-2025;Faryab;2;36,2086;64,7689;2025;7;12
5265;31-dicembre-2016;Ghazni;8;33,1547;67,7536;2016;12;31
5266;07-gennaio-2017;Ghazni;9;33,1547;67,7536;2017;1;7
5267;14-gennaio-2017;Ghazni;9;33,1547;67,7536;2017;1;14
5268;21-gennaio-2017;Ghazni;12;33,1547;67,7536;2017;1;21
5269;28-gennaio-2017;Ghazni;9;33,1547;67,7536;2017;1;28
5270;04-febbraio-2017;Ghazni;0;33,1547;67,7536;2017;2;4
5271;11-febbraio-2017;Ghazni;29;33,1547;67,7536;2017;2;11
5272;18-febbraio-2017;Ghazni;1;33,1547;67,7536;2017;2;18
5273;25-febbraio-2017;Ghazni;42;33,1547;67,7536;2017;2;25
5274;04-marzo-2017;Ghazni;33;33,1547;67,7536;2017;3;4
5275;11-marzo-2017;Ghazni;17;33,1547;67,7536;2017;3;11
5276;18-marzo-2017;Ghazni;13;33,1547;67,7536;2017;3;18
5277;25-marzo-2017;Ghazni;52;33,1547;67,7536;2017;3;25
5278;01-aprile-2017;Ghazni;41;33,1547;67,7536;2017;4;1
5279;08-aprile-2017;Ghazni;27;33,1547;67,7536;2017;4;8
5280;15-aprile-2017;Ghazni;62;33,1547;67,7536;2017;4;15
5281;22-aprile-2017;Ghazni;30;33,1547;67,7536;2017;4;22
5282;29-aprile-2017;Ghazni;18;33,1547;67,7536;2017;4;29
5283;06-maggio-2017;Ghazni;26;33,1547;67,7536;2017;5;6
5284;13-maggio-2017;Ghazni;33;33,1547;67,7536;2017;5;13
5285;20-maggio-2017;Ghazni;72;33,1547;67,7536;2017;5;20
5286;27-maggio-2017;Ghazni;27;33,1547;67,7536;2017;5;27
5287;03-giugno-2017;Ghazni;39;33,1547;67,7536;2017;6;3
5288;10-giugno-2017;Ghazni;22;33,1547;67,7536;2017;6;10
5289;17-giugno-2017;Ghazni;7;33,1547;67,7536;2017;6;17
5290;24-giugno-2017;Ghazni;26;33,1547;67,7536;2017;6;24
5291;01-luglio-2017;Ghazni;18;33,1547;67,7536;2017;7;1
5292;08-luglio-2017;Ghazni;17;33,1547;67,7536;2017;7;8
5293;15-luglio-2017;Ghazni;53;33,1547;67,7536;2017;7;15
5294;22-luglio-2017;Ghazni;45;33,1547;67,7536;2017;7;22
5295;29-luglio-2017;Ghazni;25;33,1547;67,7536;2017;7;29
5296;05-agosto-2017;Ghazni;23;33,1547;67,7536;2017;8;5
5297;12-agosto-2017;Ghazni;22;33,1547;67,7536;2017;8;12
5298;19-agosto-2017;Ghazni;103;33,1547;67,7536;2017;8;19
5299;26-agosto-2017;Ghazni;2;33,1547;67,7536;2017;8;26
5300;02-settembre-2017;Ghazni;19;33,1547;67,7536;2017;9;2
5301;09-settembre-2017;Ghazni;27;33,1547;67,7536;2017;9;9
5302;16-settembre-2017;Ghazni;44;33,1547;67,7536;2017;9;16
5303;23-settembre-2017;Ghazni;11;33,1547;67,7536;2017;9;23
5304;30-settembre-2017;Ghazni;38;33,1547;67,7536;2017;9;30
5305;07-ottobre-2017;Ghazni;33;33,1547;67,7536;2017;10;7
5306;14-ottobre-2017;Ghazni;98;33,1547;67,7536;2017;10;14
5307;21-ottobre-2017;Ghazni;120;33,1547;67,7536;2017;10;21
5308;28-ottobre-2017;Ghazni;35;33,1547;67,7536;2017;10;28
5309;04-novembre-2017;Ghazni;41;33,1547;67,7536;2017;11;4
5310;11-novembre-2017;Ghazni;7;33,1547;67,7536;2017;11;11
5311;18-novembre-2017;Ghazni;12;33,1547;67,7536;2017;11;18
5312;25-novembre-2017;Ghazni;39;33,1547;67,7536;2017;11;25
5313;02-dicembre-2017;Ghazni;101;33,1547;67,7536;2017;12;2
5314;09-dicembre-2017;Ghazni;3;33,1547;67,7536;2017;12;9
5315;16-dicembre-2017;Ghazni;22;33,1547;67,7536;2017;12;16
5316;23-dicembre-2017;Ghazni;4;33,1547;67,7536;2017;12;23
5317;30-dicembre-2017;Ghazni;55;33,1547;67,7536;2017;12;30
5318;06-gennaio-2018;Ghazni;34;33,1547;67,7536;2018;1;6
5319;13-gennaio-2018;Ghazni;33;33,1547;67,7536;2018;1;13
5320;20-gennaio-2018;Ghazni;29;33,1547;67,7536;2018;1;20
5321;27-gennaio-2018;Ghazni;48;33,1547;67,7536;2018;1;27
5322;03-febbraio-2018;Ghazni;30;33,1547;67,7536;2018;2;3
5323;10-febbraio-2018;Ghazni;0;33,1547;67,7536;2018;2;10
5324;17-febbraio-2018;Ghazni;26;33,1547;67,7536;2018;2;17
5325;24-febbraio-2018;Ghazni;25;33,1547;67,7536;2018;2;24
5326;03-marzo-2018;Ghazni;31;33,1547;67,7536;2018;3;3
5327;10-marzo-2018;Ghazni;56;33,1547;67,7536;2018;3;10
5328;17-marzo-2018;Ghazni;5;33,1547;67,7536;2018;3;17
5329;24-marzo-2018;Ghazni;28;33,1547;67,7536;2018;3;24
5330;31-marzo-2018;Ghazni;11;33,1547;67,7536;2018;3;31
5331;07-aprile-2018;Ghazni;41;33,1547;67,7536;2018;4;7
5332;14-aprile-2018;Ghazni;61;33,1547;67,7536;2018;4;14
5333;21-aprile-2018;Ghazni;27;33,1547;67,7536;2018;4;21
5334;28-aprile-2018;Ghazni;89;33,1547;67,7536;2018;4;28
5335;05-maggio-2018;Ghazni;30;33,1547;67,7536;2018;5;5
5336;12-maggio-2018;Ghazni;135;33,1547;67,7536;2018;5;12
5337;19-maggio-2018;Ghazni;246;33,1547;67,7536;2018;5;19
5338;26-maggio-2018;Ghazni;184;33,1547;67,7536;2018;5;26
5339;02-giugno-2018;Ghazni;54;33,1547;67,7536;2018;6;2
5340;09-giugno-2018;Ghazni;123;33,1547;67,7536;2018;6;9
5341;16-giugno-2018;Ghazni;83;33,1547;67,7536;2018;6;16
5342;23-giugno-2018;Ghazni;103;33,1547;67,7536;2018;6;23
5343;30-giugno-2018;Ghazni;42;33,1547;67,7536;2018;6;30
5344;07-luglio-2018;Ghazni;169;33,1547;67,7536;2018;7;7
5345;14-luglio-2018;Ghazni;216;33,1547;67,7536;2018;7;14
5346;21-luglio-2018;Ghazni;114;33,1547;67,7536;2018;7;21
5347;28-luglio-2018;Ghazni;15;33,1547;67,7536;2018;7;28
5348;04-agosto-2018;Ghazni;47;33,1547;67,7536;2018;8;4
5349;11-agosto-2018;Ghazni;534;33,1547;67,7536;2018;8;11
5350;18-agosto-2018;Ghazni;17;33,1547;67,7536;2018;8;18
5351;25-agosto-2018;Ghazni;45;33,1547;67,7536;2018;8;25
5352;01-settembre-2018;Ghazni;67;33,1547;67,7536;2018;9;1
5353;08-settembre-2018;Ghazni;42;33,1547;67,7536;2018;9;8
5354;15-settembre-2018;Ghazni;28;33,1547;67,7536;2018;9;15
5355;22-settembre-2018;Ghazni;12;33,1547;67,7536;2018;9;22
5356;29-settembre-2018;Ghazni;28;33,1547;67,7536;2018;9;29
5357;06-ottobre-2018;Ghazni;172;33,1547;67,7536;2018;10;6
5358;13-ottobre-2018;Ghazni;59;33,1547;67,7536;2018;10;13
5359;20-ottobre-2018;Ghazni;13;33,1547;67,7536;2018;10;20
5360;27-ottobre-2018;Ghazni;163;33,1547;67,7536;2018;10;27
5361;03-novembre-2018;Ghazni;128;33,1547;67,7536;2018;11;3
5362;10-novembre-2018;Ghazni;230;33,1547;67,7536;2018;11;10
5363;17-novembre-2018;Ghazni;43;33,1547;67,7536;2018;11;17
5364;24-novembre-2018;Ghazni;110;33,1547;67,7536;2018;11;24
5365;01-dicembre-2018;Ghazni;214;33,1547;67,7536;2018;12;1
5366;08-dicembre-2018;Ghazni;73;33,1547;67,7536;2018;12;8
5367;15-dicembre-2018;Ghazni;65;33,1547;67,7536;2018;12;15
5368;22-dicembre-2018;Ghazni;81;33,1547;67,7536;2018;12;22
5369;29-dicembre-2018;Ghazni;14;33,1547;67,7536;2018;12;29
5370;05-gennaio-2019;Ghazni;15;33,1547;67,7536;2019;1;5
5371;12-gennaio-2019;Ghazni;23;33,1547;67,7536;2019;1;12
5372;19-gennaio-2019;Ghazni;0;33,1547;67,7536;2019;1;19
5373;26-gennaio-2019;Ghazni;42;33,1547;67,7536;2019;1;26
5374;02-febbraio-2019;Ghazni;13;33,1547;67,7536;2019;2;2
5375;09-febbraio-2019;Ghazni;50;33,1547;67,7536;2019;2;9
5376;16-febbraio-2019;Ghazni;34;33,1547;67,7536;2019;2;16
5377;23-febbraio-2019;Ghazni;68;33,1547;67,7536;2019;2;23
5378;02-marzo-2019;Ghazni;32;33,1547;67,7536;2019;3;2
5379;09-marzo-2019;Ghazni;34;33,1547;67,7536;2019;3;9
5380;16-marzo-2019;Ghazni;10;33,1547;67,7536;2019;3;16
5381;23-marzo-2019;Ghazni;30;33,1547;67,7536;2019;3;23
5382;30-marzo-2019;Ghazni;23;33,1547;67,7536;2019;3;30
5383;06-aprile-2019;Ghazni;42;33,1547;67,7536;2019;4;6
5384;13-aprile-2019;Ghazni;91;33,1547;67,7536;2019;4;13
5385;20-aprile-2019;Ghazni;108;33,1547;67,7536;2019;4;20
5386;27-aprile-2019;Ghazni;95;33,1547;67,7536;2019;4;27
5387;04-maggio-2019;Ghazni;19;33,1547;67,7536;2019;5;4
5388;11-maggio-2019;Ghazni;114;33,1547;67,7536;2019;5;11
5389;18-maggio-2019;Ghazni;25;33,1547;67,7536;2019;5;18
5390;25-maggio-2019;Ghazni;38;33,1547;67,7536;2019;5;25
5391;01-giugno-2019;Ghazni;102;33,1547;67,7536;2019;6;1
5392;08-giugno-2019;Ghazni;36;33,1547;67,7536;2019;6;8
5393;15-giugno-2019;Ghazni;30;33,1547;67,7536;2019;6;15
5394;22-giugno-2019;Ghazni;78;33,1547;67,7536;2019;6;22
5395;29-giugno-2019;Ghazni;91;33,1547;67,7536;2019;6;29
5396;06-luglio-2019;Ghazni;24;33,1547;67,7536;2019;7;6
5397;13-luglio-2019;Ghazni;33;33,1547;67,7536;2019;7;13
5398;20-luglio-2019;Ghazni;56;33,1547;67,7536;2019;7;20
5399;27-luglio-2019;Ghazni;30;33,1547;67,7536;2019;7;27
5400;03-agosto-2019;Ghazni;36;33,1547;67,7536;2019;8;3
5401;10-agosto-2019;Ghazni;61;33,1547;67,7536;2019;8;10
5402;17-agosto-2019;Ghazni;64;33,1547;67,7536;2019;8;17
5403;24-agosto-2019;Ghazni;47;33,1547;67,7536;2019;8;24
5404;31-agosto-2019;Ghazni;82;33,1547;67,7536;2019;8;31
5405;07-settembre-2019;Ghazni;87;33,1547;67,7536;2019;9;7
5406;14-settembre-2019;Ghazni;154;33,1547;67,7536;2019;9;14
5407;21-settembre-2019;Ghazni;68;33,1547;67,7536;2019;9;21
5408;28-settembre-2019;Ghazni;134;33,1547;67,7536;2019;9;28
5409;05-ottobre-2019;Ghazni;129;33,1547;67,7536;2019;10;5
5410;12-ottobre-2019;Ghazni;33;33,1547;67,7536;2019;10;12
5411;19-ottobre-2019;Ghazni;55;33,1547;67,7536;2019;10;19
5412;26-ottobre-2019;Ghazni;41;33,1547;67,7536;2019;10;26
5413;02-novembre-2019;Ghazni;30;33,1547;67,7536;2019;11;2
5414;09-novembre-2019;Ghazni;8;33,1547;67,7536;2019;11;9
5415;16-novembre-2019;Ghazni;20;33,1547;67,7536;2019;11;16
5416;23-novembre-2019;Ghazni;17;33,1547;67,7536;2019;11;23
5417;30-novembre-2019;Ghazni;29;33,1547;67,7536;2019;11;30
5418;07-dicembre-2019;Ghazni;52;33,1547;67,7536;2019;12;7
5419;14-dicembre-2019;Ghazni;51;33,1547;67,7536;2019;12;14
5420;21-dicembre-2019;Ghazni;77;33,1547;67,7536;2019;12;21
5421;28-dicembre-2019;Ghazni;84;33,1547;67,7536;2019;12;28
5422;04-gennaio-2020;Ghazni;0;33,1547;67,7536;2020;1;4
5423;11-gennaio-2020;Ghazni;30;33,1547;67,7536;2020;1;11
5424;18-gennaio-2020;Ghazni;1;33,1547;67,7536;2020;1;18
5425;25-gennaio-2020;Ghazni;13;33,1547;67,7536;2020;1;25
5426;01-febbraio-2020;Ghazni;1;33,1547;67,7536;2020;2;1
5427;08-febbraio-2020;Ghazni;0;33,1547;67,7536;2020;2;8
5428;15-febbraio-2020;Ghazni;2;33,1547;67,7536;2020;2;15
5429;22-febbraio-2020;Ghazni;7;33,1547;67,7536;2020;2;22
5430;29-febbraio-2020;Ghazni;0;33,1547;67,7536;2020;2;29
5431;07-marzo-2020;Ghazni;1;33,1547;67,7536;2020;3;7
5432;14-marzo-2020;Ghazni;10;33,1547;67,7536;2020;3;14
5433;21-marzo-2020;Ghazni;2;33,1547;67,7536;2020;3;21
5434;28-marzo-2020;Ghazni;16;33,1547;67,7536;2020;3;28
5435;04-aprile-2020;Ghazni;23;33,1547;67,7536;2020;4;4
5436;11-aprile-2020;Ghazni;19;33,1547;67,7536;2020;4;11
5437;18-aprile-2020;Ghazni;15;33,1547;67,7536;2020;4;18
5438;25-aprile-2020;Ghazni;3;33,1547;67,7536;2020;4;25
5439;02-maggio-2020;Ghazni;23;33,1547;67,7536;2020;5;2
5440;09-maggio-2020;Ghazni;24;33,1547;67,7536;2020;5;9
5441;16-maggio-2020;Ghazni;63;33,1547;67,7536;2020;5;16
5442;23-maggio-2020;Ghazni;7;33,1547;67,7536;2020;5;23
5443;30-maggio-2020;Ghazni;6;33,1547;67,7536;2020;5;30
5444;06-giugno-2020;Ghazni;18;33,1547;67,7536;2020;6;6
5445;13-giugno-2020;Ghazni;36;33,1547;67,7536;2020;6;13
5446;20-giugno-2020;Ghazni;72;33,1547;67,7536;2020;6;20
5447;27-giugno-2020;Ghazni;81;33,1547;67,7536;2020;6;27
5448;04-luglio-2020;Ghazni;63;33,1547;67,7536;2020;7;4
5449;11-luglio-2020;Ghazni;46;33,1547;67,7536;2020;7;11
5450;18-luglio-2020;Ghazni;99;33,1547;67,7536;2020;7;18
5451;25-luglio-2020;Ghazni;21;33,1547;67,7536;2020;7;25
5452;01-agosto-2020;Ghazni;16;33,1547;67,7536;2020;8;1
5453;08-agosto-2020;Ghazni;63;33,1547;67,7536;2020;8;8
5454;15-agosto-2020;Ghazni;32;33,1547;67,7536;2020;8;15
5455;22-agosto-2020;Ghazni;63;33,1547;67,7536;2020;8;22
5456;29-agosto-2020;Ghazni;6;33,1547;67,7536;2020;8;29
5457;05-settembre-2020;Ghazni;31;33,1547;67,7536;2020;9;5
5458;12-settembre-2020;Ghazni;40;33,1547;67,7536;2020;9;12
5459;19-settembre-2020;Ghazni;17;33,1547;67,7536;2020;9;19
5460;26-settembre-2020;Ghazni;6;33,1547;67,7536;2020;9;26
5461;03-ottobre-2020;Ghazni;5;33,1547;67,7536;2020;10;3
5462;10-ottobre-2020;Ghazni;4;33,1547;67,7536;2020;10;10
5463;17-ottobre-2020;Ghazni;1;33,1547;67,7536;2020;10;17
5464;24-ottobre-2020;Ghazni;8;33,1547;67,7536;2020;10;24
5465;31-ottobre-2020;Ghazni;0;33,1547;67,7536;2020;10;31
5466;14-novembre-2020;Ghazni;19;33,1547;67,7536;2020;11;14
5467;21-novembre-2020;Ghazni;1;33,1547;67,7536;2020;11;21
5468;28-novembre-2020;Ghazni;10;33,1547;67,7536;2020;11;28
5469;05-dicembre-2020;Ghazni;10;33,1547;67,7536;2020;12;5
5470;12-dicembre-2020;Ghazni;93;33,1547;67,7536;2020;12;12
5471;19-dicembre-2020;Ghazni;4;33,1547;67,7536;2020;12;19
5472;26-dicembre-2020;Ghazni;9;33,1547;67,7536;2020;12;26
5473;02-gennaio-2021;Ghazni;10;33,1547;67,7536;2021;1;2
5474;09-gennaio-2021;Ghazni;23;33,1547;67,7536;2021;1;9
5475;16-gennaio-2021;Ghazni;5;33,1547;67,7536;2021;1;16
5476;23-gennaio-2021;Ghazni;21;33,1547;67,7536;2021;1;23
5477;30-gennaio-2021;Ghazni;0;33,1547;67,7536;2021;1;30
5478;06-febbraio-2021;Ghazni;24;33,1547;67,7536;2021;2;6
5479;13-febbraio-2021;Ghazni;3;33,1547;67,7536;2021;2;13
5480;20-febbraio-2021;Ghazni;36;33,1547;67,7536;2021;2;20
5481;27-febbraio-2021;Ghazni;8;33,1547;67,7536;2021;2;27
5482;06-marzo-2021;Ghazni;3;33,1547;67,7536;2021;3;6
5483;13-marzo-2021;Ghazni;6;33,1547;67,7536;2021;3;13
5484;20-marzo-2021;Ghazni;0;33,1547;67,7536;2021;3;20
5485;27-marzo-2021;Ghazni;4;33,1547;67,7536;2021;3;27
5486;03-aprile-2021;Ghazni;24;33,1547;67,7536;2021;4;3
5487;10-aprile-2021;Ghazni;59;33,1547;67,7536;2021;4;10
5488;17-aprile-2021;Ghazni;102;33,1547;67,7536;2021;4;17
5489;24-aprile-2021;Ghazni;66;33,1547;67,7536;2021;4;24
5490;01-maggio-2021;Ghazni;123;33,1547;67,7536;2021;5;1
5491;08-maggio-2021;Ghazni;96;33,1547;67,7536;2021;5;8
5492;15-maggio-2021;Ghazni;53;33,1547;67,7536;2021;5;15
5493;22-maggio-2021;Ghazni;28;33,1547;67,7536;2021;5;22
5494;29-maggio-2021;Ghazni;49;33,1547;67,7536;2021;5;29
5495;05-giugno-2021;Ghazni;114;33,1547;67,7536;2021;6;5
5496;12-giugno-2021;Ghazni;79;33,1547;67,7536;2021;6;12
5497;19-giugno-2021;Ghazni;46;33,1547;67,7536;2021;6;19
5498;26-giugno-2021;Ghazni;82;33,1547;67,7536;2021;6;26
5499;03-luglio-2021;Ghazni;48;33,1547;67,7536;2021;7;3
5500;10-luglio-2021;Ghazni;127;33,1547;67,7536;2021;7;10
5501;17-luglio-2021;Ghazni;40;33,1547;67,7536;2021;7;17
