YEAR;MONTH;DAY;FATALITIES;CENTROID_LATITUDE;CENTROID_LONGITUDE
2021;3;20;[11, 4, 6, 6, 2, 36, 0, 0, 52, 26, 95, 0, 3, 0, 14, 0, 14, 17, 4, 1, 2, 0, 1, 6, 26, 14, 40];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;3;27;[20, 11, 12, 10, 3, 14, 4, 0, 14, 14, 0, 3, 124, 5, 20, 6, 12, 5, 10, 0, 4, 11, 5, 4, 4];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '36,6997', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '69,6309', '68,16', '67,0193']
2021;4;3;[83, 11, 25, 36, 0, 21, 21, 24, 7, 32, 97, 3, 201, 0, 19, 78, 4, 14, 49, 4, 2, 2, 12, 37, 6, 6, 37];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;4;10;[10, 8, 28, 20, 1, 16, 59, 2, 0, 31, 32, 2, 88, 0, 0, 28, 6, 15, 0, 10, 10, 14, 14, 27];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '33,9823', '34,3726', '33,6167', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '69,1949', '70,3664', '69,2837', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;4;17;[8, 13, 22, 26, 1, 3, 102, 21, 23, 16, 2, 8, 50, 0, 2, 3, 33, 3, 4, 61, 12, 15, 11, 3, 2, 3, 3, 25, 25, 49];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;4;24;[10, 17, 37, 29, 0, 38, 66, 38, 12, 56, 1, 11, 171, 0, 8, 6, 14, 32, 5, 0, 9, 15, 1, 4, 2, 27, 5, 68, 11];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;5;1;[42, 24, 75, 43, 73, 25, 123, 1, 281, 149, 15, 5, 148, 0, 2, 3, 34, 45, 38, 42, 0, 0, 4, 42, 4, 39, 39, 11, 38];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2021;5;8;[27, 1, 34, 6, 28, 96, 17, 44, 52, 41, 14, 40, 4, 6, 33, 73, 31, 10, 0, 6, 4, 21, 7, 39, 11, 30];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '30,8409', '35,4698', '33,6167', '32,5116', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '62,4753', '71,1173', '69,2837', '68,6546', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2021;5;15;[9, 26, 130, 73, 41, 19, 53, 179, 64, 2, 29, 62, 2, 9, 0, 47, 22, 56, 54, 51, 0, 0, 0, 2, 27, 7, 21, 20, 99];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;5;22;[71, 35, 36, 66, 5, 28, 28, 13, 86, 70, 110, 21, 80, 8, 19, 6, 69, 41, 96, 78, 2, 0, 13, 0, 2, 30, 18, 71, 25, 21, 108];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,4892', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '69,8872', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;5;29;[13, 54, 47, 52, 15, 21, 49, 77, 90, 46, 1, 81, 4, 4, 38, 9, 64, 12, 96, 0, 3, 0, 2, 14, 7, 35, 39, 33, 130];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;6;5;[13, 88, 80, 20, 51, 20, 45, 114, 45, 41, 78, 15, 3, 17, 0, 3, 0, 28, 39, 36, 47, 21, 0, 24, 37, 0, 4, 22, 104, 66, 30, 62];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;6;12;[32, 8, 84, 53, 5, 22, 64, 26, 79, 63, 172, 133, 36, 5, 104, 25, 13, 41, 123, 41, 12, 163, 2, 72, 0, 8, 28, 12, 101, 79, 121, 22];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;6;19;[18, 3, 66, 97, 17, 49, 46, 14, 194, 34, 8, 35, 201, 39, 39, 43, 179, 9, 40, 113, 30, 1, 0, 37, 52, 3, 56, 72, 18, 30];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2021;6;26;[66, 25, 42, 82, 10, 22, 82, 1, 133, 65, 38, 20, 307, 50, 0, 35, 77, 79, 55, 56, 0, 43, 11, 131, 12, 5, 8, 92, 24, 35, 23];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;7;3;[42, 212, 13, 29, 12, 71, 11, 48, 32, 126, 82, 55, 50, 309, 90, 16, 84, 125, 39, 47, 57, 0, 32, 56, 2, 46, 19, 34, 10, 25];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '68,16', '67,0193']
2021;7;10;[86, 119, 3, 51, 6, 40, 30, 127, 14, 111, 73, 119, 40, 226, 15, 63, 24, 58, 7, 5, 99, 40, 41, 3, 1, 45, 47, 68, 51, 24];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '68,16', '67,0193']
2021;7;17;[0, 28, 30, 40, 88, 88, 43, 6, 126, 42, 31, 36, 38, 80, 14, 14, 50, 14, 32, 37, 10];['35,79', '36,5288', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '35,9925', '35,7152', '36,6997', '32,2774'];['69,109', '66,9116', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '67,7275', '66,088', '69,6309', '67,0193']
2021;7;24;[9, 24, 0, 18, 31, 16, 1, 289, 130, 64, 9, 91, 57, 13, 24, 36, 13, 0, 24, 3, 74, 33, 4, 24, 6, 26, 13, 9, 50];['36,966', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;7;31;[47, 190, 35, 42, 96, 40, 0, 163, 252, 107, 27, 213, 52, 120, 61, 114, 80, 6, 4, 84, 65, 4, 78, 51, 76, 1, 113];['36,966', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '34,2374', '32,2774'];['73,3417', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '68,16', '67,0193']
2021;8;7;[56, 95, 58, 78, 49, 74, 87, 46, 357, 46, 4, 2, 290, 73, 100, 9, 52, 12, 95, 170, 19, 134, 85, 4, 16, 13, 26, 52, 56, 46];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,4892', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '69,8872', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2021;8;14;[0, 14, 2, 2];['35,79', '36,5288', '34,5253', '34,3726'];['69,109', '66,9116', '69,3433', '70,3664']
2021;8;21;[0, 1, 4];['35,79', '34,5253', '34,2374'];['69,109', '69,3433', '68,16']
2021;8;28;[3, 14, 10, 134, 41];['35,79', '33,6473', '34,5253', '35,4892', '35,0024'];['69,109', '66,3457', '69,3433', '69,8872', '68,758']
2021;9;4;[4];['35,4892'];['69,8872']
2021;9;11;[1];['34,3726'];['70,3664']
2021;9;18;[6, 28, 3];['34,9093', '34,3726', '35,4892'];['69,7471', '70,3664', '69,8872']
2021;9;25;[2, 0, 5, 2, 12, 10];['34,2063', '31,0757', '34,9093', '35,0052', '35,4892', '35,0024'];['64,5817', '65,6926', '69,7471', '71,0407', '69,8872', '68,758']
2021;10;2;[15, 8, 0, 8, 6, 0, 3];['35,79', '34,5253', '35,0052', '34,3726', '35,4892', '35,0024', '34,2374'];['69,109', '69,3433', '71,0407', '70,3664', '69,8872', '68,758', '68,16']
2021;10;9;[3, 14, 3, 4, 3, 3];['36,966', '35,79', '34,5253', '34,3726', '35,4892', '35,7152'];['73,3417', '69,109', '69,3433', '70,3664', '69,8872', '66,088']
2021;10;16;[4, 1, 3, 3, 3, 4, 9];['35,79', '36,2086', '34,9093', '35,0052', '36,8038', '34,3726', '35,4892'];['69,109', '64,7689', '69,7471', '71,0407', '68,6663', '70,3664', '69,8872']
2021;10;23;[5, 10, 6, 2, 16, 5, 0, 1, 10, 15, 3];['36,966', '35,79', '36,2086', '34,2063', '34,239', '36,7115', '34,9093', '35,0052', '34,3726', '35,4892', '35,0024'];['73,3417', '69,109', '64,7689', '64,5817', '62,0679', '65,9384', '69,7471', '71,0407', '70,3664', '69,8872', '68,758']
2021;10;30;[6, 3, 0, 6, 31, 11, 12, 5, 3];['35,79', '36,5288', '34,6954', '36,2086', '34,5253', '34,3726', '35,4892', '35,0024', '36,6997'];['69,109', '66,9116', '67,3383', '64,7689', '69,3433', '70,3664', '69,8872', '68,758', '69,6309']
2021;11;6;[3, 3, 3, 0, 6];['36,966', '34,5253', '34,9093', '35,0052', '35,4892'];['73,3417', '69,3433', '69,7471', '71,0407', '69,8872']
2021;11;13;[3, 6, 7, 5, 5, 1, 2, 10];['36,966', '35,79', '34,5253', '31,0757', '34,9093', '33,9823', '34,3726', '35,4892'];['73,3417', '69,109', '69,3433', '65,6926', '69,7471', '69,1949', '70,3664', '69,8872']
2021;11;20;[2, 5, 2, 8, 3, 8, 5];['36,966', '35,79', '31,3969', '31,0757', '34,9093', '34,3726', '35,4892'];['73,3417', '69,109', '64,0428', '65,6926', '69,7471', '70,3664', '69,8872']
2021;11;27;[0, 2, 0, 6, 6, 2];['34,2063', '31,0757', '35,0052', '34,3726', '35,4892', '35,9925'];['64,5817', '65,6926', '71,0407', '70,3664', '69,8872', '67,7275']
2021;12;4;[1, 1, 1, 3, 1, 0, 4, 5, 3, 2];['36,966', '34,2063', '34,5253', '34,9093', '35,0052', '33,9823', '34,3726', '35,4892', '35,9925', '36,6997'];['73,3417', '64,5817', '69,3433', '69,7471', '71,0407', '69,1949', '70,3664', '69,8872', '67,7275', '69,6309']
2021;12;11;[10, 2, 8, 4];['35,0052', '34,3726', '35,4892', '36,6997'];['71,0407', '70,3664', '69,8872', '69,6309']
2021;12;18;[2, 10, 2, 2, 6, 6, 9, 8, 2];['35,2572', '35,79', '34,5253', '31,0757', '34,9093', '35,0052', '34,3726', '35,4892', '35,9925'];['63,5813', '69,109', '69,3433', '65,6926', '69,7471', '71,0407', '70,3664', '69,8872', '67,7275']
2021;12;25;[3, 0, 6, 0, 1, 10];['36,966', '35,79', '31,0757', '35,0052', '36,8038', '35,4892'];['73,3417', '69,109', '65,6926', '71,0407', '68,6663', '69,8872']
2022;1;1;[14, 5, 3, 1, 3, 11, 1, 1, 0, 13, 0, 4, 4];['36,966', '35,79', '34,239', '36,7115', '34,9093', '35,0052', '34,8092', '34,3726', '30,8409', '35,4892', '35,0024', '35,9925', '36,6997'];['73,3417', '69,109', '62,0679', '65,9384', '69,7471', '71,0407', '70,2703', '70,3664', '62,4753', '69,8872', '68,758', '67,7275', '69,6309']
2022;1;8;[9, 5, 2, 7, 1, 6, 0, 0, 1, 6, 5, 6];['36,966', '35,79', '36,5288', '36,2086', '34,239', '34,5253', '34,9093', '35,0052', '36,8038', '34,3726', '35,4892', '36,6997'];['73,3417', '69,109', '66,9116', '64,7689', '62,0679', '69,3433', '69,7471', '71,0407', '68,6663', '70,3664', '69,8872', '69,6309']
2022;1;15;[12, 2, 8, 4, 13, 0];['36,5288', '34,5253', '34,9093', '35,0052', '35,4892', '36,6997'];['66,9116', '69,3433', '69,7471', '71,0407', '69,8872', '69,6309']
2022;1;22;[24, 2, 1, 1, 11, 3, 1, 2, 1, 0, 2, 10, 2];['35,79', '36,5288', '32,4966', '31,3969', '36,7115', '34,5253', '31,0757', '33,9823', '34,3726', '30,8409', '35,9925', '35,7152', '36,6997'];['69,109', '66,9116', '62,41', '64,0428', '65,9384', '69,3433', '65,6926', '69,1949', '70,3664', '62,4753', '67,7275', '66,088', '69,6309']
2022;1;29;[1, 1, 1, 3, 1, 4, 0, 6, 4];['35,79', '34,6954', '34,239', '34,5253', '35,0052', '36,8038', '35,4892', '35,0024', '36,6997'];['69,109', '67,3383', '62,0679', '69,3433', '71,0407', '68,6663', '69,8872', '68,758', '69,6309']
2022;2;5;[0, 4, 2, 4, 1, 6];['31,3969', '36,7115', '34,5253', '34,9093', '34,3726', '36,6997'];['64,0428', '65,9384', '69,3433', '69,7471', '70,3664', '69,6309']
2022;2;12;[9, 3, 16, 0, 8, 3, 5, 3];['35,79', '34,5253', '34,9093', '35,0052', '34,3726', '32,5116', '35,4892', '35,0024'];['69,109', '69,3433', '69,7471', '71,0407', '70,3664', '68,6546', '69,8872', '68,758']
2022;2;19;[9, 1, 3, 3, 1, 2, 2, 13, 0, 1, 21, 11];['35,79', '34,6954', '33,6473', '36,2086', '31,3969', '34,5253', '31,0757', '34,9093', '35,0052', '34,8092', '35,4892', '35,0024'];['69,109', '67,3383', '66,3457', '64,7689', '64,0428', '69,3433', '65,6926', '69,7471', '71,0407', '70,2703', '69,8872', '68,758']
2022;2;26;[8, 0, 0, 2, 3, 7];['36,966', '35,79', '31,0757', '36,8038', '35,4892', '35,0024'];['73,3417', '69,109', '65,6926', '68,6663', '69,8872', '68,758']
2022;3;5;[3, 1, 1, 1, 0, 2, 1, 1, 1, 2, 3, 3, 3];['36,966', '35,79', '36,5288', '34,2063', '31,0757', '34,9093', '35,0052', '36,8038', '34,3726', '30,8409', '35,4892', '35,0024', '36,6997'];['73,3417', '69,109', '66,9116', '64,5817', '65,6926', '69,7471', '71,0407', '68,6663', '70,3664', '62,4753', '69,8872', '68,758', '69,6309']
2022;3;12;[0, 2, 1, 3, 3, 1, 3, 1, 3, 13, 3];['36,966', '35,79', '31,3969', '34,5253', '34,9093', '35,0052', '34,3726', '35,4892', '35,0024', '36,6997', '32,2774'];['73,3417', '69,109', '64,0428', '69,3433', '69,7471', '71,0407', '70,3664', '69,8872', '68,758', '69,6309', '67,0193']
2022;3;19;[0, 2, 0, 1, 3, 0, 2, 0, 3];['36,966', '35,79', '34,239', '31,0757', '34,9093', '35,4892', '35,0024', '35,7152', '36,6997'];['73,3417', '69,109', '62,0679', '65,6926', '69,7471', '69,8872', '68,758', '66,088', '69,6309']
2022;3;26;[3, 12, 3, 1, 0, 0, 0, 2, 5, 3, 0, 7, 3, 12, 2];['36,966', '35,79', '32,4966', '36,2086', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '36,8038', '33,9823', '34,3726', '35,4892', '35,0024', '36,6997'];['73,3417', '69,109', '62,41', '64,7689', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '68,6663', '69,1949', '70,3664', '69,8872', '68,758', '69,6309']
2022;4;2;[1, 17, 1, 0, 0, 0, 0, 2, 0, 4, 7, 3, 1, 0];['36,966', '35,79', '32,4966', '36,7115', '34,5253', '31,0757', '34,8092', '34,3726', '30,8409', '33,6167', '35,4892', '35,0024', '35,9925', '36,6997'];['73,3417', '69,109', '62,41', '65,9384', '69,3433', '65,6926', '70,2703', '70,3664', '62,4753', '69,2837', '69,8872', '68,758', '67,7275', '69,6309']
2022;4;9;[14, 10, 3, 0, 1, 1, 3, 1, 0, 2, 2, 0, 2, 1, 14];['36,966', '35,79', '36,5288', '33,6473', '31,3969', '36,7115', '34,5253', '31,0757', '36,8038', '34,3726', '35,4698', '33,6167', '35,4892', '35,0024', '36,6997'];['73,3417', '69,109', '66,9116', '66,3457', '64,0428', '65,9384', '69,3433', '65,6926', '68,6663', '70,3664', '71,1173', '69,2837', '69,8872', '68,758', '69,6309']
2022;4;16;[3, 4, 7, 10, 0, 2, 7, 1, 1, 1, 1, 4, 0, 0, 5, 7, 8];['36,966', '35,2572', '35,79', '36,5288', '36,2086', '31,3969', '34,5253', '31,0757', '34,9093', '33,3768', '33,9823', '34,3726', '33,6167', '32,5116', '35,4892', '35,0024', '36,6997'];['73,3417', '63,5813', '69,109', '66,9116', '64,7689', '64,0428', '69,3433', '65,6926', '69,7471', '69,8967', '69,1949', '70,3664', '69,2837', '68,6546', '69,8872', '68,758', '69,6309']
