YEAR;MONTH;DAY;FATALITIES;CENTROID_LATITUDE;CENTROID_LONGITUDE
2018;4;21;[0, 32, 11, 35, 18, 18, 27, 2, 13, 23, 15, 2, 0, 0, 0, 23, 48, 14, 10, 91, 0, 5, 0, 0, 0, 0, 40, 0, 46];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2018;4;28;[93, 0, 24, 58, 1, 25, 89, 19, 5, 1, 0, 28, 35, 0, 12, 17, 10, 0, 54, 0, 10, 1, 1, 0, 3, 17, 3, 36];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;5;5;[32, 12, 10, 10, 0, 110, 75, 30, 32, 14, 8, 0, 10, 64, 1, 0, 1, 0, 12, 0, 87, 0, 0, 8, 20, 1, 24, 20, 5];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '66,088', '66,0076', '68,16', '67,0193']
2018;5;12;[15, 0, 23, 5, 0, 289, 13, 135, 2, 32, 11, 26, 0, 31, 0, 3, 0, 22, 0, 8, 119, 7, 9, 0, 31, 8, 1, 51, 3, 17];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,9925', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '67,7275', '66,088', '66,0076', '68,16', '67,0193']
2018;5;19;[0, 2, 0, 30, 78, 27, 246, 26, 9, 2, 46, 0, 6, 0, 0, 0, 35, 1, 6, 47, 17, 12, 5, 0, 87, 0, 11];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;5;26;[41, 0, 0, 3, 28, 1, 184, 1, 29, 4, 0, 11, 8, 6, 2, 0, 2, 21, 23, 68, 0, 15, 26, 2, 0, 54, 199, 0, 8];['36,966', '35,2572', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;6;2;[14, 0, 7, 17, 4, 70, 54, 0, 44, 29, 16, 0, 116, 0, 0, 10, 42, 21, 35, 128, 5, 8, 19, 5, 18, 52, 66, 9, 5];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;6;9;[33, 13, 0, 5, 0, 76, 16, 123, 6, 5, 23, 0, 13, 0, 0, 0, 44, 0, 132, 0, 6, 0, 12, 22, 10, 3, 0];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '33,9823', '34,3726', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '69,1949', '70,3664', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;6;16;[31, 45, 43, 0, 48, 19, 83, 18, 0, 0, 0, 43, 0, 0, 11, 11, 29, 1, 33, 14, 0, 14, 0, 7, 0, 18, 6];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16']
2018;6;23;[75, 2, 2, 0, 24, 97, 103, 0, 21, 58, 7, 4, 9, 0, 0, 14, 64, 3, 8, 96, 0, 15, 9, 32, 10, 0, 10, 13, 39, 0];['35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;6;30;[9, 15, 2, 0, 1, 0, 6, 23, 42, 45, 9, 0, 6, 15, 0, 20, 22, 10, 23, 52, 2, 0, 0, 0, 1, 10, 46, 3, 4];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,4892', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '69,8872', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2018;7;7;[4, 15, 16, 32, 3, 44, 19, 169, 5, 71, 10, 24, 0, 26, 2, 90, 9, 159, 9, 51, 1, 1, 8, 68, 15, 51];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '36,8038', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '68,6663', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;7;14;[106, 11, 4, 13, 15, 106, 40, 216, 3, 102, 28, 200, 1, 104, 19, 31, 26, 114, 9, 4, 120, 6, 72, 10, 4, 85, 35, 71];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '66,0076', '68,16', '67,0193']
2018;7;21;[0, 9, 6, 11, 16, 3, 114, 0, 28, 0, 27, 8, 4, 20, 0, 26, 10, 9, 10, 80, 0, 21, 49, 2, 0, 4, 1, 0, 109];['35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,4892', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '69,8872', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;7;28;[0, 8, 13, 2, 0, 24, 10, 15, 85, 0, 51, 3, 3, 28, 2, 30, 9, 4, 7, 93, 0, 61, 15, 0, 1, 43, 0, 76];['35,2572', '35,79', '36,5288', '34,6954', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '67,3383', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;8;4;[4, 32, 28, 0, 5, 31, 10, 47, 57, 52, 2, 33, 2, 0, 11, 1, 2, 68, 82, 2, 7, 116, 25, 0, 24, 57, 0, 24];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;8;11;[5, 85, 73, 10, 10, 121, 16, 534, 42, 11, 0, 2, 90, 0, 74, 11, 22, 11, 9, 120, 0, 81, 0, 1, 0, 0, 17, 71, 13, 32];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;8;18;[5, 16, 14, 0, 56, 77, 17, 30, 52, 3, 10, 0, 22, 13, 0, 0, 67, 4, 23, 7, 0, 4, 25, 69, 1, 6];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;8;25;[6, 29, 18, 0, 4, 101, 45, 0, 16, 2, 0, 7, 31, 0, 2, 2, 8, 4, 8, 91, 0, 13, 2, 5, 8, 14, 12, 0];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;9;1;[6, 46, 38, 5, 12, 31, 67, 23, 84, 7, 15, 12, 38, 0, 0, 29, 0, 1, 43, 0, 70, 0, 6, 0, 10, 31, 14, 13];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;9;8;[7, 65, 175, 3, 81, 19, 42, 0, 88, 38, 11, 1, 65, 4, 25, 54, 6, 6, 59, 0, 47, 6, 0, 17, 80, 89, 177, 12];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '66,0076', '68,16', '67,0193']
2018;9;15;[0, 50, 26, 25, 45, 5, 28, 5, 9, 0, 0, 100, 4, 25, 18, 44, 0, 68, 0, 0, 22, 21, 0, 22, 78, 17];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '34,3726', '30,8409', '33,6167', '32,5116', '35,9925', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '70,3664', '62,4753', '69,2837', '68,6546', '67,7275', '66,088', '66,0076', '68,16', '67,0193']
2018;9;22;[0, 1, 17, 25, 1, 12, 0, 7, 10, 0, 69, 46, 2, 26, 47, 4, 0, 41, 11, 0, 0, 30, 46, 3];['36,966', '35,2572', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;9;29;[21, 24, 0, 0, 26, 18, 28, 40, 8, 20, 30, 0, 20, 4, 21, 3, 63, 16, 26, 3, 8, 12, 6, 11, 0, 7];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2018;10;6;[0, 24, 0, 63, 0, 45, 105, 172, 32, 36, 89, 0, 39, 0, 0, 1, 37, 8, 0, 146, 0, 7, 6, 83, 0, 0, 54, 104, 29];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;10;13;[0, 0, 8, 21, 13, 40, 6, 59, 0, 10, 6, 0, 4, 0, 5, 49, 13, 0, 98, 5, 0, 3, 0, 11, 6, 26, 0, 7];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '66,0076', '68,16', '67,0193']
2018;10;20;[26, 8, 33, 3, 0, 27, 13, 15, 26, 8, 0, 32, 2, 21, 14, 0, 3, 53, 24, 2, 8, 0, 13, 11, 0, 6];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;10;27;[23, 0, 3, 30, 11, 15, 163, 0, 44, 3, 11, 0, 29, 0, 1, 7, 3, 6, 2, 52, 2, 3, 0, 0, 60, 7, 8];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,0024', '35,9925', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '68,758', '67,7275', '66,0076', '68,16', '67,0193']
2018;11;3;[24, 13, 1, 22, 51, 37, 128, 43, 7, 24, 2, 72, 11, 6, 7, 4, 5, 5, 51, 2, 0, 9, 21, 31, 45, 5, 14];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;11;10;[17, 18, 4, 6, 140, 9, 230, 20, 49, 4, 0, 3, 0, 0, 9, 29, 5, 7, 138, 17, 11, 19, 0, 1, 8, 81, 40, 38];['35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;11;17;[12, 19, 14, 40, 62, 43, 68, 1, 0, 0, 10, 0, 0, 1, 124, 1, 31, 90, 5, 6, 2, 14, 0, 0, 1, 5, 7, 5];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;11;24;[10, 0, 42, 39, 34, 110, 3, 129, 80, 1, 15, 24, 3, 12, 55, 0, 0, 103, 21, 0, 3, 8, 4, 2, 3, 42, 2, 11];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;12;1;[0, 0, 0, 8, 35, 74, 214, 4, 78, 39, 2, 38, 55, 5, 0, 3, 0, 61, 11, 0, 7, 0, 24, 4, 17, 36, 40];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '34,3726', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '70,3664', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
