asylum_location_code,gender,age_range,population,year
AUS,f,5-11,0,2015
AUS,f,12-17,0,2015
AUS,f,18-59,0,2015
AUS,f,60+,0,2015
AUS,m,0-4,0,2015
AUS,m,5-11,0,2015
AUS,m,12-17,0,2015
AUS,m,18-59,0,2015
AUS,m,60+,0,2015
AUT,f,0-4,0,2015
AUT,f,5-11,0,2015
AUT,f,12-17,0,2015
AUT,f,18-59,0,2015
AUT,f,60+,0,2015
AUT,m,0-4,0,2015
AUT,m,5-11,0,2015
AUT,m,12-17,0,2015
AUT,m,18-59,0,2015
AUT,m,60+,0,2015
AUT,f,0-4,0,2015
AUT,f,5-11,0,2015
AUT,f,12-17,0,2015
AUT,f,18-59,0,2015
AUT,f,60+,0,2015
AUT,m,0-4,0,2015
AUT,m,5-11,0,2015
AUT,m,12-17,0,2015
AUT,m,18-59,0,2015
AUT,m,60+,0,2015
AZE,f,0-4,0,2015
AZE,f,5-11,6,2015
AZE,f,12-17,0,2015
AZE,f,18-59,0,2015
AZE,f,60+,0,2015
AZE,m,0-4,0,2015
AZE,m,5-11,0,2015
AZE,m,12-17,0,2015
AZE,m,18-59,5,2015
AZE,m,60+,0,2015
AZE,f,0-4,22,2015
AZE,f,5-11,33,2015
AZE,f,12-17,28,2015
AZE,f,18-59,112,2015
AZE,f,60+,6,2015
AZE,m,0-4,32,2015
AZE,m,5-11,33,2015
AZE,m,12-17,24,2015
AZE,m,18-59,301,2015
AZE,m,60+,11,2015
BEL,f,0-4,0,2015
BEL,f,5-11,0,2015
BEL,f,12-17,0,2015
BEL,f,18-59,0,2015
BEL,f,60+,0,2015
BEL,m,0-4,0,2015
BEL,m,5-11,0,2015
BEL,m,12-17,0,2015
BEL,m,18-59,0,2015
BEL,m,60+,0,2015
BEL,f,0-4,0,2015
BEL,f,5-11,0,2015
BEL,f,12-17,0,2015
BEL,f,18-59,0,2015
BEL,f,60+,0,2015
BEL,m,0-4,0,2015
BEL,m,5-11,0,2015
BEL,m,12-17,0,2015
BEL,m,18-59,0,2015
BEL,m,60+,0,2015
BGR,f,0-4,0,2015
BGR,f,5-11,0,2015
BGR,f,12-17,0,2015
BGR,f,18-59,0,2015
BGR,f,60+,0,2015
BGR,m,0-4,0,2015
BGR,m,5-11,0,2015
BGR,m,12-17,0,2015
BGR,m,18-59,0,2015
BGR,m,60+,0,2015
BGR,f,0-4,0,2015
BGR,f,5-11,0,2015
BGR,f,12-17,0,2015
BGR,f,18-59,0,2015
BGR,f,60+,0,2015
BGR,m,0-4,0,2015
BGR,m,5-11,0,2015
BGR,m,12-17,0,2015
BGR,m,18-59,0,2015
BGR,m,60+,0,2015
BLR,f,0-4,0,2015
BLR,f,5-11,0,2015
BLR,f,12-17,0,2015
BLR,f,18-59,0,2015
BLR,f,60+,0,2015
BLR,m,0-4,0,2015
BLR,m,5-11,5,2015
BLR,m,12-17,0,2015
BLR,m,18-59,0,2015
BLR,m,60+,0,2015
BLR,f,0-4,9,2015
BLR,f,5-11,25,2015
BLR,f,12-17,41,2015
BLR,f,18-59,76,2015
BLR,f,60+,6,2015
BLR,m,0-4,19,2015
BLR,m,5-11,23,2015
BLR,m,12-17,26,2015
BLR,m,18-59,178,2015
BLR,m,60+,0,2015
BRA,f,0-4,0,2015
BRA,f,5-11,0,2015
BRA,f,12-17,0,2015
BRA,f,18-59,6,2015
BRA,f,60+,0,2015
BRA,m,0-4,0,2015
BRA,m,5-11,5,2015
BRA,m,12-17,0,2015
BRA,m,18-59,32,2015
BRA,m,60+,0,2015
BRA,f,0-4,0,2015
BRA,f,5-11,5,2015
BRA,f,12-17,0,2015
BRA,f,18-59,16,2015
BRA,f,60+,0,2015
BRA,m,0-4,0,2015
BRA,m,5-11,5,2015
BRA,m,12-17,0,2015
BRA,m,18-59,50,2015
BRA,m,60+,0,2015
CAN,f,0-4,11,2015
CAN,f,5-11,22,2015
CAN,f,12-17,10,2015
CAN,f,18-59,93,2015
CAN,f,60+,7,2015
CAN,m,0-4,8,2015
CAN,m,5-11,17,2015
CAN,m,12-17,18,2015
CAN,m,18-59,165,2015
CAN,m,60+,10,2015
CAN,f,0-4,0,2015
CAN,f,5-11,0,2015
CAN,f,12-17,0,2015
CAN,f,18-59,0,2015
CAN,f,60+,0,2015
CAN,m,0-4,0,2015
CAN,m,5-11,0,2015
CAN,m,12-17,0,2015
CAN,m,18-59,0,2015
CAN,m,60+,0,2015
CHE,f,0-4,250,2015
CHE,f,5-11,281,2015
CHE,f,12-17,217,2015
CHE,f,18-59,899,2015
CHE,f,60+,23,2015
CHE,m,0-4,242,2015
CHE,m,5-11,351,2015
CHE,m,12-17,1043,2015
CHE,m,18-59,3906,2015
CHE,m,60+,31,2015
CHE,f,0-4,113,2015
CHE,f,5-11,218,2015
CHE,f,12-17,131,2015
CHE,f,18-59,553,2015
CHE,f,60+,36,2015
CHE,m,0-4,134,2015
CHE,m,5-11,248,2015
CHE,m,12-17,276,2015
CHE,m,18-59,1800,2015
CHE,m,60+,41,2015
CHL,f,0-4,0,2015
CHL,f,5-11,0,2015
CHL,f,12-17,0,2015
CHL,f,18-59,0,2015
CHL,f,60+,0,2015
CHL,m,0-4,0,2015
CHL,m,5-11,0,2015
CHL,m,12-17,0,2015
CHL,m,18-59,0,2015
CHL,m,60+,0,2015
CHN,f,0-4,0,2015
CHN,f,5-11,0,2015
CHN,f,12-17,0,2015
CHN,f,18-59,0,2015
CHN,f,60+,0,2015
CHN,m,0-4,0,2015
CHN,m,5-11,0,2015
CHN,m,12-17,0,2015
CHN,m,18-59,7,2015
CHN,m,60+,0,2015
COL,f,0-4,0,2015
COL,f,5-11,0,2015
COL,f,12-17,0,2015
COL,f,18-59,5,2015
COL,f,60+,0,2015
COL,m,0-4,0,2015
COL,m,5-11,0,2015
COL,m,12-17,0,2015
COL,m,18-59,0,2015
COL,m,60+,0,2015
COL,f,0-4,0,2015
COL,f,5-11,0,2015
COL,f,12-17,0,2015
COL,f,18-59,0,2015
COL,f,60+,0,2015
COL,m,0-4,0,2015
COL,m,5-11,0,2015
COL,m,12-17,0,2015
COL,m,18-59,5,2015
COL,m,60+,0,2015
CUB,f,0-4,0,2015
CUB,f,5-11,0,2015
CUB,f,12-17,0,2015
CUB,f,18-59,6,2015
CUB,f,60+,0,2015
CUB,m,0-4,0,2015
CUB,m,5-11,5,2015
CUB,m,12-17,0,2015
CUB,m,18-59,12,2015
CUB,m,60+,0,2015
CUB,f,0-4,0,2015
CUB,f,5-11,0,2015
CUB,f,12-17,0,2015
CUB,f,18-59,0,2015
CUB,f,60+,0,2015
CUB,m,0-4,0,2015
CUB,m,5-11,0,2015
CUB,m,12-17,0,2015
CUB,m,18-59,14,2015
CUB,m,60+,0,2015
CYP,f,0-4,0,2015
CYP,f,5-11,0,2015
CYP,f,12-17,0,2015
CYP,f,18-59,0,2015
CYP,f,60+,0,2015
CYP,m,0-4,0,2015
CYP,m,5-11,0,2015
CYP,m,12-17,0,2015
CYP,m,18-59,0,2015
CYP,m,60+,0,2015
CYP,f,0-4,0,2015
CYP,f,5-11,0,2015
CYP,f,12-17,0,2015
CYP,f,18-59,0,2015
CYP,f,60+,0,2015
CYP,m,0-4,0,2015
CYP,m,5-11,0,2015
CYP,m,12-17,0,2015
CYP,m,18-59,0,2015
CYP,m,60+,0,2015
CZE,f,0-4,0,2015
CZE,f,5-11,0,2015
CZE,f,12-17,0,2015
CZE,f,18-59,0,2015
CZE,f,60+,0,2015
CZE,m,0-4,0,2015
CZE,m,5-11,0,2015
CZE,m,12-17,0,2015
CZE,m,18-59,0,2015
CZE,m,60+,0,2015
CZE,f,0-4,0,2015
CZE,f,5-11,0,2015
CZE,f,12-17,0,2015
CZE,f,18-59,0,2015
CZE,f,60+,0,2015
CZE,m,0-4,0,2015
CZE,m,5-11,0,2015
CZE,m,12-17,0,2015
CZE,m,18-59,0,2015
CZE,m,60+,0,2015
DEU,f,0-4,1798,2015
DEU,f,5-11,2163,2015
DEU,f,12-17,1481,2015
DEU,f,18-59,6456,2015
DEU,f,60+,462,2015
DEU,m,0-4,1898,2015
DEU,m,5-11,2674,2015
DEU,m,12-17,5688,2015
DEU,m,18-59,19526,2015
DEU,m,60+,456,2015
DEU,f,0-4,524,2015
DEU,f,5-11,1309,2015
DEU,f,12-17,1142,2015
DEU,f,18-59,7081,2015
DEU,f,60+,2002,2015
DEU,m,0-4,585,2015
DEU,m,5-11,1540,2015
DEU,m,12-17,1508,2015
DEU,m,18-59,12892,2015
DEU,m,60+,1443,2015
DNK,f,0-4,0,2015
DNK,f,5-11,0,2015
DNK,f,12-17,0,2015
DNK,f,18-59,0,2015
DNK,f,60+,0,2015
DNK,m,0-4,0,2015
DNK,m,5-11,0,2015
DNK,m,12-17,0,2015
DNK,m,18-59,0,2015
DNK,m,60+,0,2015
DNK,f,0-4,0,2015
DNK,f,5-11,0,2015
DNK,f,12-17,0,2015
DNK,f,18-59,0,2015
DNK,f,60+,0,2015
DNK,m,0-4,0,2015
DNK,m,5-11,0,2015
DNK,m,12-17,0,2015
DNK,m,18-59,0,2015
DNK,m,60+,0,2015
DOM,f,0-4,0,2015
DOM,f,5-11,5,2015
DOM,f,12-17,0,2015
DOM,f,18-59,0,2015
DOM,f,60+,0,2015
DOM,m,0-4,0,2015
DOM,m,5-11,0,2015
DOM,m,12-17,0,2015
DOM,m,18-59,0,2015
DOM,m,60+,0,2015
ECU,f,0-4,0,2015
ECU,f,5-11,0,2015
ECU,f,12-17,11,2015
ECU,f,18-59,29,2015
ECU,f,60+,5,2015
ECU,m,0-4,0,2015
ECU,m,5-11,9,2015
ECU,m,12-17,7,2015
ECU,m,18-59,31,2015
ECU,m,60+,7,2015
EGY,f,0-4,0,2015
EGY,f,5-11,0,2015
EGY,f,12-17,0,2015
EGY,f,18-59,13,2015
EGY,f,60+,0,2015
EGY,m,0-4,5,2015
EGY,m,5-11,6,2015
EGY,m,12-17,0,2015
EGY,m,18-59,9,2015
EGY,m,60+,0,2015
ESP,f,0-4,0,2015
ESP,f,5-11,0,2015
ESP,f,12-17,0,2015
ESP,f,18-59,0,2015
ESP,f,60+,0,2015
ESP,m,0-4,0,2015
ESP,m,5-11,0,2015
ESP,m,12-17,0,2015
ESP,m,18-59,0,2015
ESP,m,60+,0,2015
ESP,f,0-4,0,2015
ESP,f,5-11,0,2015
ESP,f,12-17,0,2015
ESP,f,18-59,0,2015
ESP,f,60+,0,2015
ESP,m,0-4,0,2015
ESP,m,5-11,0,2015
ESP,m,12-17,0,2015
ESP,m,18-59,0,2015
ESP,m,60+,0,2015
EST,f,0-4,0,2015
EST,f,5-11,0,2015
EST,f,12-17,0,2015
EST,f,18-59,0,2015
EST,f,60+,0,2015
EST,m,0-4,0,2015
EST,m,5-11,0,2015
EST,m,12-17,0,2015
EST,m,18-59,5,2015
EST,m,60+,0,2015
EST,f,0-4,0,2015
EST,f,5-11,0,2015
EST,f,12-17,0,2015
EST,f,18-59,0,2015
EST,f,60+,0,2015
EST,m,0-4,0,2015
EST,m,5-11,0,2015
EST,m,12-17,0,2015
EST,m,18-59,10,2015
EST,m,60+,0,2015
FIN,f,0-4,0,2015
FIN,f,5-11,0,2015
FIN,f,12-17,0,2015
FIN,f,18-59,0,2015
FIN,f,60+,0,2015
FIN,m,0-4,0,2015
FIN,m,5-11,0,2015
FIN,m,12-17,0,2015
FIN,m,18-59,0,2015
FIN,m,60+,0,2015
FIN,f,0-4,0,2015
FIN,f,5-11,0,2015
FIN,f,12-17,0,2015
FIN,f,18-59,0,2015
FIN,f,60+,0,2015
FIN,m,0-4,0,2015
FIN,m,5-11,0,2015
FIN,m,12-17,0,2015
FIN,m,18-59,0,2015
FIN,m,60+,0,2015
FJI,f,0-4,0,2015
FJI,f,5-11,0,2015
FJI,f,12-17,0,2015
FJI,f,18-59,7,2015
FJI,f,60+,0,2015
FJI,m,0-4,0,2015
FJI,m,5-11,0,2015
FJI,m,12-17,0,2015
FJI,m,18-59,0,2015
FJI,m,60+,0,2015
FRA,f,0-4,0,2015
FRA,f,5-11,0,2015
FRA,f,12-17,0,2015
FRA,f,18-59,0,2015
FRA,f,60+,0,2015
FRA,m,0-4,0,2015
FRA,m,5-11,0,2015
FRA,m,12-17,0,2015
FRA,m,18-59,0,2015
FRA,m,60+,0,2015
FRA,f,0-4,0,2015
FRA,f,5-11,0,2015
FRA,f,12-17,0,2015
FRA,f,18-59,0,2015
FRA,f,60+,0,2015
FRA,m,0-4,0,2015
FRA,m,5-11,0,2015
FRA,m,12-17,0,2015
FRA,m,18-59,0,2015
FRA,m,60+,0,2015
GBR,f,0-4,0,2015
GBR,f,5-11,0,2015
GBR,f,12-17,0,2015
GBR,f,18-59,0,2015
GBR,f,60+,0,2015
GBR,m,0-4,0,2015
GBR,m,5-11,0,2015
GBR,m,12-17,0,2015
GBR,m,18-59,0,2015
GBR,m,60+,0,2015
GBR,f,0-4,0,2015
GBR,f,5-11,0,2015
GBR,f,12-17,0,2015
GBR,f,18-59,0,2015
GBR,f,60+,0,2015
GBR,m,0-4,0,2015
GBR,m,5-11,0,2015
GBR,m,12-17,0,2015
GBR,m,18-59,0,2015
GBR,m,60+,0,2015
GEO,f,0-4,0,2015
GEO,f,5-11,0,2015
GEO,f,12-17,0,2015
GEO,f,18-59,0,2015
GEO,f,60+,0,2015
GEO,m,0-4,0,2015
GEO,m,5-11,0,2015
GEO,m,12-17,6,2015
GEO,m,18-59,0,2015
GEO,m,60+,0,2015
GEO,f,0-4,0,2015
GEO,f,5-11,0,2015
GEO,f,12-17,0,2015
GEO,f,18-59,0,2015
GEO,f,60+,0,2015
GEO,m,0-4,0,2015
GEO,m,5-11,0,2015
GEO,m,12-17,5,2015
GEO,m,18-59,0,2015
GEO,m,60+,0,2015
GRC,f,0-4,0,2015
GRC,f,5-11,0,2015
GRC,f,12-17,0,2015
GRC,f,18-59,0,2015
GRC,f,60+,0,2015
GRC,m,0-4,0,2015
GRC,m,5-11,0,2015
GRC,m,12-17,0,2015
GRC,m,18-59,0,2015
GRC,m,60+,0,2015
GRC,f,0-4,0,2015
GRC,f,5-11,0,2015
GRC,f,12-17,0,2015
GRC,f,18-59,0,2015
GRC,f,60+,0,2015
GRC,m,0-4,0,2015
GRC,m,5-11,0,2015
GRC,m,12-17,0,2015
GRC,m,18-59,0,2015
GRC,m,60+,0,2015
HKG,f,0-4,0,2015
HKG,f,5-11,0,2015
HKG,f,12-17,0,2015
HKG,f,18-59,0,2015
HKG,f,60+,0,2015
HKG,m,0-4,0,2015
HKG,m,5-11,0,2015
HKG,m,12-17,0,2015
HKG,m,18-59,8,2015
HKG,m,60+,0,2015
HRV,f,0-4,5,2015
HRV,f,5-11,0,2015
HRV,f,12-17,0,2015
HRV,f,18-59,0,2015
HRV,f,60+,0,2015
HRV,m,0-4,0,2015
HRV,m,5-11,0,2015
HRV,m,12-17,5,2015
HRV,m,18-59,12,2015
HRV,m,60+,0,2015
HUN,f,0-4,0,2015
HUN,f,5-11,0,2015
HUN,f,12-17,0,2015
HUN,f,18-59,0,2015
HUN,f,60+,0,2015
HUN,m,0-4,0,2015
HUN,m,5-11,0,2015
HUN,m,12-17,0,2015
HUN,m,18-59,0,2015
HUN,m,60+,0,2015
HUN,f,0-4,0,2015
HUN,f,5-11,0,2015
HUN,f,12-17,0,2015
HUN,f,18-59,0,2015
HUN,f,60+,0,2015
HUN,m,0-4,0,2015
HUN,m,5-11,0,2015
HUN,m,12-17,0,2015
HUN,m,18-59,0,2015
HUN,m,60+,0,2015
IDN,f,0-4,94,2015
IDN,f,5-11,147,2015
IDN,f,12-17,86,2015
IDN,f,18-59,487,2015
IDN,f,60+,29,2015
IDN,m,0-4,116,2015
IDN,m,5-11,167,2015
IDN,m,12-17,403,2015
IDN,m,18-59,2240,2015
IDN,m,60+,13,2015
IDN,f,0-4,42,2015
IDN,f,5-11,58,2015
IDN,f,12-17,21,2015
IDN,f,18-59,185,2015
IDN,f,60+,6,2015
IDN,m,0-4,49,2015
IDN,m,5-11,51,2015
IDN,m,12-17,161,2015
IDN,m,18-59,2299,2015
IDN,m,60+,18,2015
IND,f,0-4,157,2015
IND,f,5-11,220,2015
IND,f,12-17,183,2015
IND,f,18-59,759,2015
IND,f,60+,45,2015
IND,m,0-4,169,2015
IND,m,5-11,220,2015
IND,m,12-17,174,2015
IND,m,18-59,763,2015
IND,m,60+,38,2015
IND,f,0-4,117,2015
IND,f,5-11,594,2015
IND,f,12-17,540,2015
IND,f,18-59,3766,2015
IND,f,60+,474,2015
IND,m,0-4,142,2015
IND,m,5-11,623,2015
IND,m,12-17,612,2015
IND,m,18-59,2934,2015
IND,m,60+,394,2015
IRL,f,0-4,0,2015
IRL,f,5-11,0,2015
IRL,f,12-17,0,2015
IRL,f,18-59,8,2015
IRL,f,60+,0,2015
IRL,m,0-4,0,2015
IRL,m,5-11,0,2015
IRL,m,12-17,18,2015
IRL,m,18-59,136,2015
IRL,m,60+,0,2015
IRL,f,0-4,0,2015
IRL,f,5-11,0,2015
IRL,f,12-17,5,2015
IRL,f,18-59,7,2015
IRL,f,60+,0,2015
IRL,m,0-4,0,2015
IRL,m,5-11,0,2015
IRL,m,12-17,0,2015
IRL,m,18-59,165,2015
IRL,m,60+,5,2015
IRN,f,0-4,0,2015
IRN,f,5-11,0,2015
IRN,f,12-17,7,2015
IRN,f,18-59,9,2015
IRN,f,60+,0,2015
IRN,m,0-4,7,2015
IRN,m,5-11,0,2015
IRN,m,12-17,0,2015
IRN,m,18-59,10,2015
IRN,m,60+,0,2015
IRN,f,0-4,1807,2015
IRN,f,5-11,2463,2015
IRN,f,12-17,2692,2015
IRN,f,18-59,6149,2015
IRN,f,60+,586,2015
IRN,m,0-4,1921,2015
IRN,m,5-11,2473,2015
IRN,m,12-17,2874,2015
IRN,m,18-59,6135,2015
IRN,m,60+,862,2015
IRQ,f,0-4,0,2015
IRQ,f,5-11,8,2015
IRQ,f,12-17,13,2015
IRQ,f,18-59,46,2015
IRQ,f,60+,6,2015
IRQ,m,0-4,0,2015
IRQ,m,5-11,13,2015
IRQ,m,12-17,5,2015
IRQ,m,18-59,36,2015
IRQ,m,60+,6,2015
IRQ,f,0-4,0,2015
IRQ,f,5-11,0,2015
IRQ,f,12-17,0,2015
IRQ,f,18-59,9,2015
IRQ,f,60+,0,2015
IRQ,m,0-4,0,2015
IRQ,m,5-11,0,2015
IRQ,m,12-17,0,2015
IRQ,m,18-59,0,2015
IRQ,m,60+,0,2015
ISL,f,0-4,0,2015
ISL,f,5-11,0,2015
ISL,f,12-17,0,2015
ISL,f,18-59,0,2015
ISL,f,60+,0,2015
ISL,m,0-4,0,2015
ISL,m,5-11,0,2015
ISL,m,12-17,0,2015
ISL,m,18-59,0,2015
ISL,m,60+,0,2015
ISL,f,0-4,0,2015
ISL,f,5-11,0,2015
ISL,f,12-17,0,2015
ISL,f,18-59,0,2015
ISL,f,60+,0,2015
ISL,m,0-4,0,2015
ISL,m,5-11,0,2015
ISL,m,12-17,0,2015
ISL,m,18-59,0,2015
ISL,m,60+,0,2015
ITA,f,0-4,0,2015
ITA,f,5-11,0,2015
ITA,f,12-17,0,2015
ITA,f,18-59,0,2015
ITA,f,60+,0,2015
ITA,m,0-4,0,2015
ITA,m,5-11,0,2015
ITA,m,12-17,0,2015
ITA,m,18-59,0,2015
ITA,m,60+,0,2015
ITA,f,0-4,0,2015
ITA,f,5-11,0,2015
ITA,f,12-17,0,2015
ITA,f,18-59,0,2015
ITA,f,60+,0,2015
ITA,m,0-4,0,2015
ITA,m,5-11,0,2015
ITA,m,12-17,0,2015
ITA,m,18-59,0,2015
ITA,m,60+,0,2015
JOR,f,0-4,0,2015
JOR,f,5-11,0,2015
JOR,f,12-17,0,2015
JOR,f,18-59,0,2015
JOR,f,60+,0,2015
JOR,m,0-4,0,2015
JOR,m,5-11,0,2015
JOR,m,12-17,9,2015
JOR,m,18-59,0,2015
JOR,m,60+,0,2015
JOR,f,0-4,0,2015
JOR,f,5-11,0,2015
JOR,f,12-17,0,2015
JOR,f,18-59,0,2015
JOR,f,60+,0,2015
JOR,m,0-4,0,2015
JOR,m,5-11,0,2015
JOR,m,12-17,0,2015
JOR,m,18-59,8,2015
JOR,m,60+,0,2015
JPN,f,0-4,0,2015
JPN,f,5-11,0,2015
JPN,f,12-17,0,2015
JPN,f,18-59,0,2015
JPN,f,60+,0,2015
JPN,m,0-4,0,2015
JPN,m,5-11,0,2015
JPN,m,12-17,0,2015
JPN,m,18-59,0,2015
JPN,m,60+,0,2015
JPN,f,0-4,0,2015
JPN,f,5-11,0,2015
JPN,f,12-17,0,2015
JPN,f,18-59,0,2015
JPN,f,60+,0,2015
JPN,m,0-4,0,2015
JPN,m,5-11,0,2015
JPN,m,12-17,0,2015
JPN,m,18-59,0,2015
JPN,m,60+,0,2015
KAZ,f,0-4,5,2015
KAZ,f,5-11,0,2015
KAZ,f,12-17,0,2015
KAZ,f,18-59,6,2015
KAZ,f,60+,0,2015
KAZ,m,0-4,5,2015
KAZ,m,5-11,0,2015
KAZ,m,12-17,0,2015
KAZ,m,18-59,33,2015
KAZ,m,60+,0,2015
KAZ,f,0-4,21,2015
KAZ,f,5-11,36,2015
KAZ,f,12-17,39,2015
KAZ,f,18-59,165,2015
KAZ,f,60+,8,2015
KAZ,m,0-4,27,2015
KAZ,m,5-11,49,2015
KAZ,m,12-17,30,2015
KAZ,m,18-59,257,2015
KAZ,m,60+,12,2015
KEN,f,0-4,0,2015
KEN,f,5-11,0,2015
KEN,f,12-17,0,2015
KEN,f,18-59,0,2015
KEN,f,60+,0,2015
KEN,m,0-4,0,2015
KEN,m,5-11,0,2015
KEN,m,12-17,0,2015
KEN,m,18-59,5,2015
KEN,m,60+,0,2015
KGZ,f,0-4,5,2015
KGZ,f,5-11,9,2015
KGZ,f,12-17,6,2015
KGZ,f,18-59,30,2015
KGZ,f,60+,0,2015
KGZ,m,0-4,5,2015
KGZ,m,5-11,11,2015
KGZ,m,12-17,13,2015
KGZ,m,18-59,39,2015
KGZ,m,60+,0,2015
KGZ,f,0-4,14,2015
KGZ,f,5-11,17,2015
KGZ,f,12-17,26,2015
KGZ,f,18-59,61,2015
KGZ,f,60+,0,2015
KGZ,m,0-4,16,2015
KGZ,m,5-11,16,2015
KGZ,m,12-17,9,2015
KGZ,m,18-59,99,2015
KGZ,m,60+,0,2015
KOR,f,0-4,0,2015
KOR,f,5-11,0,2015
KOR,f,12-17,0,2015
KOR,f,18-59,0,2015
KOR,f,60+,0,2015
KOR,m,0-4,0,2015
KOR,m,5-11,0,2015
KOR,m,12-17,0,2015
KOR,m,18-59,20,2015
KOR,m,60+,0,2015
KOR,f,0-4,0,2015
KOR,f,5-11,7,2015
KOR,f,12-17,5,2015
KOR,f,18-59,0,2015
KOR,f,60+,0,2015
KOR,m,0-4,0,2015
KOR,m,5-11,6,2015
KOR,m,12-17,0,2015
KOR,m,18-59,14,2015
KOR,m,60+,0,2015
LBN,f,0-4,0,2015
LBN,f,5-11,0,2015
LBN,f,12-17,0,2015
LBN,f,18-59,0,2015
LBN,f,60+,0,2015
LBN,m,0-4,6,2015
LBN,m,5-11,0,2015
LBN,m,12-17,0,2015
LBN,m,18-59,7,2015
LBN,m,60+,0,2015
LBN,f,0-4,0,2015
LBN,f,5-11,5,2015
LBN,f,12-17,0,2015
LBN,f,18-59,7,2015
LBN,f,60+,0,2015
LBN,m,0-4,0,2015
LBN,m,5-11,0,2015
LBN,m,12-17,0,2015
LBN,m,18-59,8,2015
LBN,m,60+,0,2015
LIE,f,0-4,0,2015
LIE,f,5-11,0,2015
LIE,f,12-17,0,2015
LIE,f,18-59,0,2015
LIE,f,60+,0,2015
LIE,m,0-4,0,2015
LIE,m,5-11,0,2015
LIE,m,12-17,0,2015
LIE,m,18-59,0,2015
LIE,m,60+,0,2015
LKA,f,0-4,0,2015
LKA,f,5-11,5,2015
LKA,f,12-17,12,2015
LKA,f,18-59,23,2015
LKA,f,60+,0,2015
LKA,m,0-4,10,2015
LKA,m,5-11,5,2015
LKA,m,12-17,7,2015
LKA,m,18-59,45,2015
LKA,m,60+,0,2015
LKA,f,0-4,0,2015
LKA,f,5-11,15,2015
LKA,f,12-17,6,2015
LKA,f,18-59,22,2015
LKA,f,60+,0,2015
LKA,m,0-4,5,2015
LKA,m,5-11,11,2015
LKA,m,12-17,10,2015
LKA,m,18-59,55,2015
LKA,m,60+,0,2015
LTU,f,0-4,0,2015
LTU,f,5-11,0,2015
LTU,f,12-17,0,2015
LTU,f,18-59,0,2015
LTU,f,60+,0,2015
LTU,m,0-4,0,2015
LTU,m,5-11,0,2015
LTU,m,12-17,0,2015
LTU,m,18-59,0,2015
LTU,m,60+,0,2015
LTU,f,0-4,0,2015
LTU,f,5-11,17,2015
LTU,f,12-17,0,2015
LTU,f,18-59,0,2015
LTU,f,60+,0,2015
LTU,m,0-4,0,2015
LTU,m,5-11,0,2015
LTU,m,12-17,10,2015
LTU,m,18-59,33,2015
LTU,m,60+,0,2015
LUX,f,0-4,0,2015
LUX,f,5-11,0,2015
LUX,f,12-17,0,2015
LUX,f,18-59,0,2015
LUX,f,60+,0,2015
LUX,m,0-4,0,2015
LUX,m,5-11,0,2015
LUX,m,12-17,0,2015
LUX,m,18-59,0,2015
LUX,m,60+,0,2015
LUX,f,0-4,0,2015
LUX,f,5-11,0,2015
LUX,f,12-17,0,2015
LUX,f,18-59,0,2015
LUX,f,60+,0,2015
LUX,m,0-4,0,2015
LUX,m,5-11,0,2015
LUX,m,12-17,0,2015
LUX,m,18-59,0,2015
LUX,m,60+,0,2015
LVA,f,0-4,0,2015
LVA,f,5-11,0,2015
LVA,f,12-17,0,2015
LVA,f,18-59,0,2015
LVA,f,60+,0,2015
LVA,m,0-4,0,2015
LVA,m,5-11,0,2015
LVA,m,12-17,0,2015
LVA,m,18-59,0,2015
LVA,m,60+,0,2015
LVA,f,0-4,0,2015
LVA,f,5-11,0,2015
LVA,f,12-17,0,2015
LVA,f,18-59,0,2015
LVA,f,60+,0,2015
LVA,m,0-4,0,2015
LVA,m,5-11,0,2015
LVA,m,12-17,0,2015
LVA,m,18-59,0,2015
LVA,m,60+,0,2015
MDA,f,0-4,0,2015
MDA,f,5-11,0,2015
MDA,f,12-17,0,2015
MDA,f,18-59,0,2015
MDA,f,60+,0,2015
MDA,m,0-4,0,2015
MDA,m,5-11,0,2015
MDA,m,12-17,0,2015
MDA,m,18-59,9,2015
MDA,m,60+,0,2015
MDA,f,0-4,0,2015
MDA,f,5-11,0,2015
MDA,f,12-17,0,2015
MDA,f,18-59,5,2015
MDA,f,60+,0,2015
MDA,m,0-4,6,2015
MDA,m,5-11,0,2015
MDA,m,12-17,0,2015
MDA,m,18-59,6,2015
MDA,m,60+,0,2015
MEX,f,0-4,0,2015
MEX,f,5-11,0,2015
MEX,f,12-17,0,2015
MEX,f,18-59,0,2015
MEX,f,60+,0,2015
MEX,m,0-4,0,2015
MEX,m,5-11,0,2015
MEX,m,12-17,0,2015
MEX,m,18-59,0,2015
MEX,m,60+,0,2015
MNG,f,0-4,0,2015
MNG,f,5-11,0,2015
MNG,f,12-17,0,2015
MNG,f,18-59,0,2015
MNG,f,60+,0,2015
MNG,m,0-4,0,2015
MNG,m,5-11,0,2015
MNG,m,12-17,0,2015
MNG,m,18-59,5,2015
MNG,m,60+,0,2015
MYS,f,0-4,14,2015
MYS,f,5-11,33,2015
MYS,f,12-17,16,2015
MYS,f,18-59,76,2015
MYS,f,60+,5,2015
MYS,m,0-4,21,2015
MYS,m,5-11,31,2015
MYS,m,12-17,26,2015
MYS,m,18-59,114,2015
MYS,m,60+,0,2015
MYS,f,0-4,6,2015
MYS,f,5-11,9,2015
MYS,f,12-17,12,2015
