asylum_location_code,gender,age_range,population,year
KGZ,m,0-4,18,2009
KGZ,m,5-11,27,2009
KGZ,m,12-17,21,2009
KGZ,m,18-59,116,2009
KGZ,m,60+,5,2009
KGZ,f,0-4,5,2009
KGZ,f,5-11,14,2009
KGZ,f,12-17,20,2009
KGZ,f,18-59,98,2009
KGZ,f,60+,5,2009
KGZ,m,0-4,5,2009
KGZ,m,5-11,8,2009
KGZ,m,12-17,14,2009
KGZ,m,18-59,148,2009
KGZ,m,60+,6,2009
KOR,f,0-4,0,2009
KOR,f,5-11,0,2009
KOR,f,12-17,0,2009
KOR,f,18-59,0,2009
KOR,f,60+,0,2009
KOR,m,0-4,0,2009
KOR,m,5-11,0,2009
KOR,m,12-17,0,2009
KOR,m,18-59,9,2009
KOR,m,60+,0,2009
KWT,f,0-4,0,2009
KWT,f,5-11,0,2009
KWT,f,12-17,9,2009
KWT,f,18-59,15,2009
KWT,f,60+,0,2009
KWT,m,0-4,0,2009
KWT,m,5-11,6,2009
KWT,m,12-17,18,2009
KWT,m,18-59,1752,2009
KWT,m,60+,0,2009
LBN,f,0-4,0,2009
LBN,f,5-11,0,2009
LBN,f,12-17,0,2009
LBN,f,18-59,0,2009
LBN,f,60+,0,2009
LBN,m,0-4,0,2009
LBN,m,5-11,0,2009
LBN,m,12-17,0,2009
LBN,m,18-59,6,2009
LBN,m,60+,0,2009
LBN,f,0-4,0,2009
LBN,f,5-11,0,2009
LBN,f,12-17,0,2009
LBN,f,18-59,0,2009
LBN,f,60+,0,2009
LBN,m,0-4,0,2009
LBN,m,5-11,0,2009
LBN,m,12-17,0,2009
LBN,m,18-59,8,2009
LBN,m,60+,0,2009
LKA,f,0-4,0,2009
LKA,f,5-11,0,2009
LKA,f,12-17,0,2009
LKA,f,18-59,0,2009
LKA,f,60+,0,2009
LKA,m,0-4,0,2009
LKA,m,5-11,0,2009
LKA,m,12-17,0,2009
LKA,m,18-59,0,2009
LKA,m,60+,0,2009
LTU,f,0-4,0,2009
LTU,f,5-11,0,2009
LTU,f,12-17,0,2009
LTU,f,18-59,0,2009
LTU,f,60+,0,2009
LTU,m,0-4,0,2009
LTU,m,5-11,0,2009
LTU,m,12-17,0,2009
LTU,m,18-59,5,2009
LTU,m,60+,0,2009
LTU,f,0-4,0,2009
LTU,f,5-11,0,2009
LTU,f,12-17,0,2009
LTU,f,18-59,0,2009
LTU,f,60+,0,2009
LTU,m,0-4,0,2009
LTU,m,5-11,0,2009
LTU,m,12-17,5,2009
LTU,m,18-59,0,2009
LTU,m,60+,0,2009
LUX,f,0-4,0,2009
LUX,f,5-11,0,2009
LUX,f,12-17,0,2009
LUX,f,18-59,0,2009
LUX,f,60+,0,2009
LUX,m,0-4,0,2009
LUX,m,5-11,0,2009
LUX,m,12-17,0,2009
LUX,m,18-59,0,2009
LUX,m,60+,0,2009
LVA,f,0-4,0,2009
LVA,f,5-11,6,2009
LVA,f,12-17,5,2009
LVA,f,18-59,0,2009
LVA,f,60+,0,2009
LVA,m,0-4,0,2009
LVA,m,5-11,0,2009
LVA,m,12-17,9,2009
LVA,m,18-59,0,2009
LVA,m,60+,0,2009
LVA,f,0-4,0,2009
LVA,f,5-11,0,2009
LVA,f,12-17,0,2009
LVA,f,18-59,0,2009
LVA,f,60+,0,2009
LVA,m,0-4,0,2009
LVA,m,5-11,0,2009
LVA,m,12-17,0,2009
LVA,m,18-59,5,2009
LVA,m,60+,0,2009
MDA,f,0-4,0,2009
MDA,f,5-11,0,2009
MDA,f,12-17,0,2009
MDA,f,18-59,0,2009
MDA,f,60+,0,2009
MDA,m,0-4,0,2009
MDA,m,5-11,7,2009
MDA,m,12-17,0,2009
MDA,m,18-59,0,2009
MDA,m,60+,0,2009
MDA,f,0-4,0,2009
MDA,f,5-11,0,2009
MDA,f,12-17,0,2009
MDA,f,18-59,0,2009
MDA,f,60+,0,2009
MDA,m,0-4,0,2009
MDA,m,5-11,0,2009
MDA,m,12-17,0,2009
MDA,m,18-59,9,2009
MDA,m,60+,0,2009
MLT,f,0-4,0,2009
MLT,f,5-11,0,2009
MLT,f,12-17,0,2009
MLT,f,18-59,0,2009
MLT,f,60+,0,2009
MLT,m,0-4,0,2009
MLT,m,5-11,0,2009
MLT,m,12-17,0,2009
MLT,m,18-59,0,2009
MLT,m,60+,0,2009
MYS,f,0-4,17,2009
MYS,f,5-11,27,2009
MYS,f,12-17,17,2009
MYS,f,18-59,67,2009
MYS,f,60+,0,2009
MYS,m,0-4,16,2009
MYS,m,5-11,22,2009
MYS,m,12-17,27,2009
MYS,m,18-59,103,2009
MYS,m,60+,0,2009
MYS,f,0-4,13,2009
MYS,f,5-11,19,2009
MYS,f,12-17,17,2009
MYS,f,18-59,63,2009
MYS,f,60+,0,2009
MYS,m,0-4,13,2009
MYS,m,5-11,15,2009
MYS,m,12-17,19,2009
MYS,m,18-59,84,2009
MYS,m,60+,5,2009
NLD,f,0-4,0,2009
NLD,f,5-11,0,2009
NLD,f,12-17,0,2009
NLD,f,18-59,0,2009
NLD,f,60+,0,2009
NLD,m,0-4,0,2009
NLD,m,5-11,0,2009
NLD,m,12-17,0,2009
NLD,m,18-59,0,2009
NLD,m,60+,0,2009
NLD,f,0-4,0,2009
NLD,f,5-11,0,2009
NLD,f,12-17,0,2009
NLD,f,18-59,0,2009
NLD,f,60+,0,2009
NLD,m,0-4,0,2009
NLD,m,5-11,0,2009
NLD,m,12-17,0,2009
NLD,m,18-59,0,2009
NLD,m,60+,0,2009
NOR,f,0-4,0,2009
NOR,f,5-11,0,2009
NOR,f,12-17,0,2009
NOR,f,18-59,0,2009
NOR,f,60+,0,2009
NOR,m,0-4,0,2009
NOR,m,5-11,0,2009
NOR,m,12-17,0,2009
NOR,m,18-59,0,2009
NOR,m,60+,0,2009
NOR,f,0-4,0,2009
NOR,f,5-11,0,2009
NOR,f,12-17,0,2009
NOR,f,18-59,0,2009
NOR,f,60+,0,2009
NOR,m,0-4,0,2009
NOR,m,5-11,0,2009
NOR,m,12-17,0,2009
NOR,m,18-59,0,2009
NOR,m,60+,0,2009
NZL,f,0-4,0,2009
NZL,f,5-11,0,2009
NZL,f,12-17,0,2009
NZL,f,18-59,0,2009
NZL,f,60+,0,2009
NZL,m,0-4,0,2009
NZL,m,5-11,0,2009
NZL,m,12-17,0,2009
NZL,m,18-59,0,2009
NZL,m,60+,0,2009
NZL,f,0-4,0,2009
NZL,f,5-11,0,2009
NZL,f,12-17,0,2009
NZL,f,18-59,0,2009
NZL,f,60+,0,2009
NZL,m,0-4,0,2009
NZL,m,5-11,0,2009
NZL,m,12-17,0,2009
NZL,m,18-59,0,2009
NZL,m,60+,0,2009
PAK,f,0-4,68,2009
PAK,f,5-11,211,2009
PAK,f,12-17,247,2009
PAK,f,18-59,601,2009
PAK,f,60+,40,2009
PAK,m,0-4,84,2009
PAK,m,5-11,211,2009
PAK,m,12-17,230,2009
PAK,m,18-59,464,2009
PAK,m,60+,33,2009
PAK,f,0-4,22251,2009
PAK,f,5-11,99856,2009
PAK,f,12-17,56422,2009
PAK,f,18-59,163878,2009
PAK,f,60+,9456,2009
PAK,m,0-4,23687,2009
PAK,m,5-11,105475,2009
PAK,m,12-17,66314,2009
PAK,m,18-59,192329,2009
PAK,m,60+,18948,2009
PAN,f,0-4,0,2009
PAN,f,5-11,0,2009
PAN,f,12-17,0,2009
PAN,f,18-59,0,2009
PAN,f,60+,0,2009
PAN,m,0-4,0,2009
PAN,m,5-11,0,2009
PAN,m,12-17,0,2009
PAN,m,18-59,5,2009
PAN,m,60+,0,2009
POL,f,0-4,0,2009
POL,f,5-11,0,2009
POL,f,12-17,0,2009
POL,f,18-59,0,2009
POL,f,60+,0,2009
POL,m,0-4,0,2009
POL,m,5-11,0,2009
POL,m,12-17,0,2009
POL,m,18-59,0,2009
POL,m,60+,0,2009
POL,f,0-4,0,2009
POL,f,5-11,0,2009
POL,f,12-17,0,2009
POL,f,18-59,0,2009
POL,f,60+,0,2009
POL,m,0-4,0,2009
POL,m,5-11,0,2009
POL,m,12-17,0,2009
POL,m,18-59,0,2009
POL,m,60+,0,2009
PRT,f,0-4,0,2009
PRT,f,5-11,0,2009
PRT,f,12-17,0,2009
PRT,f,18-59,0,2009
PRT,f,60+,0,2009
PRT,m,0-4,0,2009
PRT,m,5-11,0,2009
PRT,m,12-17,0,2009
PRT,m,18-59,0,2009
PRT,m,60+,0,2009
ROU,f,0-4,0,2009
ROU,f,5-11,0,2009
ROU,f,12-17,0,2009
ROU,f,18-59,0,2009
ROU,f,60+,0,2009
ROU,m,0-4,0,2009
ROU,m,5-11,0,2009
ROU,m,12-17,0,2009
ROU,m,18-59,0,2009
ROU,m,60+,0,2009
ROU,f,0-4,0,2009
ROU,f,5-11,0,2009
ROU,f,12-17,0,2009
ROU,f,18-59,0,2009
ROU,f,60+,0,2009
ROU,m,0-4,0,2009
ROU,m,5-11,0,2009
ROU,m,12-17,0,2009
ROU,m,18-59,0,2009
ROU,m,60+,0,2009
RUS,f,0-4,0,2009
RUS,f,5-11,0,2009
RUS,f,12-17,0,2009
RUS,f,18-59,0,2009
RUS,f,60+,0,2009
RUS,m,0-4,0,2009
RUS,m,5-11,0,2009
RUS,m,12-17,0,2009
RUS,m,18-59,0,2009
RUS,m,60+,0,2009
RUS,f,0-4,0,2009
RUS,f,5-11,0,2009
RUS,f,12-17,0,2009
RUS,f,18-59,0,2009
RUS,f,60+,0,2009
RUS,m,0-4,0,2009
RUS,m,5-11,0,2009
RUS,m,12-17,0,2009
RUS,m,18-59,0,2009
RUS,m,60+,0,2009
SRB,f,0-4,0,2009
SRB,f,5-11,0,2009
SRB,f,12-17,0,2009
SRB,f,18-59,0,2009
SRB,f,60+,0,2009
SRB,m,0-4,0,2009
SRB,m,5-11,0,2009
SRB,m,12-17,0,2009
SRB,m,18-59,15,2009
SRB,m,60+,0,2009
SVK,f,0-4,0,2009
SVK,f,5-11,0,2009
SVK,f,12-17,0,2009
SVK,f,18-59,0,2009
SVK,f,60+,0,2009
SVK,m,0-4,0,2009
SVK,m,5-11,0,2009
SVK,m,12-17,0,2009
SVK,m,18-59,0,2009
SVK,m,60+,0,2009
SVN,f,0-4,0,2009
SVN,f,5-11,0,2009
SVN,f,12-17,0,2009
SVN,f,18-59,0,2009
SVN,f,60+,0,2009
SVN,m,0-4,0,2009
SVN,m,5-11,0,2009
SVN,m,12-17,0,2009
SVN,m,18-59,0,2009
SVN,m,60+,0,2009
SVN,f,0-4,0,2009
SVN,f,5-11,0,2009
SVN,f,12-17,0,2009
SVN,f,18-59,0,2009
SVN,f,60+,0,2009
SVN,m,0-4,0,2009
SVN,m,5-11,0,2009
SVN,m,12-17,0,2009
SVN,m,18-59,0,2009
SVN,m,60+,0,2009
SWE,f,0-4,0,2009
SWE,f,5-11,0,2009
SWE,f,12-17,0,2009
SWE,f,18-59,0,2009
SWE,f,60+,0,2009
SWE,m,0-4,0,2009
SWE,m,5-11,0,2009
SWE,m,12-17,0,2009
SWE,m,18-59,0,2009
SWE,m,60+,0,2009
SWE,f,0-4,0,2009
SWE,f,5-11,0,2009
SWE,f,12-17,0,2009
SWE,f,18-59,0,2009
SWE,f,60+,0,2009
SWE,m,0-4,0,2009
SWE,m,5-11,0,2009
SWE,m,12-17,0,2009
SWE,m,18-59,0,2009
SWE,m,60+,0,2009
SYR,f,0-4,23,2009
SYR,f,5-11,33,2009
SYR,f,12-17,37,2009
SYR,f,18-59,104,2009
SYR,f,60+,8,2009
SYR,m,0-4,48,2009
SYR,m,5-11,49,2009
SYR,m,12-17,33,2009
SYR,m,18-59,127,2009
SYR,m,60+,5,2009
SYR,f,0-4,30,2009
SYR,f,5-11,83,2009
SYR,f,12-17,88,2009
SYR,f,18-59,239,2009
SYR,f,60+,16,2009
SYR,m,0-4,33,2009
SYR,m,5-11,82,2009
SYR,m,12-17,109,2009
SYR,m,18-59,260,2009
SYR,m,60+,23,2009
TJK,f,0-4,0,2009
TJK,f,5-11,0,2009
TJK,f,12-17,7,2009
TJK,f,18-59,6,2009
TJK,f,60+,0,2009
TJK,m,0-4,0,2009
TJK,m,5-11,0,2009
TJK,m,12-17,6,2009
TJK,m,18-59,5,2009
TJK,m,60+,0,2009
TJK,f,0-4,0,2009
TJK,f,5-11,7,2009
TJK,f,12-17,0,2009
TJK,f,18-59,10,2009
TJK,f,60+,0,2009
TJK,m,0-4,0,2009
TJK,m,5-11,6,2009
TJK,m,12-17,0,2009
TJK,m,18-59,8,2009
TJK,m,60+,0,2009
TKM,f,0-4,0,2009
TKM,f,5-11,0,2009
TKM,f,12-17,6,2009
TKM,f,18-59,6,2009
TKM,f,60+,0,2009
TKM,m,0-4,0,2009
TKM,m,5-11,0,2009
TKM,m,12-17,0,2009
TKM,m,18-59,17,2009
TKM,m,60+,0,2009
TUR,f,0-4,75,2009
TUR,f,5-11,152,2009
TUR,f,12-17,112,2009
TUR,f,18-59,424,2009
TUR,f,60+,0,2009
TUR,m,0-4,73,2009
TUR,m,5-11,152,2009
TUR,m,12-17,196,2009
TUR,m,18-59,695,2009
TUR,m,60+,17,2009
TUR,f,0-4,47,2009
TUR,f,5-11,65,2009
TUR,f,12-17,99,2009
TUR,f,18-59,263,2009
TUR,f,60+,7,2009
TUR,m,0-4,36,2009
TUR,m,5-11,76,2009
TUR,m,12-17,122,2009
TUR,m,18-59,319,2009
TUR,m,60+,6,2009
UKR,f,0-4,0,2009
UKR,f,5-11,7,2009
UKR,f,12-17,11,2009
UKR,f,18-59,33,2009
UKR,f,60+,0,2009
UKR,m,0-4,0,2009
UKR,m,5-11,5,2009
UKR,m,12-17,41,2009
UKR,m,18-59,282,2009
UKR,m,60+,0,2009
UKR,f,0-4,10,2009
UKR,f,5-11,6,2009
UKR,f,12-17,145,2009
UKR,f,18-59,204,2009
UKR,f,60+,13,2009
UKR,m,0-4,6,2009
UKR,m,5-11,5,2009
UKR,m,12-17,144,2009
UKR,m,18-59,684,2009
UKR,m,60+,22,2009
USA,f,0-4,0,2009
USA,f,5-11,0,2009
USA,f,12-17,0,2009
USA,f,18-59,0,2009
USA,f,60+,0,2009
USA,m,0-4,0,2009
USA,m,5-11,0,2009
USA,m,12-17,0,2009
USA,m,18-59,0,2009
USA,m,60+,0,2009
USA,f,0-4,0,2009
USA,f,5-11,0,2009
USA,f,12-17,0,2009
USA,f,18-59,0,2009
USA,f,60+,0,2009
USA,m,0-4,0,2009
USA,m,5-11,0,2009
USA,m,12-17,0,2009
USA,m,18-59,0,2009
USA,m,60+,0,2009
UZB,f,0-4,24,2009
UZB,f,5-11,31,2009
UZB,f,12-17,47,2009
UZB,f,18-59,144,2009
UZB,f,60+,6,2009
UZB,m,0-4,26,2009
UZB,m,5-11,28,2009
UZB,m,12-17,39,2009
UZB,m,18-59,191,2009
UZB,m,60+,10,2009
ZAF,f,0-4,0,2009
ZAF,f,5-11,0,2009
ZAF,f,12-17,0,2009
ZAF,f,18-59,0,2009
ZAF,f,60+,0,2009
ZAF,m,0-4,0,2009
ZAF,m,5-11,0,2009
ZAF,m,12-17,0,2009
ZAF,m,18-59,0,2009
ZAF,m,60+,0,2009
ARE,f,0-4,0,2001
ARE,f,5-11,0,2001
ARE,f,12-17,0,2001
ARE,f,18-59,0,2001
ARE,f,60+,0,2001
ARE,m,0-4,0,2001
ARE,m,5-11,5,2001
ARE,m,12-17,6,2001
ARE,m,18-59,5,2001
ARE,m,60+,0,2001
ARE,f,0-4,0,2001
ARE,f,5-11,0,2001
ARE,f,12-17,6,2001
ARE,f,18-59,0,2001
ARE,f,60+,0,2001
ARE,m,0-4,0,2001
ARE,m,5-11,0,2001
ARE,m,12-17,0,2001
ARE,m,18-59,0,2001
ARE,m,60+,0,2001
AUS,f,0-4,0,2001
AUS,f,5-11,0,2001
AUS,f,12-17,0,2001
AUS,f,18-59,0,2001
AUS,f,60+,0,2001
AUS,m,0-4,0,2001
AUS,m,5-11,0,2001
AUS,m,12-17,0,2001
AUS,m,18-59,0,2001
AUS,m,60+,0,2001
AUS,f,0-4,0,2001
AUS,f,5-11,0,2001
AUS,f,12-17,0,2001
AUS,f,18-59,0,2001
AUS,f,60+,0,2001
AUS,m,0-4,0,2001
AUS,m,5-11,0,2001
AUS,m,12-17,0,2001
AUS,m,18-59,0,2001
AUS,m,60+,0,2001
AUT,f,0-4,0,2001
AUT,f,5-11,0,2001
AUT,f,12-17,0,2001
AUT,f,18-59,0,2001
AUT,f,60+,0,2001
AUT,m,0-4,0,2001
AUT,m,5-11,0,2001
AUT,m,12-17,0,2001
AUT,m,18-59,0,2001
AUT,m,60+,0,2001
AZE,f,0-4,36,2001
AZE,f,5-11,76,2001
AZE,f,12-17,65,2001
AZE,f,18-59,83,2001
AZE,f,60+,6,2001
AZE,m,0-4,47,2001
AZE,m,5-11,79,2001
AZE,m,12-17,67,2001
AZE,m,18-59,460,2001
AZE,m,60+,12,2001
AZE,f,0-4,8,2001
AZE,f,5-11,12,2001
AZE,f,12-17,10,2001
AZE,f,18-59,38,2001
AZE,f,60+,0,2001
AZE,m,0-4,9,2001
AZE,m,5-11,26,2001
AZE,m,12-17,22,2001
AZE,m,18-59,118,2001
AZE,m,60+,0,2001
BEL,f,0-4,0,2001
BEL,f,5-11,0,2001
BEL,f,12-17,0,2001
BEL,f,18-59,0,2001
BEL,f,60+,0,2001
BEL,m,0-4,0,2001
BEL,m,5-11,0,2001
BEL,m,12-17,0,2001
BEL,m,18-59,0,2001
BEL,m,60+,0,2001
BGR,f,0-4,0,2001
BGR,f,5-11,40,2001
BGR,f,12-17,35,2001
BGR,f,18-59,75,2001
BGR,f,60+,0,2001
BGR,m,0-4,0,2001
BGR,m,5-11,41,2001
BGR,m,12-17,36,2001
BGR,m,18-59,396,2001
BGR,m,60+,0,2001
BGR,f,0-4,0,2001
BGR,f,5-11,0,2001
BGR,f,12-17,0,2001
BGR,f,18-59,0,2001
BGR,f,60+,0,2001
BGR,m,0-4,0,2001
BGR,m,5-11,0,2001
BGR,m,12-17,0,2001
BGR,m,18-59,0,2001
BGR,m,60+,0,2001
BLR,f,0-4,5,2001
BLR,f,5-11,22,2001
BLR,f,12-17,26,2001
BLR,f,18-59,38,2001
BLR,f,60+,0,2001
BLR,m,0-4,5,2001
BLR,m,5-11,16,2001
BLR,m,12-17,15,2001
BLR,m,18-59,86,2001
BLR,m,60+,0,2001
BLR,f,0-4,9,2001
BLR,f,5-11,40,2001
BLR,f,12-17,36,2001
BLR,f,18-59,81,2001
BLR,f,60+,6,2001
BLR,m,0-4,9,2001
BLR,m,5-11,34,2001
BLR,m,12-17,35,2001
BLR,m,18-59,199,2001
BLR,m,60+,5,2001
BRA,f,0-4,0,2001
BRA,f,5-11,0,2001
BRA,f,12-17,0,2001
BRA,f,18-59,0,2001
BRA,f,60+,0,2001
BRA,m,0-4,0,2001
BRA,m,5-11,0,2001
BRA,m,12-17,0,2001
BRA,m,18-59,0,2001
BRA,m,60+,0,2001
CAN,f,0-4,0,2001
CAN,f,5-11,0,2001
CAN,f,12-17,0,2001
CAN,f,18-59,0,2001
CAN,f,60+,0,2001
CAN,m,0-4,0,2001
CAN,m,5-11,0,2001
CAN,m,12-17,0,2001
CAN,m,18-59,0,2001
CAN,m,60+,0,2001
CAN,f,0-4,0,2001
CAN,f,5-11,0,2001
CAN,f,12-17,0,2001
CAN,f,18-59,0,2001
CAN,f,60+,0,2001
CAN,m,0-4,0,2001
CAN,m,5-11,0,2001
CAN,m,12-17,0,2001
CAN,m,18-59,0,2001
CAN,m,60+,0,2001
CHE,f,0-4,35,2001
CHE,f,5-11,40,2001
CHE,f,12-17,34,2001
CHE,f,18-59,110,2001
CHE,f,60+,9,2001
CHE,m,0-4,38,2001
CHE,m,5-11,61,2001
CHE,m,12-17,52,2001
CHE,m,18-59,324,2001
CHE,m,60+,0,2001
CHE,f,0-4,0,2001
CHE,f,5-11,0,2001
CHE,f,12-17,0,2001
CHE,f,18-59,0,2001
CHE,f,60+,0,2001
CHE,m,0-4,0,2001
CHE,m,5-11,0,2001
CHE,m,12-17,0,2001
CHE,m,18-59,0,2001
CHE,m,60+,0,2001
CHL,f,0-4,0,2001
CHL,f,5-11,0,2001
CHL,f,12-17,0,2001
CHL,f,18-59,0,2001
CHL,f,60+,0,2001
CHL,m,0-4,0,2001
CHL,m,5-11,0,2001
CHL,m,12-17,0,2001
CHL,m,18-59,5,2001
CHL,m,60+,0,2001
CIV,f,0-4,0,2001
CIV,f,5-11,0,2001
CIV,f,12-17,0,2001
CIV,f,18-59,6,2001
CIV,f,60+,0,2001
CIV,m,0-4,0,2001
CIV,m,5-11,0,2001
CIV,m,12-17,0,2001
CIV,m,18-59,0,2001
CIV,m,60+,0,2001
CIV,f,0-4,0,2001
CIV,f,5-11,0,2001
CIV,f,12-17,0,2001
CIV,f,18-59,0,2001
CIV,f,60+,0,2001
CIV,m,0-4,0,2001
CIV,m,5-11,0,2001
CIV,m,12-17,0,2001
CIV,m,18-59,5,2001
CIV,m,60+,0,2001
CUB,f,0-4,0,2001
CUB,f,5-11,8,2001
CUB,f,12-17,0,2001
CUB,f,18-59,0,2001
CUB,f,60+,0,2001
CUB,m,0-4,0,2001
CUB,m,5-11,0,2001
CUB,m,12-17,6,2001
CUB,m,18-59,12,2001
CUB,m,60+,0,2001
CYP,f,0-4,0,2001
CYP,f,5-11,0,2001
CYP,f,12-17,0,2001
CYP,f,18-59,0,2001
CYP,f,60+,0,2001
CYP,m,0-4,0,2001
CYP,m,5-11,0,2001
CYP,m,12-17,0,2001
CYP,m,18-59,0,2001
CYP,m,60+,0,2001
CYP,f,0-4,0,2001
CYP,f,5-11,0,2001
CYP,f,12-17,0,2001
CYP,f,18-59,0,2001
CYP,f,60+,0,2001
CYP,m,0-4,0,2001
CYP,m,5-11,0,2001
CYP,m,12-17,0,2001
CYP,m,18-59,5,2001
CYP,m,60+,0,2001
CZE,f,0-4,0,2001
CZE,f,5-11,0,2001
CZE,f,12-17,0,2001
CZE,f,18-59,0,2001
CZE,f,60+,0,2001
CZE,m,0-4,0,2001
CZE,m,5-11,0,2001
CZE,m,12-17,0,2001
CZE,m,18-59,0,2001
CZE,m,60+,0,2001
CZE,f,0-4,0,2001
CZE,f,5-11,0,2001
CZE,f,12-17,0,2001
CZE,f,18-59,0,2001
CZE,f,60+,0,2001
CZE,m,0-4,0,2001
CZE,m,5-11,0,2001
CZE,m,12-17,0,2001
CZE,m,18-59,0,2001
CZE,m,60+,0,2001
DEU,f,0-4,0,2001
DEU,f,5-11,0,2001
DEU,f,12-17,0,2001
DEU,f,18-59,0,2001
DEU,f,60+,0,2001
DEU,m,0-4,0,2001
DEU,m,5-11,0,2001
DEU,m,12-17,0,2001
DEU,m,18-59,0,2001
DEU,m,60+,0,2001
DNK,f,0-4,0,2001
DNK,f,5-11,0,2001
DNK,f,12-17,0,2001
DNK,f,18-59,0,2001
DNK,f,60+,0,2001
DNK,m,0-4,0,2001
DNK,m,5-11,0,2001
DNK,m,12-17,0,2001
DNK,m,18-59,0,2001
DNK,m,60+,0,2001
DNK,f,0-4,0,2001
DNK,f,5-11,0,2001
DNK,f,12-17,0,2001
DNK,f,18-59,0,2001
DNK,f,60+,0,2001
DNK,m,0-4,0,2001
DNK,m,5-11,0,2001
DNK,m,12-17,0,2001
DNK,m,18-59,0,2001
DNK,m,60+,0,2001
ECU,f,0-4,0,2001
ECU,f,5-11,0,2001
ECU,f,12-17,0,2001
ECU,f,18-59,0,2001
ECU,f,60+,0,2001
ECU,m,0-4,0,2001
ECU,m,5-11,0,2001
ECU,m,12-17,0,2001
ECU,m,18-59,0,2001
ECU,m,60+,0,2001
EGY,f,0-4,0,2001
EGY,f,5-11,0,2001
EGY,f,12-17,0,2001
EGY,f,18-59,0,2001
EGY,f,60+,0,2001
EGY,m,0-4,0,2001
EGY,m,5-11,0,2001
EGY,m,12-17,0,2001
EGY,m,18-59,0,2001
EGY,m,60+,0,2001
EGY,f,0-4,5,2001
EGY,f,5-11,0,2001
EGY,f,12-17,0,2001
EGY,f,18-59,9,2001
EGY,f,60+,0,2001
EGY,m,0-4,0,2001
EGY,m,5-11,0,2001
EGY,m,12-17,9,2001
EGY,m,18-59,43,2001
EGY,m,60+,0,2001
ESP,f,0-4,0,2001
ESP,f,5-11,0,2001
ESP,f,12-17,0,2001
ESP,f,18-59,0,2001
ESP,f,60+,0,2001
ESP,m,0-4,0,2001
ESP,m,5-11,0,2001
ESP,m,12-17,0,2001
ESP,m,18-59,0,2001
ESP,m,60+,0,2001
EST,f,0-4,0,2001
EST,f,5-11,6,2001
EST,f,12-17,0,2001
EST,f,18-59,0,2001
EST,f,60+,0,2001
EST,m,0-4,0,2001
EST,m,5-11,0,2001
EST,m,12-17,0,2001
EST,m,18-59,0,2001
EST,m,60+,0,2001
ETH,f,0-4,5,2001
ETH,f,5-11,0,2001
ETH,f,12-17,0,2001
ETH,f,18-59,0,2001
ETH,f,60+,0,2001
ETH,m,0-4,0,2001
ETH,m,5-11,0,2001
ETH,m,12-17,0,2001
ETH,m,18-59,0,2001
ETH,m,60+,0,2001
FIN,f,0-4,0,2001
FIN,f,5-11,0,2001
FIN,f,12-17,0,2001
FIN,f,18-59,0,2001
FIN,f,60+,0,2001
FIN,m,0-4,0,2001
FIN,m,5-11,0,2001
FIN,m,12-17,0,2001
FIN,m,18-59,0,2001
FIN,m,60+,0,2001
FRA,f,0-4,0,2001
FRA,f,5-11,0,2001
FRA,f,12-17,0,2001
FRA,f,18-59,0,2001
FRA,f,60+,0,2001
FRA,m,0-4,0,2001
FRA,m,5-11,0,2001
FRA,m,12-17,0,2001
FRA,m,18-59,0,2001
FRA,m,60+,0,2001
GBR,f,0-4,0,2001
GBR,f,5-11,0,2001
GBR,f,12-17,0,2001
GBR,f,18-59,0,2001
GBR,f,60+,0,2001
GBR,m,0-4,0,2001
GBR,m,5-11,0,2001
GBR,m,12-17,0,2001
GBR,m,18-59,0,2001
GBR,m,60+,0,2001
GEO,f,0-4,0,2001
GEO,f,5-11,0,2001
GEO,f,12-17,0,2001
GEO,f,18-59,0,2001
GEO,f,60+,0,2001
GEO,m,0-4,0,2001
GEO,m,5-11,5,2001
GEO,m,12-17,0,2001
GEO,m,18-59,0,2001
GEO,m,60+,0,2001
GRC,f,0-4,0,2001
GRC,f,5-11,0,2001
GRC,f,12-17,0,2001
GRC,f,18-59,0,2001
GRC,f,60+,0,2001
GRC,m,0-4,0,2001
GRC,m,5-11,0,2001
GRC,m,12-17,0,2001
GRC,m,18-59,0,2001
GRC,m,60+,0,2001
GRC,f,0-4,0,2001
GRC,f,5-11,0,2001
GRC,f,12-17,0,2001
GRC,f,18-59,0,2001
GRC,f,60+,0,2001
GRC,m,0-4,0,2001
GRC,m,5-11,0,2001
GRC,m,12-17,0,2001
GRC,m,18-59,0,2001
GRC,m,60+,0,2001
HKG,f,0-4,0,2001
HKG,f,5-11,0,2001
HKG,f,12-17,0,2001
HKG,f,18-59,0,2001
HKG,f,60+,0,2001
HKG,m,0-4,0,2001
HKG,m,5-11,0,2001
HKG,m,12-17,0,2001
HKG,m,18-59,5,2001
HKG,m,60+,0,2001
HUN,f,0-4,0,2001
HUN,f,5-11,0,2001
HUN,f,12-17,0,2001
HUN,f,18-59,0,2001
HUN,f,60+,0,2001
HUN,m,0-4,0,2001
HUN,m,5-11,0,2001
HUN,m,12-17,0,2001
HUN,m,18-59,0,2001
HUN,m,60+,0,2001
HUN,f,0-4,0,2001
HUN,f,5-11,0,2001
HUN,f,12-17,0,2001
HUN,f,18-59,0,2001
HUN,f,60+,0,2001
HUN,m,0-4,0,2001
HUN,m,5-11,0,2001
HUN,m,12-17,0,2001
HUN,m,18-59,0,2001
HUN,m,60+,0,2001
