year,origin_location_code,asylum_location_code,population_group,population
2015,AFG,AUS,REF,7785
2015,AFG,AUT,ASY,24267
2015,AFG,AUT,REF,17458
2015,AFG,AZE,ASY,156
2015,AFG,AZE,REF,1806
2015,AFG,BEL,ASY,1643
2015,AFG,BEL,REF,5868
2015,AFG,BGR,ASY,6482
2015,AFG,BGR,REF,197
2015,AFG,BLR,ASY,15
2015,AFG,BLR,REF,1209
2015,AFG,BRA,ASY,129
2015,AFG,BRA,REF,228
2015,AFG,CAN,ASY,1090
2015,AFG,CAN,REF,2890
2015,AFG,CHE,ASY,21729
2015,AFG,CHE,REF,12877
2015,AFG,CHL,REF,14
2015,AFG,CHN,REF,21
2015,AFG,COL,ASY,15
2015,AFG,COL,REF,15
2015,AFG,CUB,ASY,69
2015,AFG,CUB,REF,42
2015,AFG,CYP,ASY,14
2015,AFG,CYP,REF,7
2015,AFG,CZE,ASY,6
2015,AFG,CZE,REF,234
2015,AFG,DEU,ASY,127806
2015,AFG,DEU,REF,90078
2015,AFG,DNK,ASY,217
2015,AFG,DNK,REF,2166
2015,AFG,DOM,REF,15
2015,AFG,ECU,REF,310
2015,AFG,EGY,ASY,99
2015,AFG,ESP,ASY,115
2015,AFG,ESP,REF,194
2015,AFG,EST,ASY,15
2015,AFG,EST,REF,36
2015,AFG,FIN,ASY,3217
2015,AFG,FIN,REF,1406
2015,AFG,FJI,REF,21
2015,AFG,FRA,ASY,2110
2015,AFG,FRA,REF,8794
2015,AFG,GBR,ASY,2536
2015,AFG,GBR,REF,9354
2015,AFG,GEO,ASY,18
2015,AFG,GEO,REF,15
2015,AFG,GRC,ASY,587
2015,AFG,GRC,REF,5223
2015,AFG,HKG,ASY,24
2015,AFG,HRV,REF,66
2015,AFG,HUN,ASY,8653
2015,AFG,HUN,REF,961
2015,AFG,IDN,ASY,11346
2015,AFG,IDN,REF,8670
2015,AFG,IND,ASY,8184
2015,AFG,IND,REF,30588
2015,AFG,IRL,ASY,486
2015,AFG,IRL,REF,546
2015,AFG,IRN,ASY,99
2015,AFG,IRN,REF,1007066
2015,AFG,IRQ,ASY,399
2015,AFG,IRQ,REF,27
2015,AFG,ISL,ASY,21
2015,AFG,ISL,REF,12
2015,AFG,ITA,ASY,2690
2015,AFG,ITA,REF,12203
2015,AFG,JOR,ASY,27
2015,AFG,JOR,REF,24
2015,AFG,JPN,ASY,14
2015,AFG,JPN,REF,40
2015,AFG,KAZ,ASY,147
2015,AFG,KAZ,REF,1932
2015,AFG,KEN,REF,15
2015,AFG,KGZ,ASY,354
2015,AFG,KGZ,REF,774
2015,AFG,KOR,ASY,60
2015,AFG,KOR,REF,96
2015,AFG,LBN,ASY,39
2015,AFG,LBN,REF,60
2015,AFG,LIE,ASY,7
2015,AFG,LKA,ASY,321
2015,AFG,LKA,REF,372
2015,AFG,LTU,ASY,15
2015,AFG,LTU,REF,319
2015,AFG,LUX,ASY,442
2015,AFG,LUX,REF,74
2015,AFG,LVA,ASY,33
2015,AFG,LVA,REF,36
2015,AFG,MDA,ASY,27
2015,AFG,MDA,REF,51
2015,AFG,MEX,ASY,6
2015,AFG,MNG,REF,15
2015,AFG,MYS,ASY,1008
2015,AFG,MYS,REF,519
2015,AFG,NGA,REF,15
2015,AFG,NLD,ASY,2360
2015,AFG,NLD,REF,5803
2015,AFG,NOR,ASY,6076
2015,AFG,NOR,REF,5684
2015,AFG,NPL,REF,207
2015,AFG,NRU,ASY,7
2015,AFG,NRU,REF,41
2015,AFG,NZL,ASY,7
2015,AFG,NZL,REF,38
2015,AFG,PAK,ASY,19074
2015,AFG,PAK,REF,4681776
2015,AFG,PAN,ASY,24
2015,AFG,PHL,REF,15
2015,AFG,PNG,ASY,7
2015,AFG,PNG,REF,27
2015,AFG,POL,ASY,9
2015,AFG,POL,REF,93
2015,AFG,PRT,REF,11
2015,AFG,ROU,ASY,82
2015,AFG,ROU,REF,423
2015,AFG,RUS,ASY,291
2015,AFG,RUS,REF,945
2015,AFG,SDN,REF,18
2015,AFG,SEN,ASY,27
2015,AFG,SRB,ASY,105
2015,AFG,SVK,REF,279
2015,AFG,SVN,ASY,48
2015,AFG,SVN,REF,66
2015,AFG,SWE,ASY,40614
2015,AFG,SWE,REF,13064
2015,AFG,SYR,ASY,822
2015,AFG,SYR,REF,3639
2015,AFG,THA,ASY,144
2015,AFG,THA,REF,48
2015,AFG,TJK,ASY,572
2015,AFG,TJK,OOC,104
2015,AFG,TJK,REF,3900
2015,AFG,TKM,REF,54
2015,AFG,TUR,ASY,270468
2015,AFG,TUR,REF,11538
2015,AFG,UKR,ASY,2821
2015,AFG,UKR,REF,3040
2015,AFG,USA,ASY,609
2015,AFG,USA,REF,1361
2015,AFG,UZB,REF,318
2015,AFG,VEN,REF,15
2015,AFG,ZAF,ASY,5
2015,AFG,ZAF,REF,10
2015,IRN,AFG,ASY,60
2015,IRN,AFG,REF,90
2015,PAK,AFG,ASY,153
2015,PAK,AFG,REF,731599
2015,TJK,AFG,ASY,21
2016,AFG,AFG,OOC,342663
2016,AFG,ARE,ASY,54
2016,AFG,ARG,REF,15
2016,AFG,AUS,ASY,2077
2016,AFG,AUS,REF,9217
2016,AFG,AUT,ASY,29783
2016,AFG,AUT,REF,20220
2016,AFG,AZE,ASY,193
2016,AFG,AZE,REF,1686
2016,AFG,BEL,ASY,6457
2016,AFG,BEL,REF,6402
2016,AFG,BGR,ASY,7636
2016,AFG,BGR,REF,170
2016,AFG,BIH,ASY,15
2016,AFG,BLR,ASY,18
2016,AFG,BLR,REF,681
2016,AFG,BRA,ASY,68
2016,AFG,BRA,REF,294
2016,AFG,CAN,ASY,934
2016,AFG,CAN,REF,4377
2016,AFG,CHE,ASY,23283
2016,AFG,CHE,REF,15808
2016,AFG,CHL,REF,13
2016,AFG,CHN,ASY,60
2016,AFG,CHN,REF,15
2016,AFG,COL,REF,24
2016,AFG,CUB,REF,135
2016,AFG,CYP,ASY,7
2016,AFG,CYP,REF,7
2016,AFG,CZE,ASY,16
2016,AFG,CZE,REF,234
2016,AFG,DEU,ASY,379566
2016,AFG,DEU,REF,138876
2016,AFG,DNK,ASY,3000
2016,AFG,DNK,REF,2364
2016,AFG,DOM,REF,15
2016,AFG,EGY,ASY,63
2016,AFG,EGY,REF,42
2016,AFG,ESP,ASY,115
2016,AFG,ESP,REF,235
2016,AFG,EST,REF,23
2016,AFG,FIN,ASY,986
2016,AFG,FIN,REF,2216
2016,AFG,FJI,REF,21
2016,AFG,FRA,ASY,4180
2016,AFG,FRA,REF,15370
2016,AFG,GBR,ASY,2793
2016,AFG,GBR,REF,9752
2016,AFG,GEO,ASY,27
2016,AFG,GEO,REF,15
2016,AFG,GRC,ASY,4217
2016,AFG,GRC,REF,11440
2016,AFG,HRV,ASY,420
2016,AFG,HRV,REF,117
2016,AFG,HUN,ASY,1392
2016,AFG,HUN,REF,1008
2016,AFG,IDN,ASY,8325
2016,AFG,IDN,REF,13137
2016,AFG,IND,ASY,12765
2016,AFG,IND,REF,23079
2016,AFG,IRL,ASY,348
2016,AFG,IRL,REF,666
2016,AFG,IRN,ASY,21
2016,AFG,IRN,REF,1007066
2016,AFG,IRQ,ASY,304
2016,AFG,IRQ,REF,33
2016,AFG,ISL,ASY,11
2016,AFG,ISL,REF,18
2016,AFG,ITA,ASY,1926
2016,AFG,ITA,REF,16033
2016,AFG,JOR,ASY,27
2016,AFG,JOR,REF,24
2016,AFG,JPN,REF,49
2016,AFG,KAZ,ASY,237
2016,AFG,KAZ,REF,1797
2016,AFG,KEN,REF,24
2016,AFG,KGZ,ASY,216
2016,AFG,KGZ,REF,726
2016,AFG,KOR,ASY,24
2016,AFG,KOR,REF,99
2016,AFG,LBN,ASY,18
2016,AFG,LBN,REF,66
2016,AFG,LIE,ASY,7
2016,AFG,LKA,ASY,339
2016,AFG,LKA,REF,225
2016,AFG,LTU,ASY,24
2016,AFG,LTU,REF,205
2016,AFG,LUX,ASY,460
2016,AFG,LUX,REF,86
2016,AFG,LVA,ASY,10
2016,AFG,LVA,REF,44
2016,AFG,MDA,ASY,21
2016,AFG,MDA,REF,57
2016,AFG,MDG,ASY,15
2016,AFG,MEX,ASY,6
2016,AFG,MKD,REF,15
2016,AFG,MLT,ASY,7
2016,AFG,MNE,ASY,63
2016,AFG,MNG,REF,15
2016,AFG,MRT,ASY,21
2016,AFG,MYS,ASY,1362
2016,AFG,MYS,REF,756
2016,AFG,NGA,REF,15
2016,AFG,NLD,ASY,1672
2016,AFG,NLD,REF,5791
2016,AFG,NOR,ASY,2452
2016,AFG,NOR,REF,6568
2016,AFG,NPL,REF,177
2016,AFG,NRU,ASY,7
2016,AFG,NRU,REF,41
2016,AFG,NZL,ASY,5
2016,AFG,NZL,REF,41
2016,AFG,PAK,ASY,13341
2016,AFG,PAK,REF,4056480
2016,AFG,PAN,ASY,24
2016,AFG,PHL,REF,36
2016,AFG,PNG,REF,28
2016,AFG,POL,ASY,8
2016,AFG,POL,REF,92
2016,AFG,PRT,ASY,11
2016,AFG,PRT,REF,14
2016,AFG,ROU,REF,387
2016,AFG,RUS,ASY,226
2016,AFG,RUS,REF,709
2016,AFG,SDN,REF,18
2016,AFG,SEN,REF,24
2016,AFG,SRB,ASY,210
2016,AFG,SRB,REF,3461
2016,AFG,SVK,REF,287
2016,AFG,SVN,ASY,279
2016,AFG,SVN,REF,108
2016,AFG,SWE,ASY,34217
2016,AFG,SWE,REF,16558
2016,AFG,SYR,ASY,840
2016,AFG,SYR,REF,3558
2016,AFG,THA,ASY,51
2016,AFG,THA,REF,162
2016,AFG,TJK,ASY,431
2016,AFG,TJK,REF,2711
2016,AFG,TKM,REF,57
2016,AFG,TUR,ASY,344079
2016,AFG,TUR,REF,10269
2016,AFG,UKR,ASY,2909
2016,AFG,UKR,REF,2994
2016,AFG,USA,ASY,784
2016,AFG,USA,REF,1466
2016,AFG,UZB,REF,78
2016,AFG,VEN,REF,30
2016,AFG,ZAF,REF,6
2016,IRN,AFG,ASY,48
2016,IRN,AFG,REF,99
2016,PAK,AFG,ASY,297
2016,PAK,AFG,REF,179211
2016,TJK,AFG,ASY,24
2017,AFG,AFG,OOC,1344096
2017,AFG,ARE,ASY,42
2017,AFG,ARE,REF,15
2017,AFG,ARG,ASY,27
2017,AFG,ARG,REF,15
2017,AFG,ARM,ASY,15
2017,AFG,AUS,ASY,1795
2017,AFG,AUS,REF,10922
2017,AFG,AUT,ASY,24233
2017,AFG,AUT,REF,26939
2017,AFG,AZE,ASY,140
2017,AFG,AZE,REF,1761
2017,AFG,BEL,ASY,3915
2017,AFG,BEL,REF,3201
2017,AFG,BGR,ASY,752
2017,AFG,BGR,REF,169
2017,AFG,BIH,ASY,27
2017,AFG,BLR,REF,209
2017,AFG,BRA,ASY,165
2017,AFG,BRA,REF,99
2017,AFG,CAN,ASY,717
2017,AFG,CAN,REF,3356
2017,AFG,CHE,ASY,16860
2017,AFG,CHE,REF,22870
2017,AFG,CHL,ASY,12
2017,AFG,CHL,REF,13
2017,AFG,CHN,ASY,54
2017,AFG,CHN,REF,24
2017,AFG,COL,REF,24
2017,AFG,CUB,REF,135
2017,AFG,CYP,ASY,5
2017,AFG,CYP,REF,12
2017,AFG,CZE,ASY,5
2017,AFG,CZE,REF,234
2017,AFG,DEU,ASY,261963
2017,AFG,DEU,REF,313155
2017,AFG,DNK,ASY,769
2017,AFG,DNK,REF,2668
2017,AFG,DOM,ASY,21
2017,AFG,DOM,REF,15
2017,AFG,ECU,ASY,189
2017,AFG,ECU,REF,282
2017,AFG,EGY,ASY,66
2017,AFG,EGY,REF,51
2017,AFG,ESP,ASY,148
2017,AFG,ESP,REF,287
2017,AFG,EST,REF,23
2017,AFG,FIN,ASY,640
2017,AFG,FIN,REF,2571
2017,AFG,FJI,ASY,15
2017,AFG,FJI,REF,21
2017,AFG,FRA,ASY,4314
2017,AFG,FRA,REF,26850
2017,AFG,GBR,ASY,2347
2017,AFG,GBR,REF,9858
2017,AFG,GEO,ASY,48
2017,AFG,GEO,REF,15
2017,AFG,GRC,ASY,6922
2017,AFG,GRC,REF,4751
2017,AFG,HRV,ASY,279
2017,AFG,HRV,REF,135
2017,AFG,HUN,ASY,241
2017,AFG,HUN,REF,1412
2017,AFG,IDN,ASY,6246
2017,AFG,IDN,REF,16431
2017,AFG,IND,ASY,17229
2017,AFG,IND,REF,23274
2017,AFG,IRL,ASY,540
2017,AFG,IRL,REF,690
2017,AFG,IRN,REF,1007102
2017,AFG,IRQ,ASY,321
2017,AFG,IRQ,REF,33
2017,AFG,ISL,ASY,10
2017,AFG,ISL,REF,44
2017,AFG,ITA,ASY,322
2017,AFG,ITA,REF,17171
2017,AFG,JOR,ASY,27
2017,AFG,JOR,REF,24
2017,AFG,JPN,REF,51
2017,AFG,KAZ,ASY,492
2017,AFG,KAZ,REF,1683
2017,AFG,KEN,ASY,15
2017,AFG,KEN,REF,24
2017,AFG,KGZ,ASY,138
2017,AFG,KGZ,REF,708
2017,AFG,KOR,ASY,21
2017,AFG,KOR,REF,111
2017,AFG,LBN,ASY,18
2017,AFG,LBN,REF,66
2017,AFG,LBY,ASY,33
2017,AFG,LIE,REF,5
2017,AFG,LKA,ASY,174
2017,AFG,LKA,REF,399
2017,AFG,LTU,ASY,9
2017,AFG,LTU,REF,212
2017,AFG,LUX,ASY,70
2017,AFG,LUX,REF,43
2017,AFG,LVA,ASY,8
2017,AFG,LVA,REF,58
2017,AFG,MAR,REF,15
2017,AFG,MDA,ASY,21
2017,AFG,MDA,REF,54
2017,AFG,MDG,REF,15
2017,AFG,MEX,ASY,6
2017,AFG,MKD,REF,15
2017,AFG,MLT,ASY,6
2017,AFG,MNG,REF,15
2017,AFG,MRT,ASY,21
2017,AFG,MYS,ASY,2394
2017,AFG,MYS,REF,1167
2017,AFG,NGA,REF,15
2017,AFG,NLD,ASY,826
2017,AFG,NLD,REF,6205
2017,AFG,NOR,ASY,616
2017,AFG,NOR,REF,6490
2017,AFG,NPL,REF,171
2017,AFG,NRU,REF,81
2017,AFG,NZL,ASY,20
2017,AFG,NZL,REF,42
2017,AFG,PAK,ASY,9723
2017,AFG,PAK,REF,4177830
2017,AFG,PAN,ASY,18
2017,AFG,PAN,REF,15
2017,AFG,PHL,ASY,15
2017,AFG,PHL,REF,39
2017,AFG,PNG,REF,117
2017,AFG,POL,ASY,7
2017,AFG,POL,REF,99
2017,AFG,PRT,REF,18
2017,AFG,ROU,ASY,222
2017,AFG,ROU,REF,456
2017,AFG,RUS,ASY,167
2017,AFG,RUS,REF,661
2017,AFG,SDN,OOC,24
2017,AFG,SRB,ASY,49
2017,AFG,SRB,REF,2196
2017,AFG,SVK,REF,246
2017,AFG,SVN,ASY,123
2017,AFG,SVN,REF,123
2017,AFG,SWE,ASY,17812
2017,AFG,SWE,REF,25645
2017,AFG,SYR,ASY,96
2017,AFG,SYR,REF,3663
2017,AFG,THA,ASY,15
2017,AFG,THA,REF,264
2017,AFG,TJK,ASY,880
2017,AFG,TJK,REF,5032
2017,AFG,TKM,REF,42
2017,AFG,TUR,ASY,473430
2017,AFG,TUR,REF,16809
2017,AFG,UKR,ASY,2808
2017,AFG,UKR,REF,2820
2017,AFG,USA,ASY,810
2017,AFG,USA,REF,1564
2017,AFG,UZB,REF,60
2017,AFG,VEN,REF,10
2017,IRN,AFG,ASY,15
2017,IRN,AFG,REF,102
2017,PAK,AFG,ASY,303
2017,PAK,AFG,REF,227679
2017,TJK,AFG,ASY,21
2017,TUR,AFG,ASY,306
2018,AFG,AFG,OOC,1469562
2018,AFG,ARE,ASY,60
2018,AFG,ARE,REF,15
2018,AFG,ARG,ASY,24
2018,AFG,ARG,REF,15
2018,AFG,ARM,ASY,48
2018,AFG,AUS,ASY,1600
2018,AFG,AUS,REF,11932
2018,AFG,AUT,ASY,16093
2018,AFG,AUT,REF,33103
2018,AFG,AZE,ASY,100
2018,AFG,AZE,REF,1908
2018,AFG,BEL,ASY,2105
2018,AFG,BEL,REF,3201
2018,AFG,BGR,ASY,584
2018,AFG,BGR,REF,205
2018,AFG,BIH,ASY,738
2018,AFG,BLR,ASY,93
2018,AFG,BLR,REF,208
2018,AFG,BRA,ASY,178
2018,AFG,BRA,REF,121
2018,AFG,CAN,ASY,769
2018,AFG,CAN,REF,10809
2018,AFG,CHE,ASY,5379
2018,AFG,CHE,REF,34617
2018,AFG,CHL,ASY,13
2018,AFG,CHL,REF,13
2018,AFG,CHN,ASY,23
2018,AFG,CHN,REF,9
2018,AFG,COL,REF,27
2018,AFG,CUB,REF,126
2018,AFG,CYP,ASY,5
2018,AFG,CYP,REF,14
2018,AFG,CZE,ASY,16
2018,AFG,CZE,REF,46
2018,AFG,DEU,ASY,197514
2018,AFG,DEU,REF,378054
2018,AFG,DNK,ASY,284
2018,AFG,DNK,REF,2750
2018,AFG,DOM,ASY,15
2018,AFG,ECU,ASY,9
2018,AFG,ECU,REF,249
2018,AFG,EGY,ASY,69
2018,AFG,EGY,REF,60
2018,AFG,ESP,ASY,195
2018,AFG,ESP,REF,338
2018,AFG,EST,REF,8
2018,AFG,FIN,ASY,374
2018,AFG,FIN,REF,2944
2018,AFG,FJI,ASY,21
2018,AFG,FRA,ASY,8085
2018,AFG,FRA,REF,37068
2018,AFG,GBR,ASY,2438
2018,AFG,GBR,REF,9839
2018,AFG,GEO,ASY,111
2018,AFG,GEO,REF,15
2018,AFG,GRC,ASY,13533
2018,AFG,GRC,REF,9291
2018,AFG,HRV,ASY,63
2018,AFG,HRV,REF,159
2018,AFG,HUN,ASY,68
2018,AFG,HUN,REF,1552
2018,AFG,IDN,ASY,4905
2018,AFG,IDN,REF,18294
2018,AFG,IND,ASY,23592
2018,AFG,IND,REF,20952
2018,AFG,IRL,ASY,444
2018,AFG,IRL,REF,867
2018,AFG,IRN,REF,1008914
2018,AFG,IRQ,ASY,198
2018,AFG,IRQ,REF,36
2018,AFG,ISL,ASY,29
2018,AFG,ISL,REF,58
2018,AFG,ITA,ASY,825
2018,AFG,ITA,REF,16941
2018,AFG,JOR,ASY,30
2018,AFG,JOR,REF,24
2018,AFG,JPN,REF,55
2018,AFG,KAZ,ASY,492
2018,AFG,KAZ,REF,1614
2018,AFG,KEN,ASY,30
2018,AFG,KEN,REF,24
2018,AFG,KGZ,ASY,102
2018,AFG,KGZ,REF,669
2018,AFG,KOR,ASY,81
2018,AFG,KOR,REF,114
2018,AFG,LBN,ASY,18
2018,AFG,LBN,REF,51
2018,AFG,LBY,ASY,33
2018,AFG,LIE,REF,5
2018,AFG,LKA,ASY,102
2018,AFG,LKA,REF,438
2018,AFG,LTU,ASY,20
2018,AFG,LTU,REF,222
2018,AFG,LUX,ASY,115
2018,AFG,LUX,REF,43
2018,AFG,LVA,REF,67
2018,AFG,MAR,ASY,15
2018,AFG,MAR,REF,15
2018,AFG,MDA,ASY,18
2018,AFG,MDA,REF,54
2018,AFG,MDG,REF,15
2018,AFG,MKD,REF,15
2018,AFG,MLT,ASY,5
2018,AFG,MNG,REF,15
2018,AFG,MRT,ASY,24
2018,AFG,MYS,ASY,3210
2018,AFG,MYS,REF,1941
2018,AFG,NGA,REF,15
2018,AFG,NLD,ASY,538
2018,AFG,NLD,REF,6267
2018,AFG,NOR,ASY,193
2018,AFG,NOR,REF,6065
2018,AFG,NPL,REF,165
2018,AFG,NRU,ASY,5
2018,AFG,NRU,REF,81
2018,AFG,NZL,ASY,5
2018,AFG,NZL,REF,47
2018,AFG,PAK,ASY,15036
2018,AFG,PAK,REF,4210563
2018,AFG,PAN,ASY,6
2018,AFG,PAN,REF,5
2018,AFG,PHL,ASY,18
2018,AFG,PHL,REF,42
2018,AFG,PNG,ASY,7
2018,AFG,PNG,REF,118
2018,AFG,POL,ASY,15
2018,AFG,POL,REF,110
2018,AFG,PRT,ASY,5
2018,AFG,PRT,REF,16
2018,AFG,ROU,ASY,74
2018,AFG,ROU,REF,465
2018,AFG,RUS,ASY,226
2018,AFG,RUS,REF,789
2018,AFG,SDN,OOC,5
2018,AFG,SDN,REF,6
2018,AFG,SEN,ASY,27
2018,AFG,SRB,ASY,18
2018,AFG,SRB,REF,1726
2018,AFG,SVK,REF,260
2018,AFG,SVN,ASY,29
2018,AFG,SVN,REF,130
2018,AFG,SWE,ASY,8614
2018,AFG,SWE,REF,28204
2018,AFG,SYR,ASY,30
2018,AFG,SYR,REF,3687
2018,AFG,THA,ASY,33
2018,AFG,THA,REF,408
2018,AFG,TJK,ASY,315
2018,AFG,TJK,REF,2649
2018,AFG,TKM,REF,42
2018,AFG,TUR,ASY,494739
2018,AFG,TUR,REF,19818
2018,AFG,UKR,ASY,8715
2018,AFG,UKR,REF,1013
2018,AFG,USA,ASY,765
2018,AFG,USA,REF,1599
2018,AFG,UZB,REF,39
2018,AFG,VEN,REF,30
2018,BGD,AFG,ASY,5
2018,IRN,AFG,ASY,27
2018,IRN,AFG,REF,102
2018,PAK,AFG,ASY,363
2018,PAK,AFG,REF,216582
2018,TJK,AFG,ASY,21
2018,TUR,AFG,ASY,417
2019,AFG,AFG,OOC,1341279
2019,AFG,ARE,ASY,75
2019,AFG,ARE,REF,15
2019,AFG,ARG,REF,36
2019,AFG,ARM,REF,15
2019,AFG,AUS,ASY,1710
2019,AFG,AUS,REF,11585
2019,AFG,AUT,ASY,20652
2019,AFG,AUT,REF,37276
2019,AFG,AZE,ASY,282
2019,AFG,AZE,REF,1881
2019,AFG,BEL,ASY,1035
2019,AFG,BEL,REF,5070
2019,AFG,BGR,ASY,300
2019,AFG,BGR,REF,243
2019,AFG,BIH,ASY,402
2019,AFG,BIH,OOC,1804
2019,AFG,BLR,ASY,39
2019,AFG,BLR,REF,213
2019,AFG,BRA,ASY,185
2019,AFG,BRA,REF,132
2019,AFG,CAN,ASY,620
2019,AFG,CAN,REF,2447
2019,AFG,CHE,ASY,3456
2019,AFG,CHE,REF,35151
2019,AFG,CHL,ASY,25
2019,AFG,CHL,REF,13
2019,AFG,CHN,ASY,63
2019,AFG,CHN,REF,63
2019,AFG,COL,REF,27
2019,AFG,CUB,REF,108
2019,AFG,CYP,ASY,5
2019,AFG,CYP,REF,14
2019,AFG,CZE,ASY,14
2019,AFG,CZE,REF,45
2019,AFG,DEU,ASY,142029
2019,AFG,DEU,REF,421098
2019,AFG,DNK,ASY,79
2019,AFG,DNK,REF,2620
2019,AFG,DOM,ASY,27
2019,AFG,ECU,ASY,5
2019,AFG,ECU,REF,150
2019,AFG,EGY,ASY,108
2019,AFG,EGY,REF,84
2019,AFG,ESP,ASY,540
2019,AFG,ESP,REF,395
2019,AFG,EST,REF,9
2019,AFG,FIN,ASY,2440
2019,AFG,FIN,REF,3238
2019,AFG,FJI,ASY,15
2019,AFG,FJI,REF,15
2019,AFG,FRA,ASY,11055
2019,AFG,FRA,REF,48586
2019,AFG,GBR,ASY,5780
2019,AFG,GBR,REF,9513
2019,AFG,GEO,ASY,54
2019,AFG,GEO,REF,33
2019,AFG,GRC,ASY,55216
2019,AFG,GRC,REF,17685
2019,AFG,HKG,REF,15
2019,AFG,HRV,ASY,324
2019,AFG,HRV,OOC,39
2019,AFG,HRV,REF,159
2019,AFG,HUN,ASY,184
2019,AFG,HUN,REF,1487
2019,AFG,IDN,ASY,5478
2019,AFG,IDN,REF,17598
2019,AFG,IND,ASY,24657
2019,AFG,IND,REF,22410
2019,AFG,IRL,ASY,381
2019,AFG,IRL,REF,1098
2019,AFG,IRN,REF,951142
2019,AFG,IRQ,ASY,168
2019,AFG,IRQ,REF,33
2019,AFG,ISL,ASY,19
2019,AFG,ISL,REF,86
2019,AFG,ITA,ASY,840
2019,AFG,ITA,REF,17849
2019,AFG,JOR,ASY,33
2019,AFG,JOR,REF,24
2019,AFG,JPN,REF,68
2019,AFG,KAZ,ASY,543
2019,AFG,KAZ,REF,1473
2019,AFG,KEN,ASY,27
2019,AFG,KEN,REF,30
2019,AFG,KGZ,ASY,312
2019,AFG,KGZ,REF,681
2019,AFG,KOR,ASY,49
2019,AFG,KOR,REF,41
2019,AFG,KWT,ASY,51
2019,AFG,LBN,ASY,18
2019,AFG,LBN,REF,54
2019,AFG,LBY,ASY,33
2019,AFG,LIE,REF,15
2019,AFG,LKA,ASY,135
2019,AFG,LKA,REF,480
2019,AFG,LTU,ASY,5
2019,AFG,LTU,REF,236
2019,AFG,LUX,ASY,170
2019,AFG,LUX,REF,97
2019,AFG,LVA,REF,66
2019,AFG,MAR,ASY,18
2019,AFG,MAR,REF,15
2019,AFG,MDA,REF,72
2019,AFG,MDG,ASY,30
2019,AFG,MDG,REF,30
2019,AFG,MKD,ASY,45
2019,AFG,MKD,REF,15
2019,AFG,MLT,ASY,5
2019,AFG,MNE,ASY,150
2019,AFG,MYS,ASY,3378
2019,AFG,MYS,REF,4056
2019,AFG,NGA,REF,15
2019,AFG,NLD,ASY,1086
2019,AFG,NLD,REF,5815
2019,AFG,NOR,ASY,81
2019,AFG,NOR,REF,5108
2019,AFG,NPL,REF,153
2019,AFG,NRU,ASY,15
2019,AFG,NRU,REF,75
2019,AFG,NZL,ASY,31
2019,AFG,NZL,REF,46
2019,AFG,PAK,ASY,25218
2019,AFG,PAK,REF,4257252
2019,AFG,PAN,ASY,6
2019,AFG,PAN,REF,5
2019,AFG,PHL,ASY,18
2019,AFG,PHL,REF,42
2019,AFG,PNG,ASY,15
2019,AFG,PNG,REF,129
2019,AFG,POL,ASY,16
2019,AFG,POL,REF,121
2019,AFG,PRT,ASY,10
2019,AFG,PRT,REF,20
2019,AFG,ROU,ASY,134
2019,AFG,ROU,REF,444
2019,AFG,RUS,ASY,268
2019,AFG,RUS,REF,795
2019,AFG,SDN,OOC,5
2019,AFG,SEN,ASY,15
2019,AFG,SRB,ASY,10
2019,AFG,SRB,OOC,2662
2019,AFG,SRB,REF,19
2019,AFG,SVK,REF,276
2019,AFG,SVN,ASY,46
2019,AFG,SVN,REF,51
2019,AFG,SWE,ASY,6030
2019,AFG,SWE,REF,30546
2019,AFG,SYR,ASY,96
2019,AFG,SYR,REF,3330
2019,AFG,THA,ASY,54
2019,AFG,THA,REF,402
2019,AFG,TJK,ASY,1413
2019,AFG,TJK,REF,4083
2019,AFG,TKM,REF,42
2019,AFG,TUR,ASY,349209
2019,AFG,TUR,REF,1192
2019,AFG,UKR,ASY,1923
2019,AFG,UKR,REF,1640
2019,AFG,URY,ASY,15
2019,AFG,USA,ASY,727
2019,AFG,USA,REF,1629
2019,AFG,UZB,REF,39
2019,AFG,VEN,REF,30
2019,AFG,ZAF,ASY,24
2019,BEN,AFG,ASY,15
2019,IRN,AFG,ASY,75
2019,IRN,AFG,REF,108
2019,PAK,AFG,ASY,414
2019,PAK,AFG,REF,216573
2019,TUR,AFG,ASY,237
2020,AFG,AFG,OOC,247785
2020,AFG,ALB,OOC,15
2020,AFG,ARE,ASY,75
2020,AFG,ARE,REF,15
2020,AFG,ARG,REF,36
2020,AFG,ARM,REF,15
2020,AFG,AUS,ASY,1761
2020,AFG,AUS,REF,10659
2020,AFG,AUT,ASY,12946
2020,AFG,AUT,REF,40096
2020,AFG,AZE,ASY,72
2020,AFG,AZE,REF,3261
2020,AFG,BEL,ASY,8430
2020,AFG,BEL,REF,9378
2020,AFG,BGR,ASY,1884
2020,AFG,BGR,REF,244
2020,AFG,BIH,ASY,99
2020,AFG,BIH,OOC,3684
2020,AFG,BLR,REF,222
2020,AFG,BRA,ASY,173
2020,AFG,BRA,REF,143
2020,AFG,CAN,ASY,1367
2020,AFG,CAN,REF,2632
2020,AFG,CHE,ASY,2532
2020,AFG,CHE,REF,37693
2020,AFG,CHL,ASY,13
2020,AFG,CHL,REF,13
2020,AFG,CHN,ASY,36
2020,AFG,CHN,REF,60
2020,AFG,COL,REF,27
2020,AFG,CUB,REF,84
