year,country_name,total_population,gender,age_range,population
2024,Pakistan,1696974,m,0-4,0.0
2024,Pakistan,1696974,m,5-11,0.0
2024,Pakistan,1696974,m,12-17,0.0
2024,Pakistan,1696974,m,18-59,7.0
2024,Pakistan,1696974,m,60+,0.0
2024,Pakistan,1696974,f,0-4,85596.0
2024,Pakistan,1696974,f,5-11,176776.0
2024,Pakistan,1696974,f,12-17,107348.0
2024,Pakistan,1696974,f,18-59,328602.0
2024,Pakistan,1696974,f,60+,23046.0
2024,Pakistan,1696974,m,0-4,86884.0
2024,Pakistan,1696974,m,5-11,182825.0
2024,Pakistan,1696974,m,12-17,114899.0
2024,Pakistan,1696974,m,18-59,359148.0
2024,Pakistan,1696974,m,60+,33190.0
2024,Afghanistan,672886,f,0-4,29480.0
2024,Afghanistan,672886,f,5-11,50278.0
2024,Afghanistan,672886,f,12-17,83056.0
2024,Afghanistan,672886,f,18-59,106308.0
2024,Afghanistan,672886,f,60+,29687.0
2024,Afghanistan,672886,m,0-4,40688.0
2024,Afghanistan,672886,m,5-11,50542.0
2024,Afghanistan,672886,m,12-17,45709.0
2024,Afghanistan,672886,m,18-59,143671.0
2024,Afghanistan,672886,m,60+,20581.0
2024,Afghanistan,672886,f,0-4,6449.0
2024,Afghanistan,672886,f,5-11,9367.0
2024,Afghanistan,672886,f,12-17,4672.0
2024,Afghanistan,672886,f,18-59,14314.0
2024,Afghanistan,672886,f,60+,870.0
2024,Afghanistan,672886,m,0-4,6383.0
2024,Afghanistan,672886,m,5-11,9330.0
2024,Afghanistan,672886,m,12-17,4476.0
2024,Afghanistan,672886,m,18-59,15534.0
2024,Afghanistan,672886,m,60+,1491.0
2024,Germany,323828,f,0-4,1556.0
2024,Germany,323828,f,5-11,1854.0
2024,Germany,323828,f,12-17,1243.0
2024,Germany,323828,f,18-59,5565.0
2024,Germany,323828,f,60+,273.0
2024,Germany,323828,m,0-4,1663.0
2024,Germany,323828,m,5-11,2209.0
2024,Germany,323828,m,12-17,4802.0
2024,Germany,323828,m,18-59,25156.0
2024,Germany,323828,m,60+,296.0
2024,Germany,323828,f,0-4,6752.0
2024,Germany,323828,f,5-11,20544.0
2024,Germany,323828,f,12-17,15156.0
2024,Germany,323828,f,18-59,61592.0
2024,Germany,323828,f,60+,5966.0
2024,Germany,323828,m,0-4,6944.0
2024,Germany,323828,m,5-11,21901.0
2024,Germany,323828,m,12-17,18503.0
2024,Germany,323828,m,18-59,116258.0
2024,Germany,323828,m,60+,5595.0
2024,Austria,48997,f,0-4,171.0
2024,Austria,48997,f,5-11,198.0
2024,Austria,48997,f,12-17,149.0
2024,Austria,48997,f,18-59,695.0
2024,Austria,48997,f,60+,47.0
2024,Austria,48997,m,0-4,87.0
2024,Austria,48997,m,5-11,229.0
2024,Austria,48997,m,12-17,395.0
2024,Austria,48997,m,18-59,2295.0
2024,Austria,48997,m,60+,42.0
2024,Austria,48997,f,0-4,8785.0
2024,Austria,48997,f,5-11,4094.0
2024,Austria,48997,f,12-17,1713.0
2024,Austria,48997,f,18-59,9802.0
2024,Austria,48997,f,60+,89.0
2024,Austria,48997,m,0-4,8701.0
2024,Austria,48997,m,5-11,5474.0
2024,Austria,48997,m,12-17,2103.0
2024,Austria,48997,m,18-59,3808.0
2024,Austria,48997,m,60+,120.0
