year,country_name,total_population,gender,age_range,population
2017,Türkiye,163413,f,60+,894.0
2017,Türkiye,163413,m,0-4,5920.0
2017,Türkiye,163413,m,5-11,9893.0
2017,Türkiye,163413,m,12-17,8111.0
2017,Türkiye,163413,m,18-59,88714.0
2017,Türkiye,163413,m,60+,1089.0
2017,Türkiye,163413,f,0-4,226.0
2017,Türkiye,163413,f,5-11,469.0
2017,Türkiye,163413,f,12-17,464.0
2017,Türkiye,163413,f,18-59,1522.0
2017,Türkiye,163413,f,60+,64.0
2017,Türkiye,163413,m,0-4,227.0
2017,Türkiye,163413,m,5-11,544.0
2017,Türkiye,163413,m,12-17,548.0
2017,Türkiye,163413,m,18-59,1472.0
2017,Türkiye,163413,m,60+,67.0
2017,Iran,27980,f,0-4,1787.0
2017,Iran,27980,f,5-11,2476.0
2017,Iran,27980,f,12-17,2714.0
2017,Iran,27980,f,18-59,6150.0
2017,Iran,27980,f,60+,605.0
2017,Iran,27980,m,0-4,1902.0
2017,Iran,27980,m,5-11,2494.0
2017,Iran,27980,m,12-17,2830.0
2017,Iran,27980,m,18-59,6143.0
2017,Iran,27980,m,60+,879.0
2018,Pakistan,1408533,f,0-4,362.0
2018,Pakistan,1408533,f,5-11,540.0
2018,Pakistan,1408533,f,12-17,427.0
2018,Pakistan,1408533,f,18-59,1285.0
2018,Pakistan,1408533,f,60+,56.0
2018,Pakistan,1408533,m,0-4,329.0
2018,Pakistan,1408533,m,5-11,650.0
2018,Pakistan,1408533,m,12-17,477.0
2018,Pakistan,1408533,m,18-59,838.0
2018,Pakistan,1408533,m,60+,48.0
2018,Pakistan,1408533,f,0-4,79321.0
2018,Pakistan,1408533,f,5-11,145957.0
2018,Pakistan,1408533,f,12-17,102855.0
2018,Pakistan,1408533,f,18-59,298172.0
2018,Pakistan,1408533,f,60+,24715.0
2018,Pakistan,1408533,m,0-4,83570.0
2018,Pakistan,1408533,m,5-11,156092.0
2018,Pakistan,1408533,m,12-17,109075.0
2018,Pakistan,1408533,m,18-59,361376.0
2018,Pakistan,1408533,m,60+,42388.0
2018,Afghanistan,489854,f,0-4,54893.0
2018,Afghanistan,489854,f,5-11,56200.0
2018,Afghanistan,489854,f,12-17,33477.0
2018,Afghanistan,489854,f,18-59,105390.0
2018,Afghanistan,489854,f,60+,8360.0
2018,Afghanistan,489854,m,0-4,54670.0
2018,Afghanistan,489854,m,5-11,54230.0
2018,Afghanistan,489854,m,12-17,31685.0
2018,Afghanistan,489854,m,18-59,78553.0
2018,Afghanistan,489854,m,60+,12396.0
2018,Germany,191856,f,0-4,2327.0
2018,Germany,191856,f,5-11,1521.0
2018,Germany,191856,f,12-17,2452.0
2018,Germany,191856,f,18-59,6691.0
2018,Germany,191856,f,60+,423.0
2018,Germany,191856,m,0-4,2407.0
2018,Germany,191856,m,5-11,2857.0
2018,Germany,191856,m,12-17,3390.0
2018,Germany,191856,m,18-59,43412.0
2018,Germany,191856,m,60+,358.0
2018,Germany,191856,f,0-4,5834.0
2018,Germany,191856,f,5-11,9268.0
2018,Germany,191856,f,12-17,6266.0
2018,Germany,191856,f,18-59,27840.0
2018,Germany,191856,f,60+,3342.0
2018,Germany,191856,m,0-4,6168.0
2018,Germany,191856,m,5-11,10450.0
2018,Germany,191856,m,12-17,9287.0
2018,Germany,191856,m,18-59,44747.0
2018,Germany,191856,m,60+,2816.0
2018,Türkiye,171519,f,0-4,6061.0
2018,Türkiye,171519,f,5-11,8647.0
2018,Türkiye,171519,f,12-17,5367.0
2018,Türkiye,171519,f,18-59,23441.0
2018,Türkiye,171519,f,60+,949.0
2018,Türkiye,171519,m,0-4,6530.0
2018,Türkiye,171519,m,5-11,9895.0
2018,Türkiye,171519,m,12-17,8265.0
2018,Türkiye,171519,m,18-59,94637.0
2018,Türkiye,171519,m,60+,1121.0
2018,Türkiye,171519,f,0-4,287.0
2018,Türkiye,171519,f,5-11,509.0
2018,Türkiye,171519,f,12-17,520.0
2018,Türkiye,171519,f,18-59,1871.0
2018,Türkiye,171519,f,60+,53.0
2018,Türkiye,171519,m,0-4,300.0
2018,Türkiye,171519,m,5-11,573.0
2018,Türkiye,171519,m,12-17,623.0
2018,Türkiye,171519,m,18-59,1784.0
2018,Türkiye,171519,m,60+,86.0
2018,Iran,28886,f,0-4,1811.0
2018,Iran,28886,f,5-11,2504.0
2018,Iran,28886,f,12-17,2750.0
2018,Iran,28886,f,18-59,6195.0
2018,Iran,28886,f,60+,626.0
2018,Iran,28886,m,0-4,1920.0
2018,Iran,28886,m,5-11,2524.0
2018,Iran,28886,m,12-17,2865.0
2018,Iran,28886,m,18-59,6794.0
2018,Iran,28886,m,60+,897.0
2019,Pakistan,1427490,f,0-4,573.0
2019,Pakistan,1427490,f,5-11,991.0
2019,Pakistan,1427490,f,12-17,669.0
2019,Pakistan,1427490,f,18-59,2072.0
2019,Pakistan,1427490,f,60+,106.0
2019,Pakistan,1427490,m,0-4,524.0
2019,Pakistan,1427490,m,5-11,1057.0
2019,Pakistan,1427490,m,12-17,773.0
2019,Pakistan,1427490,m,18-59,1546.0
2019,Pakistan,1427490,m,60+,95.0
2019,Pakistan,1427490,f,0-4,63659.0
2019,Pakistan,1427490,f,5-11,149878.0
2019,Pakistan,1427490,f,12-17,105232.0
2019,Pakistan,1427490,f,18-59,314305.0
2019,Pakistan,1427490,f,60+,24977.0
2019,Pakistan,1427490,m,0-4,67573.0
2019,Pakistan,1427490,m,5-11,159642.0
2019,Pakistan,1427490,m,12-17,111175.0
2019,Pakistan,1427490,m,18-59,379460.0
2019,Pakistan,1427490,m,60+,43183.0
2019,Afghanistan,447093,f,0-4,45066.0
2019,Afghanistan,447093,f,5-11,47747.0
2019,Afghanistan,447093,f,12-17,35998.0
2019,Afghanistan,447093,f,18-59,79735.0
2019,Afghanistan,447093,f,60+,6796.0
2019,Afghanistan,447093,m,0-4,45372.0
2019,Afghanistan,447093,m,5-11,53644.0
2019,Afghanistan,447093,m,12-17,41211.0
2019,Afghanistan,447093,m,18-59,83677.0
2019,Afghanistan,447093,m,60+,7847.0
2019,Germany,187709,f,0-4,1793.0
2019,Germany,187709,f,5-11,1935.0
2019,Germany,187709,f,12-17,1158.0
2019,Germany,187709,f,18-59,5336.0
2019,Germany,187709,f,60+,359.0
2019,Germany,187709,m,0-4,1867.0
2019,Germany,187709,m,5-11,2136.0
2019,Germany,187709,m,12-17,2101.0
2019,Germany,187709,m,18-59,30363.0
2019,Germany,187709,m,60+,295.0
2019,Germany,187709,f,0-4,6147.0
2019,Germany,187709,f,5-11,10479.0
2019,Germany,187709,f,12-17,6994.0
2019,Germany,187709,f,18-59,31271.0
2019,Germany,187709,f,60+,3610.0
2019,Germany,187709,m,0-4,6479.0
2019,Germany,187709,m,5-11,11693.0
2019,Germany,187709,m,12-17,9297.0
2019,Germany,187709,m,18-59,51262.0
2019,Germany,187709,m,60+,3134.0
2019,Türkiye,116403,f,0-4,6043.0
2019,Türkiye,116403,f,5-11,9165.0
2019,Türkiye,116403,f,12-17,5731.0
2019,Türkiye,116403,f,18-59,25142.0
2019,Türkiye,116403,f,60+,1089.0
2019,Türkiye,116403,m,0-4,6547.0
2019,Türkiye,116403,m,5-11,10397.0
2019,Türkiye,116403,m,12-17,7405.0
2019,Türkiye,116403,m,18-59,43607.0
2019,Türkiye,116403,m,60+,1277.0
2019,Türkiye,116403,f,0-4,0.0
2019,Türkiye,116403,f,5-11,0.0
2019,Türkiye,116403,f,12-17,0.0
2019,Türkiye,116403,f,18-59,0.0
2019,Türkiye,116403,f,60+,0.0
2019,Türkiye,116403,m,0-4,0.0
2019,Türkiye,116403,m,5-11,0.0
2019,Türkiye,116403,m,12-17,0.0
2019,Türkiye,116403,m,18-59,0.0
2019,Türkiye,116403,m,60+,0.0
2019,India,15689,f,0-4,354.0
2019,India,15689,f,5-11,643.0
2019,India,15689,f,12-17,537.0
2019,India,15689,f,18-59,2236.0
2019,India,15689,f,60+,139.0
2019,India,15689,m,0-4,372.0
2019,India,15689,m,5-11,731.0
2019,India,15689,m,12-17,599.0
2019,India,15689,m,18-59,2440.0
2019,India,15689,m,60+,168.0
2019,India,15689,f,0-4,172.0
2019,India,15689,f,5-11,490.0
2019,India,15689,f,12-17,535.0
2019,India,15689,f,18-59,2380.0
2019,India,15689,f,60+,230.0
2019,India,15689,m,0-4,210.0
2019,India,15689,m,5-11,591.0
2019,India,15689,m,12-17,549.0
2019,India,15689,m,18-59,2056.0
2019,India,15689,m,60+,257.0
2020,Pakistan,1448108,f,0-4,512.0
2020,Pakistan,1448108,f,5-11,1177.0
2020,Pakistan,1448108,f,12-17,760.0
2020,Pakistan,1448108,f,18-59,2410.0
2020,Pakistan,1448108,f,60+,122.0
2020,Pakistan,1448108,m,0-4,517.0
2020,Pakistan,1448108,m,5-11,1226.0
2020,Pakistan,1448108,m,12-17,890.0
2020,Pakistan,1448108,m,18-59,1940.0
2020,Pakistan,1448108,m,60+,114.0
2020,Pakistan,1448108,f,0-4,0.0
2020,Pakistan,1448108,f,5-11,0.0
2020,Pakistan,1448108,f,12-17,8.0
2020,Pakistan,1448108,f,18-59,0.0
2020,Pakistan,1448108,f,60+,0.0
2020,Pakistan,1448108,m,0-4,0.0
2020,Pakistan,1448108,m,5-11,0.0
2020,Pakistan,1448108,m,12-17,0.0
2020,Pakistan,1448108,m,18-59,0.0
2020,Pakistan,1448108,m,60+,0.0
2020,Pakistan,1448108,f,0-4,49878.0
2020,Pakistan,1448108,f,5-11,147686.0
2020,Pakistan,1448108,f,12-17,110534.0
2020,Pakistan,1448108,f,18-59,332525.0
2020,Pakistan,1448108,f,60+,26595.0
2020,Pakistan,1448108,m,0-4,53559.0
2020,Pakistan,1448108,m,5-11,156817.0
2020,Pakistan,1448108,m,12-17,117680.0
2020,Pakistan,1448108,m,18-59,397836.0
2020,Pakistan,1448108,m,60+,45322.0
2020,Germany,180955,f,0-4,1237.0
2020,Germany,180955,f,5-11,1443.0
2020,Germany,180955,f,12-17,922.0
2020,Germany,180955,f,18-59,4263.0
2020,Germany,180955,f,60+,205.0
2020,Germany,180955,m,0-4,1308.0
2020,Germany,180955,m,5-11,1659.0
2020,Germany,180955,m,12-17,1796.0
2020,Germany,180955,m,18-59,20007.0
2020,Germany,180955,m,60+,263.0
2020,Germany,180955,f,0-4,5979.0
2020,Germany,180955,f,5-11,10969.0
2020,Germany,180955,f,12-17,7703.0
2020,Germany,180955,f,18-59,33195.0
2020,Germany,180955,f,60+,3833.0
2020,Germany,180955,m,0-4,6325.0
2020,Germany,180955,m,5-11,12021.0
2020,Germany,180955,m,12-17,9587.0
2020,Germany,180955,m,18-59,54962.0
2020,Germany,180955,m,60+,3278.0
2020,Türkiye,125104,f,0-4,7816.0
2020,Türkiye,125104,f,5-11,9860.0
2020,Türkiye,125104,f,12-17,6106.0
2020,Türkiye,125104,f,18-59,24170.0
2020,Türkiye,125104,f,60+,1099.0
2020,Türkiye,125104,m,0-4,8300.0
2020,Türkiye,125104,m,5-11,11147.0
2020,Türkiye,125104,m,12-17,8402.0
2020,Türkiye,125104,m,18-59,46908.0
2020,Türkiye,125104,m,60+,1296.0
2020,Türkiye,125104,f,0-4,0.0
2020,Türkiye,125104,f,5-11,0.0
2020,Türkiye,125104,f,12-17,0.0
2020,Türkiye,125104,f,18-59,0.0
2020,Türkiye,125104,f,60+,0.0
2020,Türkiye,125104,m,0-4,0.0
2020,Türkiye,125104,m,5-11,0.0
2020,Türkiye,125104,m,12-17,0.0
2020,Türkiye,125104,m,18-59,0.0
2020,Türkiye,125104,m,60+,0.0
2020,Afghanistan,82595,f,0-4,8751.0
2020,Afghanistan,82595,f,5-11,8775.0
2020,Afghanistan,82595,f,12-17,5828.0
2020,Afghanistan,82595,f,18-59,18958.0
2020,Afghanistan,82595,f,60+,587.0
2020,Afghanistan,82595,m,0-4,8814.0
2020,Afghanistan,82595,m,5-11,5017.0
2020,Afghanistan,82595,m,12-17,4785.0
2020,Afghanistan,82595,m,18-59,19273.0
2020,Afghanistan,82595,m,60+,1807.0
2020,India,15132,f,0-4,242.0
2020,India,15132,f,5-11,536.0
2020,India,15132,f,12-17,453.0
2020,India,15132,f,18-59,1915.0
2020,India,15132,f,60+,110.0
2020,India,15132,m,0-4,263.0
2020,India,15132,m,5-11,605.0
2020,India,15132,m,12-17,436.0
2020,India,15132,m,18-59,2148.0
2020,India,15132,m,60+,149.0
2020,India,15132,f,0-4,158.0
2020,India,15132,f,5-11,536.0
2020,India,15132,f,12-17,578.0
2020,India,15132,f,18-59,2665.0
2020,India,15132,f,60+,273.0
2020,India,15132,m,0-4,206.0
2020,India,15132,m,5-11,623.0
2020,India,15132,m,12-17,633.0
2020,India,15132,m,18-59,2324.0
2020,India,15132,m,60+,279.0
2021,Pakistan,1395792,f,0-4,605.0
2021,Pakistan,1395792,f,5-11,1513.0
2021,Pakistan,1395792,f,12-17,1047.0
2021,Pakistan,1395792,f,18-59,3501.0
2021,Pakistan,1395792,f,60+,194.0
2021,Pakistan,1395792,m,0-4,624.0
2021,Pakistan,1395792,m,5-11,1565.0
2021,Pakistan,1395792,m,12-17,1239.0
2021,Pakistan,1395792,m,18-59,2789.0
2021,Pakistan,1395792,m,60+,183.0
2021,Pakistan,1395792,f,0-4,0.0
2021,Pakistan,1395792,f,5-11,0.0
2021,Pakistan,1395792,f,12-17,0.0
2021,Pakistan,1395792,f,18-59,6.0
2021,Pakistan,1395792,f,60+,0.0
2021,Pakistan,1395792,m,0-4,0.0
2021,Pakistan,1395792,m,5-11,0.0
2021,Pakistan,1395792,m,12-17,6.0
2021,Pakistan,1395792,m,18-59,0.0
2021,Pakistan,1395792,m,60+,0.0
2021,Pakistan,1395792,f,0-4,115419.0
2021,Pakistan,1395792,f,5-11,154993.0
2021,Pakistan,1395792,f,12-17,91232.0
2021,Pakistan,1395792,f,18-59,284474.0
2021,Pakistan,1395792,f,60+,20654.0
2021,Pakistan,1395792,m,0-4,122145.0
2021,Pakistan,1395792,m,5-11,162676.0
2021,Pakistan,1395792,m,12-17,97102.0
2021,Pakistan,1395792,m,18-59,304532.0
2021,Pakistan,1395792,m,60+,29293.0
2021,Iran,778054,f,0-4,0.0
2021,Iran,778054,f,5-11,0.0
2021,Iran,778054,f,12-17,0.0
2021,Iran,778054,f,18-59,0.0
2021,Iran,778054,f,60+,0.0
2021,Iran,778054,m,0-4,0.0
2021,Iran,778054,m,5-11,0.0
2021,Iran,778054,m,12-17,0.0
2021,Iran,778054,m,18-59,0.0
2021,Iran,778054,m,60+,0.0
2021,Iran,778054,f,0-4,48430.0
2021,Iran,778054,f,5-11,60438.0
2021,Iran,778054,f,12-17,37927.0
2021,Iran,778054,f,18-59,205450.0
2021,Iran,778054,f,60+,18273.0
2021,Iran,778054,m,0-4,50707.0
2021,Iran,778054,m,5-11,63513.0
2021,Iran,778054,m,12-17,40463.0
2021,Iran,778054,m,18-59,228475.0
2021,Iran,778054,m,60+,24378.0
2021,Afghanistan,577452,f,0-4,49249.0
2021,Afghanistan,577452,f,5-11,50819.0
2021,Afghanistan,577452,f,12-17,40469.0
2021,Afghanistan,577452,f,18-59,92787.0
2021,Afghanistan,577452,f,60+,10082.0
2021,Afghanistan,577452,m,0-4,49176.0
2021,Afghanistan,577452,m,5-11,51752.0
2021,Afghanistan,577452,m,12-17,43798.0
2021,Afghanistan,577452,m,18-59,94864.0
2021,Afghanistan,577452,m,60+,11714.0
2021,Afghanistan,577452,f,0-4,8903.0
2021,Afghanistan,577452,f,5-11,8927.0
2021,Afghanistan,577452,f,12-17,5937.0
2021,Afghanistan,577452,f,18-59,19314.0
2021,Afghanistan,577452,f,60+,594.0
2021,Afghanistan,577452,m,0-4,8974.0
2021,Afghanistan,577452,m,5-11,5108.0
2021,Afghanistan,577452,m,12-17,4867.0
2021,Afghanistan,577452,m,18-59,18278.0
2021,Afghanistan,577452,m,60+,1840.0
2021,Germany,202532,f,0-4,1817.0
2021,Germany,202532,f,5-11,2235.0
2021,Germany,202532,f,12-17,1516.0
2021,Germany,202532,f,18-59,6730.0
2021,Germany,202532,f,60+,314.0
2021,Germany,202532,m,0-4,2026.0
2021,Germany,202532,m,5-11,2643.0
2021,Germany,202532,m,12-17,3068.0
2021,Germany,202532,m,18-59,23263.0
2021,Germany,202532,m,60+,352.0
2021,Germany,202532,f,0-4,4816.0
2021,Germany,202532,f,5-11,12524.0
2021,Germany,202532,f,12-17,8493.0
2021,Germany,202532,f,18-59,35743.0
2021,Germany,202532,f,60+,4068.0
2021,Germany,202532,m,0-4,5240.0
2021,Germany,202532,m,5-11,13518.0
2021,Germany,202532,m,12-17,10409.0
2021,Germany,202532,m,18-59,60222.0
2021,Germany,202532,m,60+,3535.0
2021,Türkiye,133062,f,0-4,6640.0
2021,Türkiye,133062,f,5-11,10496.0
2021,Türkiye,133062,f,12-17,6567.0
2021,Türkiye,133062,f,18-59,26058.0
2021,Türkiye,133062,f,60+,1272.0
2021,Türkiye,133062,m,0-4,7046.0
2021,Türkiye,133062,m,5-11,11763.0
2021,Türkiye,133062,m,12-17,8467.0
2021,Türkiye,133062,m,18-59,53338.0
2021,Türkiye,133062,m,60+,1415.0
2021,Türkiye,133062,f,0-4,0.0
2021,Türkiye,133062,f,5-11,0.0
2021,Türkiye,133062,f,12-17,0.0
2021,Türkiye,133062,f,18-59,0.0
2021,Türkiye,133062,f,60+,0.0
2021,Türkiye,133062,m,0-4,0.0
2021,Türkiye,133062,m,5-11,0.0
2021,Türkiye,133062,m,12-17,0.0
2021,Türkiye,133062,m,18-59,0.0
2021,Türkiye,133062,m,60+,0.0
2022,Iran,3413249,f,0-4,230021.0
2022,Iran,3413249,f,5-11,314576.0
2022,Iran,3413249,f,12-17,217038.0
2022,Iran,3413249,f,18-59,796047.0
2022,Iran,3413249,f,60+,67833.0
2022,Iran,3413249,m,0-4,237954.0
2022,Iran,3413249,m,5-11,330572.0
2022,Iran,3413249,m,12-17,235234.0
2022,Iran,3413249,m,18-59,884325.0
2022,Iran,3413249,m,60+,99649.0
2022,Pakistan,1495270,f,0-4,2101.0
2022,Pakistan,1495270,f,5-11,3889.0
2022,Pakistan,1495270,f,12-17,2837.0
2022,Pakistan,1495270,f,18-59,9987.0
2022,Pakistan,1495270,f,60+,656.0
2022,Pakistan,1495270,m,0-4,2160.0
2022,Pakistan,1495270,m,5-11,4142.0
2022,Pakistan,1495270,m,12-17,3313.0
2022,Pakistan,1495270,m,18-59,8325.0
2022,Pakistan,1495270,m,60+,698.0
2022,Pakistan,1495270,f,0-4,0.0
2022,Pakistan,1495270,f,5-11,0.0
2022,Pakistan,1495270,f,12-17,0.0
2022,Pakistan,1495270,f,18-59,22.0
2022,Pakistan,1495270,f,60+,0.0
2022,Pakistan,1495270,m,0-4,0.0
2022,Pakistan,1495270,m,5-11,0.0
2022,Pakistan,1495270,m,12-17,5.0
2022,Pakistan,1495270,m,18-59,6.0
2022,Pakistan,1495270,m,60+,0.0
2022,Pakistan,1495270,f,0-4,98709.0
2022,Pakistan,1495270,f,5-11,164135.0
2022,Pakistan,1495270,f,12-17,100138.0
2022,Pakistan,1495270,f,18-59,313036.0
2022,Pakistan,1495270,f,60+,22203.0
2022,Pakistan,1495270,m,0-4,104601.0
2022,Pakistan,1495270,m,5-11,173198.0
2022,Pakistan,1495270,m,12-17,107030.0
2022,Pakistan,1495270,m,18-59,342253.0
2022,Pakistan,1495270,m,60+,31826.0
2022,Afghanistan,967354,f,0-4,87468.0
2022,Afghanistan,967354,f,5-11,90217.0
2022,Afghanistan,967354,f,12-17,71848.0
2022,Afghanistan,967354,f,18-59,164786.0
2022,Afghanistan,967354,f,60+,17897.0
2022,Afghanistan,967354,m,0-4,87335.0
2022,Afghanistan,967354,m,5-11,91891.0
2022,Afghanistan,967354,m,12-17,77751.0
2022,Afghanistan,967354,m,18-59,168466.0
2022,Afghanistan,967354,m,60+,20792.0
2022,Afghanistan,967354,f,0-4,9571.0
2022,Afghanistan,967354,f,5-11,9603.0
2022,Afghanistan,967354,f,12-17,6385.0
2022,Afghanistan,967354,f,18-59,20734.0
2022,Afghanistan,967354,f,60+,633.0
2022,Afghanistan,967354,m,0-4,9627.0
2022,Afghanistan,967354,m,5-11,5485.0
2022,Afghanistan,967354,m,12-17,5237.0
2022,Afghanistan,967354,m,18-59,19669.0
2022,Afghanistan,967354,m,60+,1959.0
2022,Germany,215305,f,0-4,1337.0
2022,Germany,215305,f,5-11,1559.0
2022,Germany,215305,f,12-17,1037.0
2022,Germany,215305,f,18-59,5150.0
2022,Germany,215305,f,60+,285.0
2022,Germany,215305,m,0-4,1373.0
2022,Germany,215305,m,5-11,1725.0
2022,Germany,215305,m,12-17,3592.0
2022,Germany,215305,m,18-59,18519.0
2022,Germany,215305,m,60+,290.0
2022,Germany,215305,f,0-4,5567.0
2022,Germany,215305,f,5-11,14675.0
2022,Germany,215305,f,12-17,9933.0
2022,Germany,215305,f,18-59,40434.0
2022,Germany,215305,f,60+,4476.0
2022,Germany,215305,m,0-4,5922.0
2022,Germany,215305,m,5-11,15840.0
2022,Germany,215305,m,12-17,12370.0
2022,Germany,215305,m,18-59,67286.0
2022,Germany,215305,m,60+,3935.0
2022,Türkiye,128813,f,0-4,6472.0
2022,Türkiye,128813,f,5-11,10213.0
2022,Türkiye,128813,f,12-17,6313.0
2022,Türkiye,128813,f,18-59,25309.0
2022,Türkiye,128813,f,60+,1186.0
2022,Türkiye,128813,m,0-4,6933.0
2022,Türkiye,128813,m,5-11,11278.0
2022,Türkiye,128813,m,12-17,7993.0
2022,Türkiye,128813,m,18-59,51813.0
2022,Türkiye,128813,m,60+,1303.0
2022,Türkiye,128813,f,0-4,0.0
2022,Türkiye,128813,f,5-11,0.0
2022,Türkiye,128813,f,12-17,0.0
2022,Türkiye,128813,f,18-59,0.0
2022,Türkiye,128813,f,60+,0.0
2022,Türkiye,128813,m,0-4,0.0
2022,Türkiye,128813,m,5-11,0.0
2022,Türkiye,128813,m,12-17,0.0
2022,Türkiye,128813,m,18-59,0.0
2022,Türkiye,128813,m,60+,0.0
2023,Iran,3752317,f,0-4,256346.0
2023,Iran,3752317,f,5-11,428865.0
2023,Iran,3752317,f,12-17,285906.0
2023,Iran,3752317,f,18-59,880453.0
2023,Iran,3752317,f,60+,105435.0
2023,Iran,3752317,m,0-4,262582.0
2023,Iran,3752317,m,5-11,418912.0
2023,Iran,3752317,m,12-17,247858.0
2023,Iran,3752317,m,18-59,727417.0
2023,Iran,3752317,m,60+,138543.0
2023,Afghanistan,1617869,f,0-4,122731.0
2023,Afghanistan,1617869,f,5-11,227822.0
2023,Afghanistan,1617869,f,12-17,170961.0
2023,Afghanistan,1617869,f,18-59,302325.0
2023,Afghanistan,1617869,f,60+,39475.0
2023,Afghanistan,1617869,m,0-4,118291.0
2023,Afghanistan,1617869,m,5-11,216969.0
2023,Afghanistan,1617869,m,12-17,138027.0
2023,Afghanistan,1617869,m,18-59,214744.0
2023,Afghanistan,1617869,m,60+,32812.0
2023,Afghanistan,1617869,f,0-4,3296.0
2023,Afghanistan,1617869,f,5-11,4144.0
2023,Afghanistan,1617869,f,12-17,2251.0
2023,Afghanistan,1617869,f,18-59,7709.0
2023,Afghanistan,1617869,f,60+,373.0
2023,Afghanistan,1617869,m,0-4,3305.0
2023,Afghanistan,1617869,m,5-11,3584.0
2023,Afghanistan,1617869,m,12-17,1984.0
2023,Afghanistan,1617869,m,18-59,6413.0
2023,Afghanistan,1617869,m,60+,653.0
2023,Pakistan,1576291,f,0-4,3171.0
2023,Pakistan,1576291,f,5-11,6161.0
2023,Pakistan,1576291,f,12-17,4616.0
2023,Pakistan,1576291,f,18-59,16843.0
2023,Pakistan,1576291,f,60+,1135.0
2023,Pakistan,1576291,m,0-4,3188.0
2023,Pakistan,1576291,m,5-11,6583.0
2023,Pakistan,1576291,m,12-17,5199.0
2023,Pakistan,1576291,m,18-59,13374.0
2023,Pakistan,1576291,m,60+,1181.0
2023,Pakistan,1576291,f,0-4,0.0
2023,Pakistan,1576291,f,5-11,9.0
2023,Pakistan,1576291,f,12-17,0.0
2023,Pakistan,1576291,f,18-59,26.0
2023,Pakistan,1576291,f,60+,0.0
2023,Pakistan,1576291,m,0-4,0.0
2023,Pakistan,1576291,m,5-11,0.0
2023,Pakistan,1576291,m,12-17,5.0
2023,Pakistan,1576291,m,18-59,9.0
2023,Pakistan,1576291,m,60+,0.0
2023,Pakistan,1576291,f,0-4,98961.0
2023,Pakistan,1576291,f,5-11,187166.0
2023,Pakistan,1576291,f,12-17,98994.0
2023,Pakistan,1576291,f,18-59,322715.0
2023,Pakistan,1576291,f,60+,22459.0
2023,Pakistan,1576291,m,0-4,98441.0
2023,Pakistan,1576291,m,5-11,195204.0
2023,Pakistan,1576291,m,12-17,106012.0
2023,Pakistan,1576291,m,18-59,352707.0
2023,Pakistan,1576291,m,60+,32132.0
2023,Germany,299473,f,0-4,1103.0
2023,Germany,299473,f,5-11,1223.0
2023,Germany,299473,f,12-17,841.0
2023,Germany,299473,f,18-59,4154.0
2023,Germany,299473,f,60+,188.0
2023,Germany,299473,m,0-4,1231.0
2023,Germany,299473,m,5-11,1479.0
2023,Germany,299473,m,12-17,5942.0
2023,Germany,299473,m,18-59,28371.0
2023,Germany,299473,m,60+,249.0
2023,Germany,299473,f,0-4,6906.0
2023,Germany,299473,f,5-11,19548.0
2023,Germany,299473,f,12-17,13929.0
2023,Germany,299473,f,18-59,57182.0
2023,Germany,299473,f,60+,5624.0
2023,Germany,299473,m,0-4,7236.0
2023,Germany,299473,m,5-11,20752.0
2023,Germany,299473,m,12-17,16913.0
2023,Germany,299473,m,18-59,101378.0
2023,Germany,299473,m,60+,5224.0
2023,United Kingdom,45376,f,0-4,0.0
2023,United Kingdom,45376,f,5-11,0.0
2023,United Kingdom,45376,f,12-17,0.0
2023,United Kingdom,45376,f,18-59,0.0
2023,United Kingdom,45376,f,60+,0.0
2023,United Kingdom,45376,m,0-4,0.0
2023,United Kingdom,45376,m,5-11,0.0
2023,United Kingdom,45376,m,12-17,0.0
2023,United Kingdom,45376,m,18-59,0.0
2023,United Kingdom,45376,m,60+,0.0
2023,United Kingdom,45376,f,0-4,304.0
2023,United Kingdom,45376,f,5-11,2036.0
2023,United Kingdom,45376,f,12-17,3970.0
2023,United Kingdom,45376,f,18-59,10310.0
2023,United Kingdom,45376,f,60+,3284.0
2023,United Kingdom,45376,m,0-4,136.0
2023,United Kingdom,45376,m,5-11,1441.0
2023,United Kingdom,45376,m,12-17,5003.0
2023,United Kingdom,45376,m,18-59,15605.0
2023,United Kingdom,45376,m,60+,3287.0
2024,Iran,3477082,f,0-4,250707.0
2024,Iran,3477082,f,5-11,377065.0
2024,Iran,3477082,f,12-17,252598.0
2024,Iran,3477082,f,18-59,785616.0
2024,Iran,3477082,f,60+,53000.0
2024,Iran,3477082,m,0-4,253658.0
2024,Iran,3477082,m,5-11,402417.0
2024,Iran,3477082,m,12-17,261561.0
2024,Iran,3477082,m,18-59,781963.0
2024,Iran,3477082,m,60+,58497.0
2024,Pakistan,1696974,f,0-4,8841.0
2024,Pakistan,1696974,f,5-11,21761.0
2024,Pakistan,1696974,f,12-17,14928.0
2024,Pakistan,1696974,f,18-59,49013.0
2024,Pakistan,1696974,f,60+,2727.0
2024,Pakistan,1696974,m,0-4,9222.0
2024,Pakistan,1696974,m,5-11,23407.0
2024,Pakistan,1696974,m,12-17,16877.0
2024,Pakistan,1696974,m,18-59,48609.0
2024,Pakistan,1696974,m,60+,3225.0
2024,Pakistan,1696974,f,0-4,0.0
2024,Pakistan,1696974,f,5-11,9.0
2024,Pakistan,1696974,f,12-17,0.0
2024,Pakistan,1696974,f,18-59,34.0
2024,Pakistan,1696974,f,60+,0.0
